"plh0108","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","lower secondary degree","Male","547","0.268654250353686","0.248638776757955","0.288669723949416"
"Very important","1990","lower secondary degree","Female","479","0.196583879334433","0.179912733733094","0.213255024935773"
"Very important","1990","secondary school degree","Male","144","0.216479966010621","0.184572522258353","0.248387409762889"
"Very important","1990","secondary school degree","Female","134","0.130722588937834","0.109138545174248","0.15230663270142"
"Very important","1990","college entrance qualification","Male","133","0.185137389324311","0.15662769313898","0.213647085509642"
"Very important","1990","college entrance qualification","Female","65","0.133450161251328","0.101419901015781","0.165480421486876"
"Very important","1990","Other degree","Male","7","","",""
"Very important","1990","Other degree","Female","6","","",""
"Very important","1990","no degree/no degree yet","Male","17","","",""
"Very important","1990","no degree/no degree yet","Female","12","","",""
"Important","1990","lower secondary degree","Male","612","0.318399318158549","0.297363533592777","0.33943510272432"
"Important","1990","lower secondary degree","Female","705","0.299020375132714","0.279814932916558","0.318225817348871"
"Important","1990","secondary school degree","Male","202","0.309146167522971","0.273342037708494","0.344950297337448"
"Important","1990","secondary school degree","Female","305","0.304049038538874","0.274595367473522","0.333502709604227"
"Important","1990","college entrance qualification","Male","249","0.327587503076899","0.293137848064184","0.362037158089614"
"Important","1990","college entrance qualification","Female","129","0.293436323785977","0.250548231087915","0.336324416484038"
"Important","1990","Other degree","Male","11","","",""
"Important","1990","Other degree","Female","8","","",""
"Important","1990","no degree/no degree yet","Male","22","","",""
"Important","1990","no degree/no degree yet","Female","20","","",""
"Less important","1990","lower secondary degree","Male","499","0.275906459141263","0.255723450210848","0.296089468071678"
"Less important","1990","lower secondary degree","Female","589","0.273944645672324","0.255236209024059","0.292653082320589"
"Less important","1990","secondary school degree","Male","226","0.349190165461013","0.312257031655055","0.386123299266971"
"Less important","1990","secondary school degree","Female","344","0.35587495662504","0.325219195624939","0.386530717625142"
"Less important","1990","college entrance qualification","Male","240","0.339849167730724","0.305082103572804","0.374616231888644"
"Less important","1990","college entrance qualification","Female","170","0.38051271325232","0.334782320884809","0.426243105619831"
"Less important","1990","Other degree","Male","11","","",""
"Less important","1990","Other degree","Female","6","","",""
"Less important","1990","no degree/no degree yet","Male","42","0.486399356121284","0.383707342368056","0.589091369874511"
"Less important","1990","no degree/no degree yet","Female","37","0.451182339592059","0.343478484160884","0.558886195023233"
"Quite unimportant","1990","lower secondary degree","Male","226","0.137039972346503","0.121511575809544","0.152568368883461"
"Quite unimportant","1990","lower secondary degree","Female","410","0.230451099860528","0.212785486269128","0.248116713451929"
"Quite unimportant","1990","secondary school degree","Male","68","0.125183701005395","0.0995453298364757","0.150822072174315"
"Quite unimportant","1990","secondary school degree","Female","154","0.209353415898252","0.183303308342115","0.235403523454388"
"Quite unimportant","1990","college entrance qualification","Male","91","0.147425939868066","0.121403001320413","0.173448878415718"
"Quite unimportant","1990","college entrance qualification","Female","69","0.192600801710375","0.155457770345894","0.229743833074856"
"Quite unimportant","1990","Other degree","Male","1","","",""
"Quite unimportant","1990","Other degree","Female","5","","",""
"Quite unimportant","1990","no degree/no degree yet","Male","10","","",""
"Quite unimportant","1990","no degree/no degree yet","Female","13","","",""
"Very important","1991","lower secondary degree","Male","","","",""
"Very important","1991","lower secondary degree","Female","","","",""
"Very important","1991","secondary school degree","Male","","","",""
"Very important","1991","secondary school degree","Female","","","",""
"Very important","1991","college entrance qualification","Male","","","",""
"Very important","1991","college entrance qualification","Female","","","",""
"Very important","1991","Other degree","Male","","","",""
"Very important","1991","Other degree","Female","","","",""
"Very important","1991","no degree/no degree yet","Male","","","",""
"Very important","1991","no degree/no degree yet","Female","","","",""
"Important","1991","lower secondary degree","Male","","","",""
"Important","1991","lower secondary degree","Female","","","",""
"Important","1991","secondary school degree","Male","","","",""
"Important","1991","secondary school degree","Female","","","",""
"Important","1991","college entrance qualification","Male","","","",""
"Important","1991","college entrance qualification","Female","","","",""
"Important","1991","Other degree","Male","","","",""
"Important","1991","Other degree","Female","","","",""
"Important","1991","no degree/no degree yet","Male","","","",""
"Important","1991","no degree/no degree yet","Female","","","",""
"Less important","1991","lower secondary degree","Male","","","",""
"Less important","1991","lower secondary degree","Female","","","",""
"Less important","1991","secondary school degree","Male","","","",""
"Less important","1991","secondary school degree","Female","","","",""
"Less important","1991","college entrance qualification","Male","","","",""
"Less important","1991","college entrance qualification","Female","","","",""
"Less important","1991","Other degree","Male","","","",""
"Less important","1991","Other degree","Female","","","",""
"Less important","1991","no degree/no degree yet","Male","","","",""
"Less important","1991","no degree/no degree yet","Female","","","",""
"Quite unimportant","1991","lower secondary degree","Male","","","",""
"Quite unimportant","1991","lower secondary degree","Female","","","",""
"Quite unimportant","1991","secondary school degree","Male","","","",""
"Quite unimportant","1991","secondary school degree","Female","","","",""
"Quite unimportant","1991","college entrance qualification","Male","","","",""
"Quite unimportant","1991","college entrance qualification","Female","","","",""
"Quite unimportant","1991","Other degree","Male","","","",""
"Quite unimportant","1991","Other degree","Female","","","",""
"Quite unimportant","1991","no degree/no degree yet","Male","","","",""
"Quite unimportant","1991","no degree/no degree yet","Female","","","",""
"Very important","1992","lower secondary degree","Male","689","0.266562608380619","0.249125247623389","0.283999969137849"
"Very important","1992","lower secondary degree","Female","618","0.197887516494484","0.183281095446187","0.21249393754278"
"Very important","1992","secondary school degree","Male","406","0.251833609975734","0.22994009159623","0.273727128355237"
"Very important","1992","secondary school degree","Female","412","0.192735801629248","0.175277646928588","0.210193956329908"
"Very important","1992","college entrance qualification","Male","182","0.19610469168566","0.171371837746694","0.220837545624625"
"Very important","1992","college entrance qualification","Female","116","0.171528348886045","0.143069002445743","0.199987695326346"
"Very important","1992","Other degree","Male","7","","",""
"Very important","1992","Other degree","Female","11","","",""
"Very important","1992","no degree/no degree yet","Male","9","","",""
"Very important","1992","no degree/no degree yet","Female","17","","",""
"Important","1992","lower secondary degree","Male","759","0.3111009366486","0.292843993177435","0.329357880119765"
"Important","1992","lower secondary degree","Female","858","0.294332771551643","0.277624317708069","0.311041225395216"
"Important","1992","secondary school degree","Male","414","0.279945495599709","0.257300145197306","0.302590846002113"
"Important","1992","secondary school degree","Female","568","0.289298715646637","0.269229698818595","0.309367732474679"
"Important","1992","college entrance qualification","Male","310","0.318570211011614","0.289547122064454","0.347593299958774"
"Important","1992","college entrance qualification","Female","184","0.279980222087383","0.246083786447341","0.313876657727425"
"Important","1992","Other degree","Male","15","","",""
"Important","1992","Other degree","Female","9","","",""
"Important","1992","no degree/no degree yet","Male","37","0.332714828109981","0.240364188766442","0.425065467453521"
"Important","1992","no degree/no degree yet","Female","26","","",""
"Less important","1992","lower secondary degree","Male","644","0.256964869496232","0.239732652097824","0.27419708689464"
"Less important","1992","lower secondary degree","Female","740","0.250642182591532","0.234753471003308","0.266530894179756"
"Less important","1992","secondary school degree","Male","534","0.354789267783449","0.330657138361946","0.378921397204951"
"Less important","1992","secondary school degree","Female","702","0.34244645240587","0.321443942775694","0.363448962036046"
"Less important","1992","college entrance qualification","Male","354","0.327745603805323","0.298506385574007","0.356984822036639"
"Less important","1992","college entrance qualification","Female","269","0.386055931071379","0.349301672921705","0.422810189221052"
"Less important","1992","Other degree","Male","19","","",""
"Less important","1992","Other degree","Female","14","","",""
"Less important","1992","no degree/no degree yet","Male","42","0.442984015444277","0.345625050555257","0.540342980333297"
"Less important","1992","no degree/no degree yet","Female","55","0.432107442739353","0.344563823532397","0.519651061946309"
"Quite unimportant","1992","lower secondary degree","Male","378","0.165371585474549","0.150720269234208","0.180022901714891"
"Quite unimportant","1992","lower secondary degree","Female","642","0.257137529362341","0.241114157142886","0.273160901581797"
