"plh0108","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very important","1990","(0) in school","in school","18","","",""
"Very important","1990","(0) in school","inadequately","","","",""
"Very important","1990","(0) in school","general elemantary","","","",""
"Very important","1990","(0) in school","middle vocational","","","",""
"Very important","1990","(0) in school","vocational + Abi","","","",""
"Very important","1990","(0) in school","higher vocational","","","",""
"Very important","1990","(0) in school","higher education","","","",""
"Very important","1990","(1a) inadequately completed","in school","","","",""
"Very important","1990","(1a) inadequately completed","inadequately","10","","",""
"Very important","1990","(1a) inadequately completed","general elemantary","","","",""
"Very important","1990","(1a) inadequately completed","middle vocational","1","","",""
"Very important","1990","(1a) inadequately completed","vocational + Abi","","","",""
"Very important","1990","(1a) inadequately completed","higher vocational","","","",""
"Very important","1990","(1a) inadequately completed","higher education","","","",""
"Very important","1990","(1b) general elementary school","in school","","","",""
"Very important","1990","(1b) general elementary school","inadequately","5","","",""
"Very important","1990","(1b) general elementary school","general elemantary","348","0.235887477450149","0.213036360626168","0.25873859427413"
"Very important","1990","(1b) general elementary school","middle vocational","","","",""
"Very important","1990","(1b) general elementary school","vocational + Abi","","","",""
"Very important","1990","(1b) general elementary school","higher vocational","","","",""
"Very important","1990","(1b) general elementary school","higher education","","","",""
"Very important","1990","(1c) basic vocational qualification","in school","","","",""
"Very important","1990","(1c) basic vocational qualification","inadequately","","","",""
"Very important","1990","(1c) basic vocational qualification","general elemantary","","","",""
"Very important","1990","(1c) basic vocational qualification","middle vocational","616","0.220512475955956","0.204373340142267","0.236651611769645"
"Very important","1990","(1c) basic vocational qualification","vocational + Abi","","","",""
"Very important","1990","(1c) basic vocational qualification","higher vocational","66","0.290688533108643","0.230686054444103","0.350691011773184"
"Very important","1990","(1c) basic vocational qualification","higher education","","","",""
"Very important","1990","(2b) intermediate general qualification","in school","","","",""
"Very important","1990","(2b) intermediate general qualification","inadequately","","","",""
"Very important","1990","(2b) intermediate general qualification","general elemantary","41","0.128481421610897","0.0905524569281071","0.166410386293686"
"Very important","1990","(2b) intermediate general qualification","middle vocational","","","",""
"Very important","1990","(2b) intermediate general qualification","vocational + Abi","","","",""
"Very important","1990","(2b) intermediate general qualification","higher vocational","","","",""
"Very important","1990","(2b) intermediate general qualification","higher education","","","",""
"Very important","1990","(2a) intermediate vocational","in school","","","",""
"Very important","1990","(2a) intermediate vocational","inadequately","","","",""
"Very important","1990","(2a) intermediate vocational","general elemantary","","","",""
"Very important","1990","(2a) intermediate vocational","middle vocational","187","0.164931369199146","0.142568991714414","0.187293746683878"
"Very important","1990","(2a) intermediate vocational","vocational + Abi","","","",""
"Very important","1990","(2a) intermediate vocational","higher vocational","31","0.181701223552154","0.122865513952637","0.240536933151672"
"Very important","1990","(2a) intermediate vocational","higher education","","","",""
"Very important","1990","(2c_gen) general maturity certificate","in school","","","",""
"Very important","1990","(2c_gen) general maturity certificate","inadequately","","","",""
"Very important","1990","(2c_gen) general maturity certificate","general elemantary","","","",""
"Very important","1990","(2c_gen) general maturity certificate","middle vocational","28","","",""
"Very important","1990","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Very important","1990","(2c_gen) general maturity certificate","higher vocational","","","",""
"Very important","1990","(2c_gen) general maturity certificate","higher education","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","in school","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","vocational + Abi","28","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","higher vocational","22","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","higher education","","","",""
"Very important","1990","(3a) lower tertiary education","in school","","","",""
"Very important","1990","(3a) lower tertiary education","inadequately","","","",""
"Very important","1990","(3a) lower tertiary education","general elemantary","","","",""
"Very important","1990","(3a) lower tertiary education","middle vocational","","","",""
"Very important","1990","(3a) lower tertiary education","vocational + Abi","","","",""
"Very important","1990","(3a) lower tertiary education","higher vocational","","","",""
"Very important","1990","(3a) lower tertiary education","higher education","52","0.220756224201537","0.167154677374848","0.274357771028226"
"Very important","1990","(3b) higher tertiary education","in school","","","",""
"Very important","1990","(3b) higher tertiary education","inadequately","","","",""
"Very important","1990","(3b) higher tertiary education","general elemantary","","","",""
"Very important","1990","(3b) higher tertiary education","middle vocational","","","",""
"Very important","1990","(3b) higher tertiary education","vocational + Abi","","","",""
"Very important","1990","(3b) higher tertiary education","higher vocational","","","",""
"Very important","1990","(3b) higher tertiary education","higher education","92","0.207703413521196","0.169136104696953","0.246270722345438"
