"plh0192","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","Not Employed","Male","243","0.0755205854519277","0.0663513305508819","0.0846898403529734"
"Fully agree","2003","Not Employed","Female","374","0.0760675413984984","0.0686956810490131","0.0834394017479836"
"Fully agree","2003","Employed","Male","433","0.0536648663913247","0.048564012530527","0.0587657202521224"
"Fully agree","2003","Employed","Female","367","0.0588996104628186","0.0531857203802818","0.0646135005453553"
"Rather agree","2003","Not Employed","Male","1721","0.541104963288822","0.523812765733458","0.558397160844186"
"Rather agree","2003","Not Employed","Female","2636","0.529850869234857","0.515972068457157","0.543729670012556"
"Rather agree","2003","Employed","Male","4220","0.553244345088741","0.541991330187994","0.564497359989487"
"Rather agree","2003","Employed","Female","3663","0.535208665166001","0.52310412562944","0.547313204702561"
"Rather disagree","2003","Not Employed","Male","1016","0.314233104303994","0.298124163870637","0.330342044737351"
"Rather disagree","2003","Not Employed","Female","1692","0.334836805501362","0.321713658382395","0.347959952620329"
"Rather disagree","2003","Employed","Male","2474","0.333995537109783","0.323320134213548","0.344670940006017"
"Rather disagree","2003","Employed","Female","2241","0.361639401463475","0.349978594625147","0.373300208301804"
"Disagree fully","2003","Not Employed","Male","210","0.0691413469552561","0.0603376813623969","0.0779450125481153"
"Disagree fully","2003","Not Employed","Female","266","0.059244783865283","0.0526799963355106","0.0658095713950554"
"Disagree fully","2003","Employed","Male","371","0.0590952514101519","0.0537579160029686","0.0644325868173351"
"Disagree fully","2003","Employed","Female","251","0.0442523229077053","0.0392612104451402","0.0492434353702704"
"Fully agree","2004","Not Employed","Male","","","",""
"Fully agree","2004","Not Employed","Female","","","",""
"Fully agree","2004","Employed","Male","","","",""
"Fully agree","2004","Employed","Female","","","",""
"Rather agree","2004","Not Employed","Male","","","",""
"Rather agree","2004","Not Employed","Female","","","",""
"Rather agree","2004","Employed","Male","","","",""
"Rather agree","2004","Employed","Female","","","",""
"Rather disagree","2004","Not Employed","Male","","","",""
"Rather disagree","2004","Not Employed","Female","","","",""
"Rather disagree","2004","Employed","Male","","","",""
"Rather disagree","2004","Employed","Female","","","",""
"Disagree fully","2004","Not Employed","Male","","","",""
"Disagree fully","2004","Not Employed","Female","","","",""
"Disagree fully","2004","Employed","Male","","","",""
"Disagree fully","2004","Employed","Female","","","",""
"Fully agree","2005","Not Employed","Male","","","",""
"Fully agree","2005","Not Employed","Female","","","",""
"Fully agree","2005","Employed","Male","","","",""
"Fully agree","2005","Employed","Female","","","",""
"Rather agree","2005","Not Employed","Male","","","",""
"Rather agree","2005","Not Employed","Female","","","",""
"Rather agree","2005","Employed","Male","","","",""
"Rather agree","2005","Employed","Female","","","",""
"Rather disagree","2005","Not Employed","Male","","","",""
"Rather disagree","2005","Not Employed","Female","","","",""
"Rather disagree","2005","Employed","Male","","","",""
"Rather disagree","2005","Employed","Female","","","",""
"Disagree fully","2005","Not Employed","Male","","","",""
"Disagree fully","2005","Not Employed","Female","","","",""
"Disagree fully","2005","Employed","Male","","","",""
"Disagree fully","2005","Employed","Female","","","",""
"Fully agree","2006","Not Employed","Male","","","",""
"Fully agree","2006","Not Employed","Female","","","",""
"Fully agree","2006","Employed","Male","","","",""
"Fully agree","2006","Employed","Female","","","",""
"Rather agree","2006","Not Employed","Male","","","",""
"Rather agree","2006","Not Employed","Female","","","",""
"Rather agree","2006","Employed","Male","","","",""
"Rather agree","2006","Employed","Female","","","",""
"Rather disagree","2006","Not Employed","Male","","","",""
"Rather disagree","2006","Not Employed","Female","","","",""
"Rather disagree","2006","Employed","Male","","","",""
"Rather disagree","2006","Employed","Female","","","",""
"Disagree fully","2006","Not Employed","Male","","","",""
"Disagree fully","2006","Not Employed","Female","","","",""
"Disagree fully","2006","Employed","Male","","","",""
"Disagree fully","2006","Employed","Female","","","",""
"Fully agree","2007","Not Employed","Male","","","",""
"Fully agree","2007","Not Employed","Female","","","",""
"Fully agree","2007","Employed","Male","","","",""
"Fully agree","2007","Employed","Female","","","",""
"Rather agree","2007","Not Employed","Male","","","",""
