"plh0192","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","16-34 y.","Not Employed","127","0.0743392885762782","0.0616357047374575","0.0870428724150989"
"Fully agree","2003","16-34 y.","Employed","208","0.0457495014598099","0.0394477404184551","0.0520512625011647"
"Fully agree","2003","35-65 y.","Not Employed","183","0.0562111020417527","0.0480355354380737","0.0643866686454318"
"Fully agree","2003","35-65 y.","Employed","565","0.0572441113126336","0.0525943948849157","0.0618938277403515"
"Fully agree","2003","66 and older","Not Employed","307","0.0898670695158847","0.0803528429696388","0.0993812960621306"
"Fully agree","2003","66 and older","Employed","27","","",""
"Rather agree","2003","16-34 y.","Not Employed","872","0.539898997152294","0.515762513895337","0.564035480409251"
"Rather agree","2003","16-34 y.","Employed","2240","0.530699761022625","0.5156479975868","0.54575152445845"
"Rather agree","2003","35-65 y.","Not Employed","1566","0.502629697484081","0.484882353110754","0.520377041857407"
"Rather agree","2003","35-65 y.","Employed","5519","0.550773971866609","0.540818070357844","0.560729873375373"
"Rather agree","2003","66 and older","Not Employed","1919","0.554118519059034","0.537582466878375","0.570654571239692"
"Rather agree","2003","66 and older","Employed","124","0.582088472321511","0.515060960443535","0.649115984199486"
"Rather disagree","2003","16-34 y.","Not Employed","571","0.34572629591733","0.322694007945596","0.368758583889064"
"Rather disagree","2003","16-34 y.","Employed","1568","0.368713194249925","0.35416211366128","0.383264274838571"
"Rather disagree","2003","35-65 y.","Not Employed","1069","0.356400572663279","0.339400671362371","0.373400473964186"
"Rather disagree","2003","35-65 y.","Employed","3096","0.339733014475646","0.330253412578315","0.349212616372976"
"Rather disagree","2003","66 and older","Not Employed","1068","0.300476204732988","0.285224195031582","0.315728214434395"
"Rather disagree","2003","66 and older","Employed","51","0.218832911954562","0.162644764695185","0.275021059213939"
"Disagree fully","2003","16-34 y.","Not Employed","68","0.0400354183540983","0.0305415996789944","0.0495292370292023"
"Disagree fully","2003","16-34 y.","Employed","207","0.0548375432676398","0.0479711325628712","0.0617039539724084"
"Disagree fully","2003","35-65 y.","Not Employed","231","0.084758627810888","0.0748724331125674","0.0946448225092086"
"Disagree fully","2003","35-65 y.","Employed","409","0.0522489023451121","0.0477949335980657","0.0567028710921586"
"Disagree fully","2003","66 and older","Not Employed","177","0.0555382066920934","0.0479190148738609","0.0631573985103259"
"Disagree fully","2003","66 and older","Employed","6","","",""
"Fully agree","2004","16-34 y.","Not Employed","","","",""
"Fully agree","2004","16-34 y.","Employed","","","",""
"Fully agree","2004","35-65 y.","Not Employed","","","",""
"Fully agree","2004","35-65 y.","Employed","","","",""
"Fully agree","2004","66 and older","Not Employed","","","",""
"Fully agree","2004","66 and older","Employed","","","",""
"Rather agree","2004","16-34 y.","Not Employed","","","",""
"Rather agree","2004","16-34 y.","Employed","","","",""
"Rather agree","2004","35-65 y.","Not Employed","","","",""
"Rather agree","2004","35-65 y.","Employed","","","",""
"Rather agree","2004","66 and older","Not Employed","","","",""
"Rather agree","2004","66 and older","Employed","","","",""
"Rather disagree","2004","16-34 y.","Not Employed","","","",""
"Rather disagree","2004","16-34 y.","Employed","","","",""
"Rather disagree","2004","35-65 y.","Not Employed","","","",""
"Rather disagree","2004","35-65 y.","Employed","","","",""
"Rather disagree","2004","66 and older","Not Employed","","","",""
"Rather disagree","2004","66 and older","Employed","","","",""
"Disagree fully","2004","16-34 y.","Not Employed","","","",""
"Disagree fully","2004","16-34 y.","Employed","","","",""
"Disagree fully","2004","35-65 y.","Not Employed","","","",""
"Disagree fully","2004","35-65 y.","Employed","","","",""
"Disagree fully","2004","66 and older","Not Employed","","","",""
"Disagree fully","2004","66 and older","Employed","","","",""
"Fully agree","2005","16-34 y.","Not Employed","","","",""
"Fully agree","2005","16-34 y.","Employed","","","",""
