"plh0192","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","35-65 y.","middle vocational","373","0.0683723599233238","0.0622339849232488","0.0745107349233989","4"
"Disagree fully","2003","35-65 y.","vocational + Abi","26","","","","4"
"Disagree fully","2003","66 and older","higher education","17","","","","4"
"Disagree fully","2003","35-65 y.","higher vocational","51","0.0496590066009756","0.0371898361659025","0.0621281770360487","4"
"Disagree fully","2003","16-34 y.","inadequately","7","","","","4"
"Disagree fully","2003","16-34 y.","in school","20","","","","4"
"Disagree fully","2003","35-65 y.","in school","","","","","4"
"Disagree fully","2003","35-65 y.","inadequately","25","","","","4"
"Disagree fully","2003","35-65 y.","general elemantary","87","0.0879134695926585","0.0701846106597557","0.105642328525561","4"
"Disagree fully","2003","35-65 y.","higher education","75","0.0309024331474538","0.0249186917294588","0.0368861745654488","4"
"Disagree fully","2003","16-34 y.","general elemantary","71","0.0755193046730708","0.0589424894360493","0.0920961199100922","4"
"Disagree fully","2003","66 and older","general elemantary","54","0.0739676836316008","0.055728981528504","0.0922063857346975","4"
"Disagree fully","2003","66 and older","middle vocational","96","0.0523036935950087","0.0423112082953774","0.06229617889464","4"
"Disagree fully","2003","66 and older","higher vocational","8","","","","4"
"Disagree fully","2003","66 and older","in school","","","","","4"
"Disagree fully","2003","66 and older","inadequately","2","","","","4"
"Disagree fully","2003","66 and older","vocational + Abi","6","","","","4"
"Disagree fully","2003","16-34 y.","middle vocational","123","0.0500937112730455","0.041897449778998","0.0582899727670931","4"
"Disagree fully","2003","16-34 y.","vocational + Abi","12","","","","4"
"Disagree fully","2003","16-34 y.","higher vocational","11","","","","4"
"Disagree fully","2003","16-34 y.","higher education","16","","","","4"
"Fully agree","2003","16-34 y.","in school","56","0.107359834775335","0.0829133249624721","0.131806344588197","1"
"Fully agree","2003","16-34 y.","inadequately","3","","","","1"
"Fully agree","2003","16-34 y.","general elemantary","63","0.0620385471490715","0.0469047995374169","0.0771722947607261","1"
"Fully agree","2003","16-34 y.","middle vocational","130","0.0444439378429562","0.0367007789382085","0.052187096747704","1"
"Fully agree","2003","16-34 y.","vocational + Abi","14","","","","1"
"Fully agree","2003","16-34 y.","higher vocational","10","","","","1"
"Fully agree","2003","16-34 y.","higher education","39","0.0518493103266727","0.0335506745158533","0.070147946137492","1"
"Fully agree","2003","35-65 y.","in school","","","","","1"
"Fully agree","2003","35-65 y.","inadequately","11","","","","1"
"Fully agree","2003","35-65 y.","general elemantary","56","0.0627317665640676","0.0475504036971818","0.0779131294309534","1"
"Fully agree","2003","35-65 y.","middle vocational","326","0.0473733091623991","0.0422065266276127","0.0525400916971855","1"
"Fully agree","2003","35-65 y.","vocational + Abi","44","0.0727158465879934","0.0521932889278204","0.0932384042481664","1"
"Fully agree","2003","35-65 y.","higher vocational","61","0.0573182391609963","0.0439760286649083","0.0706604496570842","1"
