"plh0192","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","Schleswig-Holstein","no migration background","25","","","","4"
"Disagree fully","2003","Lower Saxony","indirect migration background","7","","","","4"
"Disagree fully","2003","Hamburg","direct migration background","1","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","direct migration background","65","0.0779343640565066","0.0580901227973095","0.0977786053157037","4"
"Disagree fully","2003","Hamburg","no migration background","7","","","","4"
"Disagree fully","2003","Hamburg","indirect migration background","1","","","","4"
"Disagree fully","2003","Schleswig-Holstein","indirect migration background","","","","","4"
"Disagree fully","2003","Lower Saxony","direct migration background","11","","","","4"
"Disagree fully","2003","Bremen","no migration background","9","","","","4"
"Disagree fully","2003","Bremen","direct migration background","2","","","","4"
"Disagree fully","2003","Bremen","indirect migration background","1","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","no migration background","156","0.0477913529270466","0.0409481436898204","0.0546345621642727","4"
"Disagree fully","2003","Hesse","no migration background","52","0.0540171545747341","0.0411411915167381","0.0668931176327302","4"
"Disagree fully","2003","Hesse","direct migration background","27","","","","4"
"Disagree fully","2003","Schleswig-Holstein","direct migration background","","","","","4"
"Disagree fully","2003","Lower Saxony","no migration background","89","0.0676173594257657","0.0555204261573614","0.07971429269417","4"
"Disagree fully","2003","North Rhine-Westphalia","indirect migration background","24","","","","4"
"Disagree fully","2003","Hesse","indirect migration background","4","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","no migration background","54","0.0504611297439038","0.0375955146002738","0.0633267448875338","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","direct migration background","15","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","indirect migration background","2","","","","4"
"Disagree fully","2003","Baden-Württemberg","direct migration background","36","0.0612898821384782","0.0419843895689463","0.0805953747080101","4"
"Disagree fully","2003","Baden-Württemberg","indirect migration background","8","","","","4"
"Disagree fully","2003","Baden-Württemberg","no migration background","66","0.0367632660422572","0.0283217842396361","0.0452047478448783","4"
"Disagree fully","2003","Bavaria","no migration background","87","0.0493671881669752","0.0410514047183142","0.0576829716156363","4"
"Disagree fully","2003","Bavaria","direct migration background","21","","","","4"
"Disagree fully","2003","Bavaria","indirect migration background","7","","","","4"
"Disagree fully","2003","Berlin","no migration background","29","","","","4"
"Disagree fully","2003","Berlin","direct migration background","4","","","","4"
"Disagree fully","2003","Saxony","no migration background","50","0.0303932428224891","0.0219313310539115","0.0388551545910667","4"
"Disagree fully","2003","Berlin","indirect migration background","2","","","","4"
"Disagree fully","2003","Brandenburg","no migration background","61","0.0734559567850523","0.0566709837835492","0.0902409297865555","4"
"Disagree fully","2003","Brandenburg","direct migration background","","","","","4"
"Disagree fully","2003","Brandenburg","indirect migration background","","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","no migration background","31","0.0794242904445209","0.0559104989744992","0.102938081914543","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","direct migration background","1","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","indirect migration background","","","","","4"
"Disagree fully","2003","Saxony","direct migration background","","","","","4"
"Disagree fully","2003","Saxony","indirect migration background","","","","","4"
"Disagree fully","2003","Saxony-Anhalt","no migration background","73","0.104846986030345","0.0848542866086069","0.124839685452083","4"
"Disagree fully","2003","Saxony-Anhalt","direct migration background","4","","","","4"
"Disagree fully","2003","Saxony-Anhalt","indirect migration background","","","","","4"
"Disagree fully","2003","Thuringia","no migration background","65","0.111008109682278","0.0908615494699096","0.131154669894647","4"
"Disagree fully","2003","Thuringia","direct migration background","","","","","4"
"Disagree fully","2003","Thuringia","indirect migration background","1","","","","4"
"Fully agree","2003","Schleswig-Holstein","no migration background","46","0.0692803161583908","0.0488079174750234","0.0897527148417581","1"
"Fully agree","2003","Schleswig-Holstein","direct migration background","5","","","","1"
"Fully agree","2003","Schleswig-Holstein","indirect migration background","","","","","1"
"Fully agree","2003","Hamburg","no migration background","34","0.11262972595128","0.0745666303406076","0.150692821561953","1"
"Fully agree","2003","Hamburg","direct migration background","3","","","","1"
"Fully agree","2003","Hamburg","indirect migration background","","","","","1"
"Fully agree","2003","Lower Saxony","no migration background","120","0.0757890609504758","0.063038247048288","0.0885398748526636","1"
"Fully agree","2003","Lower Saxony","direct migration background","6","","","","1"
"Fully agree","2003","Lower Saxony","indirect migration background","2","","","","1"
"Fully agree","2003","Bremen","no migration background","22","","","","1"
"Fully agree","2003","Bremen","direct migration background","2","","","","1"
"Fully agree","2003","Bremen","indirect migration background","2","","","","1"
"Fully agree","2003","North Rhine-Westphalia","no migration background","228","0.0594189937735691","0.051835316470962","0.0670026710761762","1"
"Fully agree","2003","North Rhine-Westphalia","direct migration background","49","0.0639360615152303","0.0458262145938189","0.0820459084366416","1"
