"plh0192","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","lower secondary degree","Male","240","0.0632215748339479","0.0555383537391828","0.070904795928713"
"Fully agree","2003","lower secondary degree","Female","243","0.0651644558161049","0.057559299471444","0.0727696121607658"
"Fully agree","2003","secondary school degree","Male","124","0.0426731697416986","0.0351557687290825","0.0501905707543148"
"Fully agree","2003","secondary school degree","Female","189","0.056758467380839","0.0492776990248478","0.0642392357368303"
"Fully agree","2003","college entrance qualification","Male","218","0.0682788807471081","0.0591195442337589","0.0774382172604573"
"Fully agree","2003","college entrance qualification","Female","197","0.0778150466719075","0.067351930792019","0.0882781625517961"
"Fully agree","2003","Other degree","Male","47","0.0713060160649866","0.0506289454657056","0.0919830866642676"
"Fully agree","2003","Other degree","Female","59","0.0814883935753492","0.0603092068796258","0.102667580271073"
"Fully agree","2003","no degree/no degree yet","Male","33","0.0836563866695052","0.0570183156475971","0.110294457691413"
"Fully agree","2003","no degree/no degree yet","Female","43","0.0951509444705731","0.068707858248656","0.12159403069249"
"Rather agree","2003","lower secondary degree","Male","2005","0.527371976346125","0.511610006422905","0.543133946269345"
"Rather agree","2003","lower secondary degree","Female","2095","0.509919628180005","0.494516119025904","0.525323137334105"
"Rather agree","2003","secondary school degree","Male","1475","0.526122761918264","0.507551704999029","0.544693818837499"
"Rather agree","2003","secondary school degree","Female","1990","0.527607707018736","0.511466857577534","0.543748556459939"
"Rather agree","2003","college entrance qualification","Male","1872","0.632856073544655","0.615351622356461","0.650360524732849"
"Rather agree","2003","college entrance qualification","Female","1554","0.602713602129464","0.583600658778642","0.621826545480286"
"Rather agree","2003","Other degree","Male","299","0.491855825105123","0.451685810147934","0.532025840062312"
"Rather agree","2003","Other degree","Female","349","0.550744602154913","0.512237498601295","0.589251705708531"
"Rather agree","2003","no degree/no degree yet","Male","223","0.517132728268008","0.469055553353658","0.565209903182358"
"Rather agree","2003","no degree/no degree yet","Female","242","0.450470972929191","0.405632971634278","0.495308974224104"
"Rather disagree","2003","lower secondary degree","Male","1341","0.330989282648225","0.316132808922148","0.345845756374302"
"Rather disagree","2003","lower secondary degree","Female","1465","0.361123073753096","0.346322744646944","0.375923402859247"
"Rather disagree","2003","secondary school degree","Male","1040","0.37737318050812","0.359344681134906","0.395401679881333"
"Rather disagree","2003","secondary school degree","Female","1348","0.369353308266642","0.353749396823865","0.384957219709419"
"Rather disagree","2003","college entrance qualification","Male","741","0.262717606127204","0.246735302780551","0.278699909473857"
"Rather disagree","2003","college entrance qualification","Female","710","0.292168049953415","0.274405648967366","0.309930450939463"
"Rather disagree","2003","Other degree","Male","194","0.342407640447715","0.304280019193781","0.380535261701649"
"Rather disagree","2003","Other degree","Female","196","0.314975635285154","0.279016390191986","0.350934880378321"
"Rather disagree","2003","no degree/no degree yet","Male","133","0.349767707180126","0.303885091855869","0.395650322504383"
