"plh0192","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","16-34 y.","Full Time","124","0.0583397792275614","0.0491575703233078","0.067521988131815","4"
"Disagree fully","2003","35-65 y.","Not Working","231","0.084758627810888","0.0748724331125674","0.0946448225092086","4"
"Disagree fully","2003","35-65 y.","Full Time","273","0.0519675251418078","0.0465077714318632","0.0574272788517523","4"
"Disagree fully","2003","16-34 y.","Part Time","83","0.0493543531931694","0.0391177485151609","0.059590957871178","4"
"Disagree fully","2003","16-34 y.","Not Working","68","0.0400354183540983","0.0305415996789944","0.0495292370292023","4"
"Disagree fully","2003","35-65 y.","Part Time","136","0.052780627038936","0.0450815592322544","0.0604796948456176","4"
"Disagree fully","2003","66 and older","Full Time","","","","","4"
"Disagree fully","2003","66 and older","Part Time","6","","","","4"
"Disagree fully","2003","66 and older","Not Working","177","0.0555382066920934","0.0479190148738609","0.0631573985103259","4"
"Fully agree","2003","16-34 y.","Full Time","125","0.0428811564936555","0.0349445683417169","0.0508177446455941","1"
"Fully agree","2003","16-34 y.","Part Time","83","0.0502402556033218","0.0399170003295585","0.0605635108770852","1"
"Fully agree","2003","16-34 y.","Not Working","127","0.0743392885762782","0.0616357047374575","0.0870428724150989","1"
"Fully agree","2003","35-65 y.","Full Time","353","0.0516898236677712","0.0462438798298223","0.0571357675057202","1"
"Fully agree","2003","35-65 y.","Part Time","212","0.0677401709176459","0.0590871607219324","0.0763931811133595","1"
"Fully agree","2003","35-65 y.","Not Working","183","0.0562111020417527","0.0480355354380737","0.0643866686454318","1"
"Fully agree","2003","66 and older","Full Time","5","","","","1"
"Fully agree","2003","66 and older","Part Time","22","","","","1"
"Fully agree","2003","66 and older","Not Working","307","0.0898670695158847","0.0803528429696388","0.0993812960621306","1"
"Rather agree","2003","35-65 y.","Not Working","1566","0.502629697484081","0.484882353110754","0.520377041857407","2"
"Rather agree","2003","16-34 y.","Full Time","1337","0.536255579252157","0.516719251757537","0.555791906746776","2"
"Rather agree","2003","16-34 y.","Part Time","903","0.522001430093372","0.498394853391301","0.545608006795442","2"
"Rather agree","2003","16-34 y.","Not Working","872","0.539898997152294","0.515762513895337","0.564035480409251","2"
"Rather agree","2003","66 and older","Not Working","1919","0.554118519059034","0.537582466878375","0.570654571239692","2"
"Rather agree","2003","35-65 y.","Part Time","1848","0.548828627264204","0.531694391760369","0.565962862768039","2"
"Rather agree","2003","66 and older","Full Time","28","","","","2"
"Rather agree","2003","66 and older","Part Time","96","0.562881919975597","0.486498584618011","0.639265255333183","2"
"Rather agree","2003","35-65 y.","Full Time","3671","0.551803406139731","0.539570718342326","0.564036093937136","2"
"Rather disagree","2003","16-34 y.","Full Time","917","0.362523485026626","0.343690557539243","0.381356412514009","3"
"Rather disagree","2003","16-34 y.","Part Time","651","0.378403961110137","0.355483897232683","0.401324024987591","3"
"Rather disagree","2003","16-34 y.","Not Working","571","0.34572629591733","0.322694007945596","0.368758583889064","3"
"Rather disagree","2003","35-65 y.","Full Time","2052","0.34453924505069","0.33284995531713","0.35622853478425","3"
"Rather disagree","2003","35-65 y.","Part Time","1044","0.330650574779214","0.31445163188881","0.346849517669618","3"
