"plh0192","year","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","West Germany","793","0.0541501310109271","0.050730482932249","0.0575697790896052","4"
"Disagree fully","2003","East Germany","305","0.0684032857657726","0.0616408691167375","0.0751657024148078","4"
"Fully agree","2003","West Germany","1227","0.0715543695982103","0.0676597336080728","0.0754490055883478","1"
"Fully agree","2003","East Germany","190","0.0321039803966388","0.0273817925185845","0.036826168274693","1"
"Rather agree","2003","West Germany","9512","0.550182644393858","0.542665686772578","0.557699602015137","2"
"Rather agree","2003","East Germany","2728","0.499622605258744","0.486228325981249","0.513016884536238","2"
"Rather disagree","2003","West Germany","5293","0.324112854997005","0.317040634770173","0.331185075223837","3"
"Rather disagree","2003","East Germany","2130","0.399870128578845","0.386747175602052","0.412993081555638","3"
"Disagree fully","2004","East Germany","","","","","4"
"Disagree fully","2004","West Germany","","","","","4"
"Fully agree","2004","West Germany","","","","","1"
"Fully agree","2004","East Germany","","","","","1"
"Rather agree","2004","West Germany","","","","","2"
"Rather agree","2004","East Germany","","","","","2"
"Rather disagree","2004","East Germany","","","","","3"
"Rather disagree","2004","West Germany","","","","","3"
"Disagree fully","2005","West Germany","","","","","4"
"Disagree fully","2005","East Germany","","","","","4"
"Fully agree","2005","West Germany","","","","","1"
"Fully agree","2005","East Germany","","","","","1"
"Rather agree","2005","East Germany","","","","","2"
"Rather agree","2005","West Germany","","","","","2"
"Rather disagree","2005","West Germany","","","","","3"
"Rather disagree","2005","East Germany","","","","","3"
"Disagree fully","2006","West Germany","","","","","4"
"Disagree fully","2006","East Germany","","","","","4"
"Fully agree","2006","West Germany","","","","","1"
"Fully agree","2006","East Germany","","","","","1"
"Rather agree","2006","West Germany","","","","","2"
"Rather agree","2006","East Germany","","","","","2"
"Rather disagree","2006","West Germany","","","","","3"
"Rather disagree","2006","East Germany","","","","","3"
"Disagree fully","2007","West Germany","","","","","4"
"Disagree fully","2007","East Germany","","","","","4"
"Fully agree","2007","West Germany","","","","","1"
"Fully agree","2007","East Germany","","","","","1"
"Rather agree","2007","West Germany","","","","","2"
"Rather agree","2007","East Germany","","","","","2"
"Rather disagree","2007","West Germany","","","","","3"
"Rather disagree","2007","East Germany","","","","","3"
"Disagree fully","2008","West Germany","674","0.0515024015528597","0.0479153169375456","0.0550894861681738","4"
"Disagree fully","2008","East Germany","242","0.0544575934276616","0.0480301132138165","0.0608850736415067","4"
"Fully agree","2008","East Germany","181","0.0433338702354916","0.0375666709523324","0.0491010695186509","1"
"Fully agree","2008","West Germany","946","0.0586302091244665","0.0548173512813849","0.0624430669675482","1"
"Rather agree","2008","East Germany","2509","0.497937936494769","0.483775521012295","0.512100351977242","2"
"Rather agree","2008","West Germany","8275","0.542162996488775","0.534077063368284","0.550248929609266","2"
"Rather disagree","2008","East Germany","1856","0.404270599842078","0.390370061613625","0.418171138070531","3"
"Rather disagree","2008","West Germany","4689","0.347704392833899","0.33997514774194","0.355433637925859","3"
"Disagree fully","2009","West Germany","","","","","4"
"Disagree fully","2009","East Germany","","","","","4"
"Fully agree","2009","East Germany","","","","","1"
"Fully agree","2009","West Germany","","","","","1"
"Rather agree","2009","East Germany","","","","","2"
"Rather agree","2009","West Germany","","","","","2"
"Rather disagree","2009","East Germany","","","","","3"
"Rather disagree","2009","West Germany","","","","","3"
"Disagree fully","2010","East Germany","","","","","4"
"Disagree fully","2010","West Germany","","","","","4"
"Fully agree","2010","East Germany","","","","","1"
"Fully agree","2010","West Germany","","","","","1"
"Rather agree","2010","East Germany","","","","","2"
"Rather agree","2010","West Germany","","","","","2"
"Rather disagree","2010","East Germany","","","","","3"
"Rather disagree","2010","West Germany","","","","","3"
"Disagree fully","2011","East Germany","","","","","4"
"Disagree fully","2011","West Germany","","","","","4"
"Fully agree","2011","East Germany","","","","","1"
"Fully agree","2011","West Germany","","","","","1"
"Rather agree","2011","East Germany","","","","","2"
"Rather agree","2011","West Germany","","","","","2"
"Rather disagree","2011","East Germany","","","","","3"
"Rather disagree","2011","West Germany","","","","","3"
"Disagree fully","2012","East Germany","","","","","4"
"Disagree fully","2012","West Germany","","","","","4"
"Fully agree","2012","West Germany","","","","","1"
"Fully agree","2012","East Germany","","","","","1"
"Rather agree","2012","East Germany","","","","","2"
"Rather agree","2012","West Germany","","","","","2"
"Rather disagree","2012","East Germany","","","","","3"
"Rather disagree","2012","West Germany","","","","","3"
"Disagree fully","2013","East Germany","261","0.0431487225519713","0.0378876175225476","0.048409827581395","4"
"Disagree fully","2013","West Germany","674","0.0375658678670962","0.0349173147646416","0.0402144209695508","4"
"Fully agree","2013","West Germany","1473","0.0715543880483562","0.067964153406028","0.0751446226906845","1"
"Fully agree","2013","East Germany","292","0.0459727589964225","0.0405502353829425","0.0513952826099024","1"
"Rather agree","2013","East Germany","3198","0.547872372403925","0.534985693621151","0.560759051186699","2"
"Rather agree","2013","West Germany","12213","0.602449969663708","0.595633133565494","0.609266805761923","2"
"Rather disagree","2013","East Germany","1979","0.363006146047681","0.350555399569187","0.375456892526175","3"
"Rather disagree","2013","West Germany","5439","0.288429774420839","0.282119396170067","0.294740152671612","3"
"Disagree fully","2014","West Germany","","","","","4"
"Disagree fully","2014","East Germany","","","","","4"
"Fully agree","2014","West Germany","","","","","1"
"Fully agree","2014","East Germany","","","","","1"
"Rather agree","2014","West Germany","","","","","2"
"Rather agree","2014","East Germany","","","","","2"
"Rather disagree","2014","West Germany","","","","","3"
"Rather disagree","2014","East Germany","","","","","3"
"Disagree fully","2015","West Germany","","","","","4"
"Disagree fully","2015","East Germany","","","","","4"
"Fully agree","2015","West Germany","","","","","1"
"Fully agree","2015","East Germany","","","","","1"
"Rather agree","2015","West Germany","","","","","2"
"Rather agree","2015","East Germany","","","","","2"
"Rather disagree","2015","West Germany","","","","","3"
"Rather disagree","2015","East Germany","","","","","3"
"Disagree fully","2016","West Germany","","","","","4"
"Disagree fully","2016","East Germany","","","","","4"
"Fully agree","2016","West Germany","","","","","1"
"Fully agree","2016","East Germany","","","","","1"
"Rather agree","2016","West Germany","","","","","2"
"Rather agree","2016","East Germany","","","","","2"
"Rather disagree","2016","East Germany","","","","","3"
"Rather disagree","2016","West Germany","","","","","3"
"Disagree fully","2017","West Germany","","","","","4"
"Disagree fully","2017","East Germany","","","","","4"
"Fully agree","2017","East Germany","","","","","1"
"Fully agree","2017","West Germany","","","","","1"
"Rather agree","2017","East Germany","","","","","2"
"Rather agree","2017","West Germany","","","","","2"
"Rather disagree","2017","West Germany","","","","","3"
"Rather disagree","2017","East Germany","","","","","3"
"Disagree fully","2018","West Germany","1259","0.0402950844321021","0.037777883596982","0.0428122852672221","4"
"Disagree fully","2018","East Germany","292","0.0365320148802294","0.0318045766746015","0.0412594530858574","4"
"Fully agree","2018","West Germany","2343","0.0763160045953284","0.0729174637443364","0.0797145454463203","1"
"Fully agree","2018","East Germany","402","0.0560339928405287","0.0502387136052403","0.061829272075817","1"
"Rather agree","2018","West Germany","14033","0.61359532964084","0.607362501120047","0.619828158161633","2"
"Rather agree","2018","East Germany","3512","0.574340684322531","0.561881595970307","0.586799772674755","2"
"Rather disagree","2018","West Germany","5810","0.269793581331729","0.264112099762781","0.275475062900677","3"
"Rather disagree","2018","East Germany","1844","0.333093307956711","0.321216878454619","0.344969737458803","3"
