"plh0192","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","middle vocational","Rural Area","213","0.0655152782954009","0.0578291186637936","0.0732014379270083","4"
"Disagree fully","2003","higher vocational","Rural Area","27","","","","4"
"Disagree fully","2003","higher education","Urban Area","67","0.0302288853859139","0.0242026943240758","0.0362550764477521","4"
"Disagree fully","2003","in school","Urban Area","15","","","","4"
"Disagree fully","2003","inadequately","Urban Area","29","","","","4"
"Disagree fully","2003","inadequately","Rural Area","5","","","","4"
"Disagree fully","2003","vocational + Abi","Urban Area","32","0.0355539974996326","0.0234223508951713","0.0476856441040938","4"
"Disagree fully","2003","vocational + Abi","Rural Area","12","","","","4"
"Disagree fully","2003","in school","Rural Area","5","","","","4"
"Disagree fully","2003","general elemantary","Urban Area","157","0.0820346593916156","0.0695702965117251","0.0944990222715061","4"
"Disagree fully","2003","general elemantary","Rural Area","55","0.0731220882569467","0.0559701969891871","0.0902739795247064","4"
"Disagree fully","2003","middle vocational","Urban Area","379","0.0586418838367035","0.0531924677830991","0.0640912998903079","4"
"Disagree fully","2003","higher vocational","Urban Area","43","0.0494952708751536","0.0365773429708603","0.0624131987794469","4"
"Disagree fully","2003","higher education","Rural Area","41","0.03215685824827","0.0223926143982187","0.0419211020983213","4"
"Fully agree","2003","in school","Urban Area","38","0.104647243976649","0.0754770785353068","0.133817409417992","1"
"Fully agree","2003","in school","Rural Area","18","","","","1"
"Fully agree","2003","inadequately","Urban Area","16","","","","1"
"Fully agree","2003","inadequately","Rural Area","3","","","","1"
"Fully agree","2003","general elemantary","Urban Area","139","0.0807764508835499","0.0683995701127141","0.0931533316543858","1"
"Fully agree","2003","general elemantary","Rural Area","56","0.0670526402008985","0.0505743188823361","0.083530961519461","1"
"Fully agree","2003","middle vocational","Urban Area","438","0.0620159350900978","0.0564219931704352","0.0676098770097605","1"
"Fully agree","2003","middle vocational","Rural Area","193","0.0481768996749148","0.0415249409342389","0.0548288584155907","1"
"Fully agree","2003","vocational + Abi","Urban Area","50","0.0554498829770298","0.0404565083179388","0.0704432576361209","1"
"Fully agree","2003","vocational + Abi","Rural Area","18","","","","1"
"Fully agree","2003","higher vocational","Urban Area","65","0.0608357627821956","0.0465998894570278","0.0750716361073634","1"
"Fully agree","2003","higher vocational","Rural Area","22","","","","1"
"Fully agree","2003","higher education","Urban Area","258","0.0792931459945959","0.0697832510241952","0.0888030409649966","1"
"Fully agree","2003","higher education","Rural Area","79","0.0543401035695255","0.0417934750494881","0.066886732089563","1"
"Rather agree","2003","general elemantary","Urban Area","893","0.461473888068166","0.438830823667082","0.48411695246925","2"
"Rather agree","2003","inadequately","Urban Area","80","0.392010975937105","0.324181488406064","0.459840463468146","2"
"Rather agree","2003","general elemantary","Rural Area","449","0.535834496872066","0.502977473183689","0.568691520560444","2"
"Rather agree","2003","inadequately","Rural Area","22","","","","2"
"Rather agree","2003","higher vocational","Rural Area","333","0.534020834236233","0.494205369878757","0.573836298593708","2"
"Rather agree","2003","higher education","Urban Area","2004","0.612568512021788","0.595422149581233","0.629714874462343","2"
"Rather agree","2003","higher education","Rural Area","753","0.596485385288913","0.569331694958128","0.623639075619698","2"
