"plh0192","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","1-pers.-HH","in school","1","","",""
"Fully agree","2003","1-pers.-HH","inadequately","2","","",""
"Fully agree","2003","1-pers.-HH","general elemantary","37","0.0978402708209201","0.0698565999356153","0.125823941706225"
"Fully agree","2003","1-pers.-HH","middle vocational","103","0.0698372781930072","0.0572259816780492","0.0824485747079653"
"Fully agree","2003","1-pers.-HH","vocational + Abi","9","","",""
"Fully agree","2003","1-pers.-HH","higher vocational","13","","",""
"Fully agree","2003","1-pers.-HH","higher education","39","0.0645802996545741","0.0437922267073129","0.0853683726018353"
"Fully agree","2003","(Married) couple without C. ","in school","","","",""
"Fully agree","2003","(Married) couple without C. ","inadequately","5","","",""
"Fully agree","2003","(Married) couple without C. ","general elemantary","56","0.0797671274447026","0.0607658227585982","0.0987684321308069"
"Fully agree","2003","(Married) couple without C. ","middle vocational","249","0.06451131277405","0.0567554619782964","0.0722671635698036"
"Fully agree","2003","(Married) couple without C. ","vocational + Abi","26","","",""
"Fully agree","2003","(Married) couple without C. ","higher vocational","29","","",""
"Fully agree","2003","(Married) couple without C. ","higher education","117","0.0730617339000017","0.0605164048413328","0.0856070629586706"
"Fully agree","2003","Single parent ","in school","12","","",""
"Fully agree","2003","Single parent ","inadequately","3","","",""
"Fully agree","2003","Single parent ","general elemantary","16","","",""
"Fully agree","2003","Single parent ","middle vocational","24","","",""
"Fully agree","2003","Single parent ","vocational + Abi","3","","",""
"Fully agree","2003","Single parent ","higher vocational","3","","",""
"Fully agree","2003","Single parent ","higher education","11","","",""
"Fully agree","2003","Couple + C. LE 16 ","in school","","","",""
"Fully agree","2003","Couple + C. LE 16 ","inadequately","2","","",""
"Fully agree","2003","Couple + C. LE 16 ","general elemantary","12","","",""
"Fully agree","2003","Couple + C. LE 16 ","middle vocational","85","0.0353336378206206","0.0275907223510368","0.0430765532902045"
"Fully agree","2003","Couple + C. LE 16 ","vocational + Abi","19","","",""
"Fully agree","2003","Couple + C. LE 16 ","higher vocational","22","","",""
"Fully agree","2003","Couple + C. LE 16 ","higher education","83","0.0681765465178993","0.0526934250916013","0.0836596679441973"
"Fully agree","2003","Couple + C. GT 16 ","in school","23","","",""
"Fully agree","2003","Couple + C. GT 16 ","inadequately","6","","",""
"Fully agree","2003","Couple + C. GT 16 ","general elemantary","40","0.0811079161352657","0.0579747500011454","0.104241082269386"
"Fully agree","2003","Couple + C. GT 16 ","middle vocational","117","0.0601795611232293","0.0495557662894189","0.0708033559570398"
"Fully agree","2003","Couple + C. GT 16 ","vocational + Abi","7","","",""
"Fully agree","2003","Couple + C. GT 16 ","higher vocational","11","","",""
"Fully agree","2003","Couple + C. GT 16 ","higher education","58","0.104777729107681","0.0814298577928646","0.128125600422496"
"Fully agree","2003","Couple + C. LE and GT 16","in school","19","","",""
"Fully agree","2003","Couple + C. LE and GT 16","inadequately","","","",""
"Fully agree","2003","Couple + C. LE and GT 16","general elemantary","24","","",""
"Fully agree","2003","Couple + C. LE and GT 16","middle vocational","41","0.0386713785827927","0.0248446781488852","0.0524980790167003"
"Fully agree","2003","Couple + C. LE and GT 16","vocational + Abi","4","","",""
"Fully agree","2003","Couple + C. LE and GT 16","higher vocational","7","","",""
"Fully agree","2003","Couple + C. LE and GT 16","higher education","25","","",""
"Rather agree","2003","1-pers.-HH","in school","2","","",""
"Rather agree","2003","1-pers.-HH","inadequately","9","","",""
"Rather agree","2003","1-pers.-HH","general elemantary","213","0.491004689834775","0.44391738280664","0.53809199686291"
"Rather agree","2003","1-pers.-HH","middle vocational","831","0.52256171915908","0.497846524578778","0.547276913739382"
"Rather agree","2003","1-pers.-HH","vocational + Abi","115","0.719374915096321","0.652995618370224","0.785754211822418"
"Rather agree","2003","1-pers.-HH","higher vocational","109","0.478247765490253","0.412089415197526","0.54440611578298"
"Rather agree","2003","1-pers.-HH","higher education","342","0.636409625332545","0.595724514190727","0.677094736474362"
