"plh0192","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","16-34 y.","no migration background","181","0.0454032650849755","0.0393580779657357","0.0514484522042153","4"
"Disagree fully","2003","35-65 y.","indirect migration background","6","","","","4"
"Disagree fully","2003","35-65 y.","no migration background","517","0.0586118685851731","0.0542053716699355","0.0630183655004107","4"
"Disagree fully","2003","16-34 y.","direct migration background","43","0.0558023084265673","0.0384345255686511","0.0731700912844835","4"
"Disagree fully","2003","16-34 y.","indirect migration background","51","0.0871643904328945","0.0652075777173353","0.109121203148454","4"
"Disagree fully","2003","35-65 y.","direct migration background","117","0.0742908237167495","0.0613804644171848","0.0872011830163142","4"
"Disagree fully","2003","66 and older","no migration background","156","0.0507466755272398","0.0432685186936668","0.0582248323608128","4"
"Disagree fully","2003","66 and older","direct migration background","27","","","","4"
"Disagree fully","2003","66 and older","indirect migration background","","","","","4"
"Fully agree","2003","16-34 y.","no migration background","238","0.0515901656780887","0.0451671686815842","0.0580131626745932","1"
"Fully agree","2003","16-34 y.","direct migration background","45","0.0462017887529734","0.0303183520089314","0.0620852254970155","1"
"Fully agree","2003","16-34 y.","indirect migration background","52","0.0777893721690225","0.0569406876975631","0.098638056640482","1"
"Fully agree","2003","35-65 y.","no migration background","630","0.0548934975472087","0.0506206523927628","0.0591663427016545","1"
"Fully agree","2003","35-65 y.","direct migration background","112","0.0705468510855585","0.0579405978790887","0.0831531042920283","1"
"Fully agree","2003","35-65 y.","indirect migration background","6","","","","1"
"Fully agree","2003","66 and older","no migration background","293","0.0895325860293907","0.0798046103717015","0.0992605616870799","1"
"Fully agree","2003","66 and older","direct migration background","39","0.143706464739212","0.107266950622446","0.180145978855978","1"
"Fully agree","2003","66 and older","indirect migration background","2","","","","1"
"Rather agree","2003","35-65 y.","indirect migration background","70","0.513304234509529","0.429608367081537","0.597000101937521","2"
"Rather agree","2003","16-34 y.","no migration background","2448","0.535850681057269","0.521369399898073","0.550331962216465","2"
"Rather agree","2003","16-34 y.","direct migration background","372","0.576699504642559","0.53931548394428","0.614083525340838","2"
"Rather agree","2003","16-34 y.","indirect migration background","292","0.446917424848631","0.408217324240793","0.485617525456469","2"
"Rather agree","2003","66 and older","indirect migration background","6","","","","2"
"Rather agree","2003","35-65 y.","direct migration background","820","0.517970994115683","0.493371693253873","0.542570294977493","2"
"Rather agree","2003","66 and older","no migration background","1849","0.562408030732365","0.545505173014585","0.579310888450146","2"
"Rather agree","2003","66 and older","direct migration background","188","0.486046149883118","0.434127438166065","0.537964861600171","2"
"Rather agree","2003","35-65 y.","no migration background","6195","0.541752879451323","0.532405996287804","0.551099762614843","2"
"Rather disagree","2003","16-34 y.","no migration background","1689","0.367155888179667","0.353159052828887","0.381152723530446","3"
"Rather disagree","2003","16-34 y.","direct migration background","211","0.3212963981779","0.285963453255354","0.356629343100446","3"
"Rather disagree","2003","16-34 y.","indirect migration background","239","0.388128812549452","0.350195444447122","0.426062180651781","3"
"Rather disagree","2003","35-65 y.","no migration background","3574","0.344741754416295","0.335825765527343","0.353657743305246","3"
"Rather disagree","2003","35-65 y.","direct migration background","536","0.337191331082009","0.313917614139137","0.360465048024882","3"
"Rather disagree","2003","35-65 y.","indirect migration background","55","0.378852049041703","0.297621356449967","0.46008274163344","3"
"Rather disagree","2003","66 and older","no migration background","1011","0.297312707711004","0.28173916230801","0.312886253113998","3"
"Rather disagree","2003","66 and older","direct migration background","102","0.283232038757385","0.236427973782314","0.330036103732456","3"
"Rather disagree","2003","66 and older","indirect migration background","6","","","","3"
"Disagree fully","2004","16-34 y.","no migration background","","","","","4"
"Disagree fully","2004","16-34 y.","indirect migration background","","","","","4"
"Disagree fully","2004","35-65 y.","no migration background","","","","","4"
"Disagree fully","2004","35-65 y.","direct migration background","","","","","4"
"Disagree fully","2004","16-34 y.","direct migration background","","","","","4"
"Disagree fully","2004","35-65 y.","indirect migration background","","","","","4"
"Disagree fully","2004","66 and older","no migration background","","","","","4"
"Disagree fully","2004","66 and older","direct migration background","","","","","4"
"Disagree fully","2004","66 and older","indirect migration background","","","","","4"
"Fully agree","2004","16-34 y.","no migration background","","","","","1"
"Fully agree","2004","16-34 y.","direct migration background","","","","","1"
"Fully agree","2004","16-34 y.","indirect migration background","","","","","1"
"Fully agree","2004","35-65 y.","no migration background","","","","","1"
"Fully agree","2004","35-65 y.","direct migration background","","","","","1"
"Fully agree","2004","35-65 y.","indirect migration background","","","","","1"
"Fully agree","2004","66 and older","no migration background","","","","","1"
"Fully agree","2004","66 and older","direct migration background","","","","","1"
"Fully agree","2004","66 and older","indirect migration background","","","","","1"
"Rather agree","2004","16-34 y.","no migration background","","","","","2"
"Rather agree","2004","35-65 y.","no migration background","","","","","2"
"Rather agree","2004","35-65 y.","direct migration background","","","","","2"
"Rather agree","2004","35-65 y.","indirect migration background","","","","","2"
"Rather agree","2004","66 and older","direct migration background","","","","","2"
"Rather agree","2004","66 and older","indirect migration background","","","","","2"
"Rather agree","2004","16-34 y.","direct migration background","","","","","2"
"Rather agree","2004","16-34 y.","indirect migration background","","","","","2"
"Rather agree","2004","66 and older","no migration background","","","","","2"
"Rather disagree","2004","16-34 y.","no migration background","","","","","3"
"Rather disagree","2004","16-34 y.","direct migration background","","","","","3"
"Rather disagree","2004","35-65 y.","no migration background","","","","","3"
"Rather disagree","2004","35-65 y.","direct migration background","","","","","3"
"Rather disagree","2004","16-34 y.","indirect migration background","","","","","3"
"Rather disagree","2004","35-65 y.","indirect migration background","","","","","3"
"Rather disagree","2004","66 and older","no migration background","","","","","3"
"Rather disagree","2004","66 and older","direct migration background","","","","","3"
"Rather disagree","2004","66 and older","indirect migration background","","","","","3"
"Disagree fully","2005","35-65 y.","indirect migration background","","","","","4"
"Disagree fully","2005","16-34 y.","direct migration background","","","","","4"
"Disagree fully","2005","16-34 y.","no migration background","","","","","4"
"Disagree fully","2005","35-65 y.","direct migration background","","","","","4"
"Disagree fully","2005","35-65 y.","no migration background","","","","","4"
"Disagree fully","2005","16-34 y.","indirect migration background","","","","","4"
"Disagree fully","2005","66 and older","no migration background","","","","","4"
"Disagree fully","2005","66 and older","direct migration background","","","","","4"
"Disagree fully","2005","66 and older","indirect migration background","","","","","4"
"Fully agree","2005","16-34 y.","no migration background","","","","","1"
"Fully agree","2005","16-34 y.","direct migration background","","","","","1"
"Fully agree","2005","16-34 y.","indirect migration background","","","","","1"
"Fully agree","2005","35-65 y.","no migration background","","","","","1"
"Fully agree","2005","35-65 y.","direct migration background","","","","","1"
"Fully agree","2005","35-65 y.","indirect migration background","","","","","1"
"Fully agree","2005","66 and older","no migration background","","","","","1"
"Fully agree","2005","66 and older","direct migration background","","","","","1"
"Fully agree","2005","66 and older","indirect migration background","","","","","1"
"Rather agree","2005","16-34 y.","no migration background","","","","","2"
"Rather agree","2005","16-34 y.","direct migration background","","","","","2"
"Rather agree","2005","16-34 y.","indirect migration background","","","","","2"
"Rather agree","2005","35-65 y.","no migration background","","","","","2"
"Rather agree","2005","35-65 y.","direct migration background","","","","","2"
"Rather agree","2005","35-65 y.","indirect migration background","","","","","2"
"Rather agree","2005","66 and older","no migration background","","","","","2"
"Rather agree","2005","66 and older","direct migration background","","","","","2"
"Rather agree","2005","66 and older","indirect migration background","","","","","2"
"Rather disagree","2005","16-34 y.","no migration background","","","","","3"
"Rather disagree","2005","35-65 y.","no migration background","","","","","3"
"Rather disagree","2005","35-65 y.","direct migration background","","","","","3"
