"plh0192","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","Rural Area","East Germany","225","0.0795842043480614","0.0706445536573807","0.0885238550387421","4"
"Disagree fully","2003","Urban Area","West Germany","655","0.056888793674349","0.0529122656481173","0.0608653217005807","4"
"Disagree fully","2003","Urban Area","East Germany","80","0.0464970197141456","0.0368552014279253","0.0561388380003658","4"
"Disagree fully","2003","Rural Area","West Germany","138","0.0448633859099208","0.038273923736456","0.0514528480833855","4"
"Fully agree","2003","Urban Area","West Germany","962","0.0725363545400702","0.0680835304041301","0.0769891786760103","1"
"Fully agree","2003","Urban Area","East Germany","61","0.0291454261927723","0.0214426433917961","0.0368482089937485","1"
"Fully agree","2003","Rural Area","West Germany","265","0.0682244801708337","0.0601985206585947","0.0762504396830727","1"
"Fully agree","2003","Rural Area","East Germany","129","0.0336140211126951","0.0276608190596826","0.0395672231657075","1"
"Rather agree","2003","Rural Area","East Germany","1724","0.473166737157737","0.456675289694455","0.489658184621018","2"
"Rather agree","2003","Urban Area","West Germany","7345","0.544128178080069","0.535577880786355","0.552678475373783","2"
"Rather agree","2003","Urban Area","East Germany","1004","0.551456386265382","0.528682178388614","0.574230594142151","2"
"Rather agree","2003","Rural Area","West Germany","2167","0.570713207040275","0.554956918547839","0.586469495532711","2"
"Rather disagree","2003","Urban Area","West Germany","4072","0.326446673705512","0.318396572336063","0.33449677507496","3"
"Rather disagree","2003","Urban Area","East Germany","687","0.3729011678277","0.350757466041395","0.395044869614005","3"
"Rather disagree","2003","Rural Area","West Germany","1221","0.31619892687897","0.301397067170705","0.331000786587235","3"
"Rather disagree","2003","Rural Area","East Germany","1443","0.413635037381507","0.397368026998406","0.429902047764607","3"
"Disagree fully","2004","Urban Area","West Germany","","","","","4"
"Disagree fully","2004","Urban Area","East Germany","","","","","4"
"Disagree fully","2004","Rural Area","West Germany","","","","","4"
"Disagree fully","2004","Rural Area","East Germany","","","","","4"
"Fully agree","2004","Urban Area","East Germany","","","","","1"
"Fully agree","2004","Rural Area","West Germany","","","","","1"
"Fully agree","2004","Rural Area","East Germany","","","","","1"
"Fully agree","2004","Urban Area","West Germany","","","","","1"
"Rather agree","2004","Urban Area","West Germany","","","","","2"
"Rather agree","2004","Urban Area","East Germany","","","","","2"
"Rather agree","2004","Rural Area","West Germany","","","","","2"
"Rather agree","2004","Rural Area","East Germany","","","","","2"
"Rather disagree","2004","Urban Area","East Germany","","","","","3"
"Rather disagree","2004","Rural Area","West Germany","","","","","3"
"Rather disagree","2004","Rural Area","East Germany","","","","","3"
"Rather disagree","2004","Urban Area","West Germany","","","","","3"
