"plh0192","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","Schleswig-Holstein","lower secondary degree","23","","",""
"Fully agree","2003","Schleswig-Holstein","secondary school degree","4","","",""
"Fully agree","2003","Schleswig-Holstein","college entrance qualification","17","","",""
"Fully agree","2003","Schleswig-Holstein","Other degree","","","",""
"Fully agree","2003","Schleswig-Holstein","no degree/no degree yet","5","","",""
"Fully agree","2003","Hamburg","lower secondary degree","10","","",""
"Fully agree","2003","Hamburg","secondary school degree","9","","",""
"Fully agree","2003","Hamburg","college entrance qualification","16","","",""
"Fully agree","2003","Hamburg","Other degree","1","","",""
"Fully agree","2003","Hamburg","no degree/no degree yet","1","","",""
"Fully agree","2003","Lower Saxony","lower secondary degree","54","0.0769555878614762","0.0574472669101041","0.0964639088128483"
"Fully agree","2003","Lower Saxony","secondary school degree","25","","",""
"Fully agree","2003","Lower Saxony","college entrance qualification","38","0.10575705812611","0.0767576817355681","0.134756434516652"
"Fully agree","2003","Lower Saxony","Other degree","3","","",""
"Fully agree","2003","Lower Saxony","no degree/no degree yet","6","","",""
"Fully agree","2003","Bremen","lower secondary degree","5","","",""
"Fully agree","2003","Bremen","secondary school degree","7","","",""
"Fully agree","2003","Bremen","college entrance qualification","12","","",""
"Fully agree","2003","Bremen","Other degree","1","","",""
"Fully agree","2003","Bremen","no degree/no degree yet","1","","",""
"Fully agree","2003","North Rhine-Westphalia","lower secondary degree","113","0.0607224130961966","0.0494589118122827","0.0719859143801104"
"Fully agree","2003","North Rhine-Westphalia","secondary school degree","57","0.0588094518304426","0.0442422353414687","0.0733766683194164"
"Fully agree","2003","North Rhine-Westphalia","college entrance qualification","80","0.0525474397226566","0.0404554230806077","0.0646394563647055"
"Fully agree","2003","North Rhine-Westphalia","Other degree","22","","",""
"Fully agree","2003","North Rhine-Westphalia","no degree/no degree yet","19","","",""
"Fully agree","2003","Hesse","lower secondary degree","23","","",""
"Fully agree","2003","Hesse","secondary school degree","28","","",""
"Fully agree","2003","Hesse","college entrance qualification","30","0.0674598958809466","0.0438898702532991","0.0910299215085941"
"Fully agree","2003","Hesse","Other degree","8","","",""
"Fully agree","2003","Hesse","no degree/no degree yet","4","","",""
"Fully agree","2003","Rhineland-Palatinate,Saarland","lower secondary degree","41","0.0691471639042808","0.0494143542084369","0.0888799736001248"
"Fully agree","2003","Rhineland-Palatinate,Saarland","secondary school degree","14","","",""
"Fully agree","2003","Rhineland-Palatinate,Saarland","college entrance qualification","11","","",""
"Fully agree","2003","Rhineland-Palatinate,Saarland","Other degree","14","","",""
"Fully agree","2003","Rhineland-Palatinate,Saarland","no degree/no degree yet","3","","",""
"Fully agree","2003","Baden-Württemberg","lower secondary degree","58","0.0632089903846665","0.047839986112735","0.078577994656598"
"Fully agree","2003","Baden-Württemberg","secondary school degree","41","0.0594542488819193","0.0409888272917059","0.0779196704721327"
"Fully agree","2003","Baden-Württemberg","college entrance qualification","70","0.104281106478535","0.0804724483599938","0.128089764597077"
"Fully agree","2003","Baden-Württemberg","Other degree","29","","",""
"Fully agree","2003","Baden-Württemberg","no degree/no degree yet","15","","",""
"Fully agree","2003","Bavaria","lower secondary degree","76","0.0722744372188729","0.0583107920873183","0.0862380823504276"
"Fully agree","2003","Bavaria","secondary school degree","52","0.0589521574493047","0.0421735522710772","0.0757307626275323"
"Fully agree","2003","Bavaria","college entrance qualification","62","0.0709614448428723","0.0525488124024911","0.0893740772832535"
"Fully agree","2003","Bavaria","Other degree","16","","",""
