"plh0192","year","migback","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","no migration background","1161","0.0621819181539481","0.0587282540789847","0.0656355822289114"
"Fully agree","2003","direct migration background","196","0.0750801527722096","0.0649742264438574","0.0851860791005619"
"Fully agree","2003","indirect migration background","60","0.0721561234487525","0.0540557593073627","0.0902564875901423"
"Rather agree","2003","no migration background","10492","0.545220484490974","0.538098922415554","0.552342046566394"
"Rather agree","2003","direct migration background","1380","0.5292111407727","0.510069062735692","0.548353218809707"
"Rather agree","2003","indirect migration background","368","0.465073285441913","0.430181667918901","0.499964902964925"
"Rather disagree","2003","no migration background","6274","0.338758817578944","0.331989981674021","0.345527653483867"
"Rather disagree","2003","direct migration background","849","0.324546207621394","0.306590703776415","0.342501711466372"
"Rather disagree","2003","indirect migration background","300","0.384280378010056","0.350252970335349","0.418307785684764"
"Disagree fully","2003","no migration background","854","0.0538387797761336","0.0506108884059125","0.0570666711463547"
"Disagree fully","2003","direct migration background","187","0.071162498833697","0.0613029516366922","0.0810220460307019"
"Disagree fully","2003","indirect migration background","57","0.0784902130992783","0.0596766526682948","0.0973037735302619"
"Fully agree","2004","no migration background","","","",""
"Fully agree","2004","direct migration background","","","",""
"Fully agree","2004","indirect migration background","","","",""
"Rather agree","2004","no migration background","","","",""
"Rather agree","2004","direct migration background","","","",""
"Rather agree","2004","indirect migration background","","","",""
"Rather disagree","2004","no migration background","","","",""
"Rather disagree","2004","direct migration background","","","",""
"Rather disagree","2004","indirect migration background","","","",""
"Disagree fully","2004","no migration background","","","",""
"Disagree fully","2004","direct migration background","","","",""
"Disagree fully","2004","indirect migration background","","","",""
"Fully agree","2005","no migration background","","","",""
"Fully agree","2005","direct migration background","","","",""
"Fully agree","2005","indirect migration background","","","",""
"Rather agree","2005","no migration background","","","",""
"Rather agree","2005","direct migration background","","","",""
"Rather agree","2005","indirect migration background","","","",""
"Rather disagree","2005","no migration background","","","",""
"Rather disagree","2005","direct migration background","","","",""
"Rather disagree","2005","indirect migration background","","","",""
"Disagree fully","2005","no migration background","","","",""
"Disagree fully","2005","direct migration background","","","",""
"Disagree fully","2005","indirect migration background","","","",""
"Fully agree","2006","no migration background","","","",""
"Fully agree","2006","direct migration background","","","",""
"Fully agree","2006","indirect migration background","","","",""
"Rather agree","2006","no migration background","","","",""
"Rather agree","2006","direct migration background","","","",""
"Rather agree","2006","indirect migration background","","","",""
"Rather disagree","2006","no migration background","","","",""
"Rather disagree","2006","direct migration background","","","",""
"Rather disagree","2006","indirect migration background","","","",""
"Disagree fully","2006","no migration background","","","",""
"Disagree fully","2006","direct migration background","","","",""
"Disagree fully","2006","indirect migration background","","","",""
"Fully agree","2007","no migration background","","","",""
"Fully agree","2007","direct migration background","","","",""
"Fully agree","2007","indirect migration background","","","",""
"Rather agree","2007","no migration background","","","",""
"Rather agree","2007","direct migration background","","","",""
"Rather agree","2007","indirect migration background","","","",""
"Rather disagree","2007","no migration background","","","",""
"Rather disagree","2007","direct migration background","","","",""
"Rather disagree","2007","indirect migration background","","","",""
"Disagree fully","2007","no migration background","","","",""
"Disagree fully","2007","direct migration background","","","",""
"Disagree fully","2007","indirect migration background","","","",""
"Fully agree","2008","no migration background","952","0.0532092446576099","0.0498046734321142","0.0566138158831056"
"Fully agree","2008","direct migration background","125","0.0724335764908881","0.0607907857058582","0.0840763672759179"
"Fully agree","2008","indirect migration background","50","0.0562532602683817","0.0399999800877247","0.0725065404490388"
"Rather agree","2008","no migration background","9445","0.54620064878093","0.538648858615003","0.553752438946857"
"Rather agree","2008","direct migration background","958","0.470769927562833","0.448349637221409","0.493190217904258"
"Rather agree","2008","indirect migration background","381","0.490123222161093","0.454859780450579","0.525386663871606"
"Rather disagree","2008","no migration background","5574","0.353982261826319","0.346728641087727","0.361235882564911"
"Rather disagree","2008","direct migration background","680","0.37721731961348","0.355446303735154","0.398988335491805"
"Rather disagree","2008","indirect migration background","291","0.380393595893551","0.346147269763571","0.414639922023532"
"Disagree fully","2008","no migration background","725","0.0466078447351408","0.0434103696412223","0.0498053198290593"
"Disagree fully","2008","direct migration background","141","0.0795791763327989","0.0674227042607282","0.0917356484048695"
"Disagree fully","2008","indirect migration background","50","0.0732299216769743","0.0548531285011034","0.0916067148528453"
"Fully agree","2009","no migration background","","","",""
"Fully agree","2009","direct migration background","","","",""
"Fully agree","2009","indirect migration background","","","",""
"Rather agree","2009","no migration background","","","",""
"Rather agree","2009","direct migration background","","","",""
"Rather agree","2009","indirect migration background","","","",""
"Rather disagree","2009","no migration background","","","",""
"Rather disagree","2009","direct migration background","","","",""
"Rather disagree","2009","indirect migration background","","","",""
"Disagree fully","2009","no migration background","","","",""
"Disagree fully","2009","direct migration background","","","",""
"Disagree fully","2009","indirect migration background","","","",""
"Fully agree","2010","no migration background","","","",""
"Fully agree","2010","direct migration background","","","",""
"Fully agree","2010","indirect migration background","","","",""
"Rather agree","2010","no migration background","","","",""
"Rather agree","2010","direct migration background","","","",""
"Rather agree","2010","indirect migration background","","","",""
"Rather disagree","2010","no migration background","","","",""
"Rather disagree","2010","direct migration background","","","",""
"Rather disagree","2010","indirect migration background","","","",""
"Disagree fully","2010","no migration background","","","",""
"Disagree fully","2010","direct migration background","","","",""
"Disagree fully","2010","indirect migration background","","","",""
"Fully agree","2011","no migration background","","","",""
"Fully agree","2011","direct migration background","","","",""
"Fully agree","2011","indirect migration background","","","",""
"Rather agree","2011","no migration background","","","",""
"Rather agree","2011","direct migration background","","","",""
"Rather agree","2011","indirect migration background","","","",""
"Rather disagree","2011","no migration background","","","",""
"Rather disagree","2011","direct migration background","","","",""
"Rather disagree","2011","indirect migration background","","","",""
"Disagree fully","2011","no migration background","","","",""
"Disagree fully","2011","direct migration background","","","",""
"Disagree fully","2011","indirect migration background","","","",""
"Fully agree","2012","no migration background","","","",""
"Fully agree","2012","direct migration background","","","",""
"Fully agree","2012","indirect migration background","","","",""
"Rather agree","2012","no migration background","","","",""
"Rather agree","2012","direct migration background","","","",""
"Rather agree","2012","indirect migration background","","","",""
"Rather disagree","2012","no migration background","","","",""
"Rather disagree","2012","direct migration background","","","",""
"Rather disagree","2012","indirect migration background","","","",""
"Disagree fully","2012","no migration background","","","",""
"Disagree fully","2012","direct migration background","","","",""
"Disagree fully","2012","indirect migration background","","","",""
"Fully agree","2013","no migration background","1488","0.0649135005368743","0.0616352536705916","0.0681917474031571"
"Fully agree","2013","direct migration background","213","0.0889466752804684","0.0781022165912022","0.0997911339697347"
