"plh0192","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","West Germany","Male","586","0.0682434171999664","0.0627516260977569","0.0737352083021759"
"Fully agree","2003","West Germany","Female","641","0.0746532905510384","0.0691386500411405","0.0801679310609362"
"Fully agree","2003","East Germany","Male","90","0.0293893416878522","0.0228835594436565","0.035895123932048"
"Fully agree","2003","East Germany","Female","100","0.0347600320391317","0.0279313513733216","0.0415887127049419"
"Rather agree","2003","West Germany","Male","4607","0.558453796925029","0.547639106481482","0.569268487368576"
"Rather agree","2003","West Germany","Female","4905","0.542441171609024","0.531988187768862","0.552894155449187"
"Rather agree","2003","East Germany","Male","1334","0.510449033514479","0.491193426456015","0.529704640572943"
"Rather agree","2003","East Germany","Female","1394","0.489029831915498","0.470394182963419","0.507665480867577"
"Rather disagree","2003","West Germany","Male","2490","0.312661097611317","0.302564971234768","0.322757223987866"
"Rather disagree","2003","West Germany","Female","2803","0.334831248571021","0.32492932893817","0.344733168203872"
"Rather disagree","2003","East Germany","Male","1000","0.390424080596735","0.371632458716092","0.409215702477378"
"Rather disagree","2003","East Germany","Female","1130","0.409112312880109","0.390782720079429","0.427441905680788"
"Disagree fully","2003","West Germany","Male","416","0.0606416882636872","0.0554437193898359","0.0658396571375385"
"Disagree fully","2003","West Germany","Female","377","0.0480742892689162","0.0435858179819094","0.0525627605559229"
"Disagree fully","2003","East Germany","Male","165","0.0697375442009339","0.0599264343689995","0.0795486540328682"
"Disagree fully","2003","East Germany","Female","140","0.0670978231652617","0.0577706220707709","0.0764250242597526"
"Fully agree","2004","West Germany","Male","","","",""
"Fully agree","2004","West Germany","Female","","","",""
"Fully agree","2004","East Germany","Male","","","",""
"Fully agree","2004","East Germany","Female","","","",""
"Rather agree","2004","West Germany","Male","","","",""
"Rather agree","2004","West Germany","Female","","","",""
"Rather agree","2004","East Germany","Male","","","",""
"Rather agree","2004","East Germany","Female","","","",""
"Rather disagree","2004","West Germany","Male","","","",""
"Rather disagree","2004","West Germany","Female","","","",""
"Rather disagree","2004","East Germany","Male","","","",""
"Rather disagree","2004","East Germany","Female","","","",""
"Disagree fully","2004","West Germany","Male","","","",""
"Disagree fully","2004","West Germany","Female","","","",""
"Disagree fully","2004","East Germany","Male","","","",""
"Disagree fully","2004","East Germany","Female","","","",""
"Fully agree","2005","West Germany","Male","","","",""
"Fully agree","2005","West Germany","Female","","","",""
"Fully agree","2005","East Germany","Male","","","",""
"Fully agree","2005","East Germany","Female","","","",""
"Rather agree","2005","West Germany","Male","","","",""
"Rather agree","2005","West Germany","Female","","","",""
"Rather agree","2005","East Germany","Male","","","",""
"Rather agree","2005","East Germany","Female","","","",""
"Rather disagree","2005","West Germany","Male","","","",""
"Rather disagree","2005","West Germany","Female","","","",""
"Rather disagree","2005","East Germany","Male","","","",""
"Rather disagree","2005","East Germany","Female","","","",""
"Disagree fully","2005","West Germany","Male","","","",""
"Disagree fully","2005","West Germany","Female","","","",""
"Disagree fully","2005","East Germany","Male","","","",""
"Disagree fully","2005","East Germany","Female","","","",""
"Fully agree","2006","West Germany","Male","","","",""
"Fully agree","2006","West Germany","Female","","","",""
"Fully agree","2006","East Germany","Male","","","",""
"Fully agree","2006","East Germany","Female","","","",""
"Rather agree","2006","West Germany","Male","","","",""
"Rather agree","2006","West Germany","Female","","","",""
"Rather agree","2006","East Germany","Male","","","",""
"Rather agree","2006","East Germany","Female","","","",""
"Rather disagree","2006","West Germany","Male","","","",""
"Rather disagree","2006","West Germany","Female","","","",""
"Rather disagree","2006","East Germany","Male","","","",""
"Rather disagree","2006","East Germany","Female","","","",""
"Disagree fully","2006","West Germany","Male","","","",""
"Disagree fully","2006","West Germany","Female","","","",""
"Disagree fully","2006","East Germany","Male","","","",""
"Disagree fully","2006","East Germany","Female","","","",""
"Fully agree","2007","West Germany","Male","","","",""
"Fully agree","2007","West Germany","Female","","","",""
"Fully agree","2007","East Germany","Male","","","",""
"Fully agree","2007","East Germany","Female","","","",""
"Rather agree","2007","West Germany","Male","","","",""
"Rather agree","2007","West Germany","Female","","","",""
"Rather agree","2007","East Germany","Male","","","",""
"Rather agree","2007","East Germany","Female","","","",""
"Rather disagree","2007","West Germany","Male","","","",""
"Rather disagree","2007","West Germany","Female","","","",""
"Rather disagree","2007","East Germany","Male","","","",""
"Rather disagree","2007","East Germany","Female","","","",""
"Disagree fully","2007","West Germany","Male","","","",""
"Disagree fully","2007","West Germany","Female","","","",""
"Disagree fully","2007","East Germany","Male","","","",""
"Disagree fully","2007","East Germany","Female","","","",""
"Fully agree","2008","West Germany","Male","421","0.0521588137561052","0.046919697125649","0.0573979303865615"
"Fully agree","2008","West Germany","Female","525","0.0646644121006112","0.0591587645318942","0.0701700596693283"
"Fully agree","2008","East Germany","Male","86","0.0398411741492354","0.0318635471214766","0.0478188011769942"
"Fully agree","2008","East Germany","Female","95","0.0468308906319067","0.038513999514466","0.0551477817493473"
"Rather agree","2008","West Germany","Male","3886","0.540096323245407","0.528352879359595","0.551839767131219"
"Rather agree","2008","West Germany","Female","4389","0.544090050103334","0.532940253663063","0.555239846543606"
"Rather agree","2008","East Germany","Male","1187","0.495600004591609","0.475206619864752","0.515993389318465"
"Rather agree","2008","East Germany","Female","1322","0.500278762993516","0.480596285456168","0.519961240530864"
"Rather disagree","2008","West Germany","Male","2263","0.347344439464764","0.336125582206857","0.35856329672267"
"Rather disagree","2008","West Germany","Female","2426","0.348040028592136","0.337376103757264","0.358703953427008"
"Rather disagree","2008","East Germany","Male","906","0.404437034952663","0.384418816458538","0.424455253446788"
"Rather disagree","2008","East Germany","Female","950","0.404103958668033","0.384786871914757","0.42342104542131"
"Disagree fully","2008","West Germany","Male","349","0.0604004235337239","0.0547871290866902","0.0660137179807576"
"Disagree fully","2008","West Germany","Female","325","0.0432055092039181","0.0386538377305138","0.0477571806773224"
"Disagree fully","2008","East Germany","Male","130","0.0601217863064927","0.0504258924216853","0.0698176801913002"
"Disagree fully","2008","East Germany","Female","112","0.0487863877065441","0.040306342111705","0.0572664333013832"
"Fully agree","2009","West Germany","Male","","","",""
"Fully agree","2009","West Germany","Female","","","",""
"Fully agree","2009","East Germany","Male","","","",""
"Fully agree","2009","East Germany","Female","","","",""
"Rather agree","2009","West Germany","Male","","","",""
"Rather agree","2009","West Germany","Female","","","",""
"Rather agree","2009","East Germany","Male","","","",""
"Rather agree","2009","East Germany","Female","","","",""
"Rather disagree","2009","West Germany","Male","","","",""
"Rather disagree","2009","West Germany","Female","","","",""
"Rather disagree","2009","East Germany","Male","","","",""
"Rather disagree","2009","East Germany","Female","","","",""
"Disagree fully","2009","West Germany","Male","","","",""
"Disagree fully","2009","West Germany","Female","","","",""
"Disagree fully","2009","East Germany","Male","","","",""
"Disagree fully","2009","East Germany","Female","","","",""
"Fully agree","2010","West Germany","Male","","","",""
"Fully agree","2010","West Germany","Female","","","",""
"Fully agree","2010","East Germany","Male","","","",""
"Fully agree","2010","East Germany","Female","","","",""
"Rather agree","2010","West Germany","Male","","","",""
"Rather agree","2010","West Germany","Female","","","",""
"Rather agree","2010","East Germany","Male","","","",""
"Rather agree","2010","East Germany","Female","","","",""
"Rather disagree","2010","West Germany","Male","","","",""
"Rather disagree","2010","West Germany","Female","","","",""
"Rather disagree","2010","East Germany","Male","","","",""
"Rather disagree","2010","East Germany","Female","","","",""
"Disagree fully","2010","West Germany","Male","","","",""
"Disagree fully","2010","West Germany","Female","","","",""
"Disagree fully","2010","East Germany","Male","","","",""
"Disagree fully","2010","East Germany","Female","","","",""
"Fully agree","2011","West Germany","Male","","","",""
"Fully agree","2011","West Germany","Female","","","",""
"Fully agree","2011","East Germany","Male","","","",""
"Fully agree","2011","East Germany","Female","","","",""
"Rather agree","2011","West Germany","Male","","","",""
"Rather agree","2011","West Germany","Female","","","",""
"Rather agree","2011","East Germany","Male","","","",""
"Rather agree","2011","East Germany","Female","","","",""
"Rather disagree","2011","West Germany","Male","","","",""
"Rather disagree","2011","West Germany","Female","","","",""
"Rather disagree","2011","East Germany","Male","","","",""
"Rather disagree","2011","East Germany","Female","","","",""
"Disagree fully","2011","West Germany","Male","","","",""
"Disagree fully","2011","West Germany","Female","","","",""
"Disagree fully","2011","East Germany","Male","","","",""
"Disagree fully","2011","East Germany","Female","","","",""
"Fully agree","2012","West Germany","Male","","","",""
"Fully agree","2012","West Germany","Female","","","",""
"Fully agree","2012","East Germany","Male","","","",""
"Fully agree","2012","East Germany","Female","","","",""
"Rather agree","2012","West Germany","Male","","","",""
"Rather agree","2012","West Germany","Female","","","",""
"Rather agree","2012","East Germany","Male","","","",""
"Rather agree","2012","East Germany","Female","","","",""
"Rather disagree","2012","West Germany","Male","","","",""
"Rather disagree","2012","West Germany","Female","","","",""
"Rather disagree","2012","East Germany","Male","","","",""
"Rather disagree","2012","East Germany","Female","","","",""
"Disagree fully","2012","West Germany","Male","","","",""
"Disagree fully","2012","West Germany","Female","","","",""
"Disagree fully","2012","East Germany","Male","","","",""
"Disagree fully","2012","East Germany","Female","","","",""
"Fully agree","2013","West Germany","Male","651","0.0698960357879683","0.0646080525898136","0.075184018986123"
"Fully agree","2013","West Germany","Female","822","0.0730958229605214","0.0682021270884461","0.0779895188325967"
"Fully agree","2013","East Germany","Male","135","0.0530057375105825","0.0444071045298517","0.0616043704913134"
"Fully agree","2013","East Germany","Female","157","0.0392046970222597","0.0323967506154033","0.0460126434291161"
"Rather agree","2013","West Germany","Male","5458","0.605486957546789","0.595350618577051","0.615623296516527"
"Rather agree","2013","West Germany","Female","6755","0.599627095861426","0.590415258960803","0.608838932762049"
"Rather agree","2013","East Germany","Male","1443","0.52696057843201","0.507798967024829","0.54612218983919"
"Rather agree","2013","East Germany","Female","1755","0.567996465959435","0.550620533962372","0.585372397956497"
"Rather disagree","2013","West Germany","Male","2477","0.283487486937027","0.274140387067241","0.292834586806814"
"Rather disagree","2013","West Germany","Female","2962","0.293023620164881","0.284466511579025","0.301580728750737"
"Rather disagree","2013","East Germany","Male","886","0.370139630504633","0.351608614427526","0.388670646581741"
"Rather disagree","2013","East Germany","Female","1093","0.356141363964361","0.339344116785447","0.372938611143276"
"Disagree fully","2013","West Germany","Male","345","0.0411295197282153","0.0370108701804122","0.0452481692760183"
"Disagree fully","2013","West Germany","Female","329","0.0342534610131712","0.030834004490324","0.0376729175360183"
"Disagree fully","2013","East Germany","Male","144","0.0498940535527744","0.0415379327468171","0.0582501743587317"
"Disagree fully","2013","East Germany","Female","117","0.0366574730539443","0.030065684468795","0.0432492616390936"
"Fully agree","2014","West Germany","Male","","","",""
"Fully agree","2014","West Germany","Female","","","",""
"Fully agree","2014","East Germany","Male","","","",""
"Fully agree","2014","East Germany","Female","","","",""
"Rather agree","2014","West Germany","Male","","","",""
"Rather agree","2014","West Germany","Female","","","",""
"Rather agree","2014","East Germany","Male","","","",""
"Rather agree","2014","East Germany","Female","","","",""
"Rather disagree","2014","West Germany","Male","","","",""
"Rather disagree","2014","West Germany","Female","","","",""
"Rather disagree","2014","East Germany","Male","","","",""
"Rather disagree","2014","East Germany","Female","","","",""
"Disagree fully","2014","West Germany","Male","","","",""
"Disagree fully","2014","West Germany","Female","","","",""
"Disagree fully","2014","East Germany","Male","","","",""
"Disagree fully","2014","East Germany","Female","","","",""
"Fully agree","2015","West Germany","Male","","","",""
"Fully agree","2015","West Germany","Female","","","",""
"Fully agree","2015","East Germany","Male","","","",""
"Fully agree","2015","East Germany","Female","","","",""
"Rather agree","2015","West Germany","Male","","","",""
"Rather agree","2015","West Germany","Female","","","",""
"Rather agree","2015","East Germany","Male","","","",""
"Rather agree","2015","East Germany","Female","","","",""
"Rather disagree","2015","West Germany","Male","","","",""
"Rather disagree","2015","West Germany","Female","","","",""
"Rather disagree","2015","East Germany","Male","","","",""
"Rather disagree","2015","East Germany","Female","","","",""
"Disagree fully","2015","West Germany","Male","","","",""
"Disagree fully","2015","West Germany","Female","","","",""
"Disagree fully","2015","East Germany","Male","","","",""
"Disagree fully","2015","East Germany","Female","","","",""
"Fully agree","2016","West Germany","Male","","","",""
"Fully agree","2016","West Germany","Female","","","",""
"Fully agree","2016","East Germany","Male","","","",""
"Fully agree","2016","East Germany","Female","","","",""
"Rather agree","2016","West Germany","Male","","","",""
"Rather agree","2016","West Germany","Female","","","",""
"Rather agree","2016","East Germany","Male","","","",""
"Rather agree","2016","East Germany","Female","","","",""
"Rather disagree","2016","West Germany","Male","","","",""
"Rather disagree","2016","West Germany","Female","","","",""
"Rather disagree","2016","East Germany","Male","","","",""
"Rather disagree","2016","East Germany","Female","","","",""
"Disagree fully","2016","West Germany","Male","","","",""
"Disagree fully","2016","West Germany","Female","","","",""
"Disagree fully","2016","East Germany","Male","","","",""
"Disagree fully","2016","East Germany","Female","","","",""
"Fully agree","2017","West Germany","Male","","","",""
"Fully agree","2017","West Germany","Female","","","",""
"Fully agree","2017","East Germany","Male","","","",""
"Fully agree","2017","East Germany","Female","","","",""
"Rather agree","2017","West Germany","Male","","","",""
"Rather agree","2017","West Germany","Female","","","",""
"Rather agree","2017","East Germany","Male","","","",""
"Rather agree","2017","East Germany","Female","","","",""
"Rather disagree","2017","West Germany","Male","","","",""
"Rather disagree","2017","West Germany","Female","","","",""
"Rather disagree","2017","East Germany","Male","","","",""
"Rather disagree","2017","East Germany","Female","","","",""
"Disagree fully","2017","West Germany","Male","","","",""
"Disagree fully","2017","West Germany","Female","","","",""
"Disagree fully","2017","East Germany","Male","","","",""
"Disagree fully","2017","East Germany","Female","","","",""
"Fully agree","2018","West Germany","Male","1215","0.0766034064153585","0.0717046537521364","0.0815021590785806"
"Fully agree","2018","West Germany","Female","1128","0.0760378703082839","0.0713193806334425","0.0807563599831252"
"Fully agree","2018","East Germany","Male","208","0.0532724466968873","0.0450562472554093","0.0614886461383652"
"Fully agree","2018","East Germany","Female","194","0.0586825428833522","0.0505137657044625","0.0668513200622419"
"Rather agree","2018","West Germany","Male","6726","0.604285908910373","0.595278926207786","0.61329289161296"
"Rather agree","2018","West Germany","Female","7307","0.622604559635954","0.613975461183722","0.631233658088185"
"Rather agree","2018","East Germany","Male","1644","0.565413930204838","0.547278481915038","0.583549378494638"
"Rather agree","2018","East Germany","Female","1868","0.582902176244413","0.565764523786149","0.600039828702677"
"Rather disagree","2018","West Germany","Male","2749","0.275867013730528","0.267634615136498","0.284099412324559"
"Rather disagree","2018","West Germany","Female","3061","0.263915992282447","0.256069826211536","0.271762158353358"
"Rather disagree","2018","East Germany","Male","869","0.343916343318481","0.326537808449267","0.361294878187695"
"Rather disagree","2018","East Germany","Female","975","0.322713126246947","0.306464031325","0.338962221168894"
"Disagree fully","2018","West Germany","Male","633","0.0432436709437403","0.0394971403248306","0.04699020156265"
"Disagree fully","2018","West Germany","Female","626","0.037441577773315","0.0340620846186711","0.0408210709279589"
"Disagree fully","2018","East Germany","Male","149","0.0373972797797934","0.030455821916904","0.0443387376426829"
"Disagree fully","2018","East Germany","Female","143","0.0357021546252883","0.0292532293830115","0.0421510798675652"
