"plh0192","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","Full Time","in school","","","",""
"Fully agree","2003","Full Time","inadequately","5","","",""
"Fully agree","2003","Full Time","general elemantary","51","0.0691388368627091","0.0495758428419553","0.088701830883463"
"Fully agree","2003","Full Time","middle vocational","175","0.0391049505322005","0.0332736813180416","0.0449362197463594"
"Fully agree","2003","Full Time","vocational + Abi","29","","",""
"Fully agree","2003","Full Time","higher vocational","33","0.0436219838542911","0.0296589535399039","0.0575850141686784"
"Fully agree","2003","Full Time","higher education","187","0.0671709586127903","0.0573743416655834","0.0769675755599971"
"Fully agree","2003","Part Time","in school","9","","",""
"Fully agree","2003","Part Time","inadequately","2","","",""
"Fully agree","2003","Part Time","general elemantary","34","0.0712622924074593","0.0508968294310245","0.0916277553838941"
"Fully agree","2003","Part Time","middle vocational","144","0.058277046088676","0.0494357087534249","0.067118383423927"
"Fully agree","2003","Part Time","vocational + Abi","22","","",""
"Fully agree","2003","Part Time","higher vocational","23","","",""
"Fully agree","2003","Part Time","higher education","76","0.0765070007636415","0.0589350067856907","0.0940789947415923"
"Fully agree","2003","Not Working","in school","47","0.109782860839928","0.0823536655952766","0.137212056084579"
"Fully agree","2003","Not Working","inadequately","12","","",""
"Fully agree","2003","Not Working","general elemantary","110","0.0810195787180228","0.0671553809380034","0.0948837764980422"
"Fully agree","2003","Not Working","middle vocational","312","0.0734195031634408","0.0655125849227888","0.0813264214040928"
"Fully agree","2003","Not Working","vocational + Abi","17","","",""
"Fully agree","2003","Not Working","higher vocational","31","0.0529101440082076","0.0329258120001984","0.0728944760162167"
"Fully agree","2003","Not Working","higher education","74","0.080704122287002","0.0635453611721652","0.0978628834018388"
"Rather agree","2003","Full Time","in school","1","","",""
"Rather agree","2003","Full Time","inadequately","24","","",""
"Rather agree","2003","Full Time","general elemantary","309","0.452018620112806","0.413639687201628","0.490397553023984"
"Rather agree","2003","Full Time","middle vocational","2254","0.517052553341227","0.502020215611542","0.532084891070911"
"Rather agree","2003","Full Time","vocational + Abi","332","0.643535692074916","0.603434973316822","0.68363641083301"
"Rather agree","2003","Full Time","higher vocational","469","0.556535691414068","0.522574100287529","0.590497282540608"
"Rather agree","2003","Full Time","higher education","1608","0.623360032330946","0.604396597497546","0.642323467164345"
"Rather agree","2003","Part Time","in school","62","0.495900100934556","0.404914116156009","0.586886085713103"
"Rather agree","2003","Part Time","inadequately","16","","",""
"Rather agree","2003","Part Time","general elemantary","302","0.471728970202419","0.432211191460663","0.511246748944176"
"Rather agree","2003","Part Time","middle vocational","1450","0.53169335058597","0.512861049261014","0.550525651910927"
"Rather agree","2003","Part Time","vocational + Abi","182","0.585249327441694","0.531603049292344","0.638895605591044"
"Rather agree","2003","Part Time","higher vocational","233","0.601632479864634","0.552538978447831","0.650725981281438"
"Rather agree","2003","Part Time","higher education","570","0.61238577475625","0.580177604452621","0.644593945059879"
"Rather agree","2003","Not Working","in school","291","0.56460132145328","0.521099011676176","0.608103631230384"
"Rather agree","2003","Not Working","inadequately","62","0.389694499942403","0.312419652618669","0.466969347266136"
"Rather agree","2003","Not Working","general elemantary","731","0.501535930381739","0.476131200554033","0.526940660209444"
"Rather agree","2003","Not Working","middle vocational","2212","0.53609067767247","0.520972632884925","0.551208722460015"
