"plh0192","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","lower secondary degree","1-pers.-HH","87","0.0765580695515536","0.062031632722759","0.0910845063803482"
"Fully agree","2003","lower secondary degree","(Married) couple without C. ","222","0.0678109149488766","0.0592053538673483","0.0764164760304049"
"Fully agree","2003","lower secondary degree","Single parent ","22","","",""
"Fully agree","2003","lower secondary degree","Couple + C. LE 16 ","51","0.0410729430642054","0.0295373864052058","0.0526084997232051"
"Fully agree","2003","lower secondary degree","Couple + C. GT 16 ","68","0.06030978039365","0.046336547929274","0.074283012858026"
"Fully agree","2003","lower secondary degree","Couple + C. LE and GT 16","24","","",""
"Fully agree","2003","secondary school degree","1-pers.-HH","54","0.0718409582307498","0.0535782685736858","0.0901036478878139"
"Fully agree","2003","secondary school degree","(Married) couple without C. ","95","0.0628080631272194","0.0516677890185097","0.073948337235929"
"Fully agree","2003","secondary school degree","Single parent ","13","","",""
"Fully agree","2003","secondary school degree","Couple + C. LE 16 ","51","0.0227944209205292","0.0154189291895272","0.0301699126515312"
"Fully agree","2003","secondary school degree","Couple + C. GT 16 ","63","0.0546685905405488","0.041848957127027","0.0674882239540707"
"Fully agree","2003","secondary school degree","Couple + C. LE and GT 16","28","","",""
"Fully agree","2003","college entrance qualification","1-pers.-HH","53","0.0639111070578369","0.0466348584600789","0.0811873556555948"
"Fully agree","2003","college entrance qualification","(Married) couple without C. ","127","0.0781448248357401","0.0654123510552187","0.0908772986162616"
"Fully agree","2003","college entrance qualification","Single parent ","15","","",""
"Fully agree","2003","college entrance qualification","Couple + C. LE 16 ","101","0.0643417388052893","0.0510448742819655","0.0776386033286131"
"Fully agree","2003","college entrance qualification","Couple + C. GT 16 ","81","0.0919018510056528","0.0738057392494428","0.109997962761863"
"Fully agree","2003","college entrance qualification","Couple + C. LE and GT 16","34","0.0572931953825793","0.03338567020838","0.0812007205567787"
"Fully agree","2003","Other degree","1-pers.-HH","7","","",""
"Fully agree","2003","Other degree","(Married) couple without C. ","32","0.0724607449931739","0.045900926968948","0.0990205630173998"
"Fully agree","2003","Other degree","Single parent ","7","","",""
"Fully agree","2003","Other degree","Couple + C. LE 16 ","19","","",""
"Fully agree","2003","Other degree","Couple + C. GT 16 ","20","","",""
"Fully agree","2003","Other degree","Couple + C. LE and GT 16","14","","",""
"Fully agree","2003","no degree/no degree yet","1-pers.-HH","3","","",""
"Fully agree","2003","no degree/no degree yet","(Married) couple without C. ","6","","",""
"Fully agree","2003","no degree/no degree yet","Single parent ","15","","",""
"Fully agree","2003","no degree/no degree yet","Couple + C. LE 16 ","1","","",""
"Fully agree","2003","no degree/no degree yet","Couple + C. GT 16 ","30","0.107037466923296","0.0741755296387848","0.139899404207808"
"Fully agree","2003","no degree/no degree yet","Couple + C. LE and GT 16","20","","",""
"Rather agree","2003","lower secondary degree","1-pers.-HH","644","0.501341962621378","0.474025323976106","0.528658601266649"
"Rather agree","2003","lower secondary degree","(Married) couple without C. ","1730","0.532223108969388","0.515144848692441","0.549301369246335"
"Rather agree","2003","lower secondary degree","Single parent ","169","0.450960695900936","0.40005268568362","0.501868706118251"
"Rather agree","2003","lower secondary degree","Couple + C. LE 16 ","560","0.4928063394752","0.463746520139874","0.521866158810527"
"Rather agree","2003","lower secondary degree","Couple + C. GT 16 ","624","0.56127409884324","0.532147163261249","0.59040103442523"
"Rather agree","2003","lower secondary degree","Couple + C. LE and GT 16","224","0.513551759336775","0.467060957656088","0.560042561017461"
"Rather agree","2003","secondary school degree","1-pers.-HH","407","0.530119211018883","0.494821373705572","0.565417048332195"
"Rather agree","2003","secondary school degree","(Married) couple without C. ","1013","0.548799846732361","0.525950935278328","0.571648758186394"
"Rather agree","2003","secondary school degree","Single parent ","167","0.444746224988288","0.394247720550838","0.495244729425739"
"Rather agree","2003","secondary school degree","Couple + C. LE 16 ","823","0.526803214672176","0.502129824259981","0.55147660508437"
"Rather agree","2003","secondary school degree","Couple + C. GT 16 ","665","0.525755400262171","0.497597018536073","0.553913781988269"
"Rather agree","2003","secondary school degree","Couple + C. LE and GT 16","311","0.534040111295608","0.492907614512615","0.575172608078602"
"Rather agree","2003","college entrance qualification","1-pers.-HH","506","0.653377842455","0.619764392407622","0.686991292502379"
"Rather agree","2003","college entrance qualification","(Married) couple without C. ","1097","0.6125437314807","0.589433131196344","0.635654331765055"
"Rather agree","2003","college entrance qualification","Single parent ","102","0.525761297657622","0.453216679241775","0.59830591607347"
"Rather agree","2003","college entrance qualification","Couple + C. LE 16 ","841","0.636224655107126","0.61015315039743","0.662296159816821"
"Rather agree","2003","college entrance qualification","Couple + C. GT 16 ","561","0.54563398265297","0.514444341955629","0.576823623350311"
"Rather agree","2003","college entrance qualification","Couple + C. LE and GT 16","239","0.655373903702064","0.606484647391154","0.704263160012973"
"Rather agree","2003","Other degree","1-pers.-HH","48","0.476956228093666","0.378568989079084","0.575343467108249"
"Rather agree","2003","Other degree","(Married) couple without C. ","198","0.510318288989879","0.459104718270844","0.561531859708913"
"Rather agree","2003","Other degree","Single parent ","33","0.468069584499171","0.348590107692606","0.587549061305736"
"Rather agree","2003","Other degree","Couple + C. LE 16 ","149","0.544683309101919","0.486866451979436","0.602500166224402"
"Rather agree","2003","Other degree","Couple + C. GT 16 ","110","0.494888733262198","0.429848442568177","0.559929023956218"
"Rather agree","2003","Other degree","Couple + C. LE and GT 16","77","0.620056190951648","0.537566917063729","0.702545464839568"
"Rather agree","2003","no degree/no degree yet","1-pers.-HH","15","","",""
"Rather agree","2003","no degree/no degree yet","(Married) couple without C. ","42","0.465278283808595","0.361064045788708","0.569492521828482"
