"plh0192","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","vocational + Abi","44","0.037323492416587","0.026429437559806","0.0482175472733679","4"
"Disagree fully","2003","higher vocational","70","0.0486899402576817","0.0384168767871095","0.0589630037282539","4"
"Disagree fully","2003","higher education","108","0.0307353677219101","0.025609181239765","0.0358615542040552","4"
"Disagree fully","2003","inadequately","34","0.112136199416429","0.0734840010705696","0.150788397762288","4"
"Disagree fully","2003","general elemantary","212","0.079237280585219","0.0691364425845839","0.0893381185858541","4"
"Disagree fully","2003","middle vocational","592","0.0609442030944113","0.0564982124351796","0.065390193753643","4"
"Disagree fully","2003","in school","20","","","","4"
"Fully agree","2003","in school","56","0.107359834775335","0.0829133249624721","0.131806344588197","1"
"Fully agree","2003","inadequately","19","","","","1"
"Fully agree","2003","general elemantary","195","0.0764689736621549","0.0665312449445517","0.0864067023797581","1"
"Fully agree","2003","middle vocational","631","0.0573803975931688","0.053058179711786","0.0617026154745515","1"
"Fully agree","2003","vocational + Abi","68","0.0620832521431623","0.0482148122539014","0.0759516920324232","1"
"Fully agree","2003","higher vocational","87","0.0539273051086548","0.0431456379892495","0.0647089722280602","1"
"Fully agree","2003","higher education","337","0.072737931725544","0.0650247114805612","0.0804511519705268","1"
"Rather agree","2003","general elemantary","1342","0.484813369790744","0.466124271535825","0.503502468045663","2"
"Rather agree","2003","in school","354","0.554679499713297","0.515431716080025","0.59392728334657","2"
"Rather agree","2003","vocational + Abi","682","0.614869068698468","0.586901561620272","0.642836575776663","2"
"Rather agree","2003","higher vocational","973","0.563632387974221","0.539959920370851","0.58730485557759","2"
"Rather agree","2003","higher education","2757","0.608343442386817","0.593846342607145","0.622840542166489","2"
"Rather agree","2003","middle vocational","5916","0.528099272047949","0.518821584257247","0.537376959838651","2"
"Rather agree","2003","inadequately","102","0.381397167516785","0.321896369265595","0.440897965767975","2"
"Rather disagree","2003","inadequately","101","0.439077140589843","0.378284628246525","0.499869652933161","3"
"Rather disagree","2003","middle vocational","3983","0.353576127264471","0.344691140067013","0.362461114461928","3"
"Rather disagree","2003","vocational + Abi","369","0.285724186741783","0.25976059877258","0.311687774710986","3"
"Rather disagree","2003","general elemantary","998","0.359480375961882","0.341536239019245","0.377424512904519","3"
"Rather disagree","2003","in school","186","0.303238518118378","0.266939741782076","0.339537294454679","3"
"Rather disagree","2003","higher vocational","556","0.333750366659443","0.311241756825735","0.356258976493151","3"
"Rather disagree","2003","higher education","1153","0.288183258165729","0.274731703401375","0.301634812930083","3"
"Disagree fully","2004","vocational + Abi","","","","","4"
"Disagree fully","2004","inadequately","","","","","4"
"Disagree fully","2004","higher vocational","","","","","4"
"Disagree fully","2004","middle vocational","","","","","4"
"Disagree fully","2004","general elemantary","","","","","4"
"Disagree fully","2004","higher education","","","","","4"
"Disagree fully","2004","in school","","","","","4"
"Fully agree","2004","in school","","","","","1"
"Fully agree","2004","inadequately","","","","","1"
"Fully agree","2004","general elemantary","","","","","1"
"Fully agree","2004","middle vocational","","","","","1"
"Fully agree","2004","vocational + Abi","","","","","1"
"Fully agree","2004","higher vocational","","","","","1"
"Fully agree","2004","higher education","","","","","1"
"Rather agree","2004","inadequately","","","","","2"
"Rather agree","2004","general elemantary","","","","","2"
"Rather agree","2004","in school","","","","","2"
"Rather agree","2004","middle vocational","","","","","2"
"Rather agree","2004","vocational + Abi","","","","","2"
"Rather agree","2004","higher vocational","","","","","2"
"Rather agree","2004","higher education","","","","","2"
"Rather disagree","2004","vocational + Abi","","","","","3"
"Rather disagree","2004","inadequately","","","","","3"
"Rather disagree","2004","middle vocational","","","","","3"
"Rather disagree","2004","general elemantary","","","","","3"
"Rather disagree","2004","in school","","","","","3"
"Rather disagree","2004","higher vocational","","","","","3"
"Rather disagree","2004","higher education","","","","","3"
"Disagree fully","2005","vocational + Abi","","","","","4"
"Disagree fully","2005","inadequately","","","","","4"
"Disagree fully","2005","general elemantary","","","","","4"
"Disagree fully","2005","middle vocational","","","","","4"
"Disagree fully","2005","higher vocational","","","","","4"
"Disagree fully","2005","higher education","","","","","4"
"Disagree fully","2005","in school","","","","","4"
"Fully agree","2005","inadequately","","","","","1"
"Fully agree","2005","general elemantary","","","","","1"
"Fully agree","2005","in school","","","","","1"
"Fully agree","2005","middle vocational","","","","","1"
"Fully agree","2005","vocational + Abi","","","","","1"
"Fully agree","2005","higher vocational","","","","","1"
"Fully agree","2005","higher education","","","","","1"
"Rather agree","2005","inadequately","","","","","2"
"Rather agree","2005","general elemantary","","","","","2"
"Rather agree","2005","middle vocational","","","","","2"
"Rather agree","2005","vocational + Abi","","","","","2"
"Rather agree","2005","higher vocational","","","","","2"
"Rather agree","2005","in school","","","","","2"
"Rather agree","2005","higher education","","","","","2"
"Rather disagree","2005","vocational + Abi","","","","","3"
"Rather disagree","2005","inadequately","","","","","3"
"Rather disagree","2005","general elemantary","","","","","3"
"Rather disagree","2005","middle vocational","","","","","3"
"Rather disagree","2005","higher vocational","","","","","3"
"Rather disagree","2005","higher education","","","","","3"
"Rather disagree","2005","in school","","","","","3"
"Disagree fully","2006","in school","","","","","4"
"Disagree fully","2006","inadequately","","","","","4"
"Disagree fully","2006","vocational + Abi","","","","","4"
"Disagree fully","2006","general elemantary","","","","","4"
"Disagree fully","2006","middle vocational","","","","","4"
"Disagree fully","2006","higher vocational","","","","","4"
"Disagree fully","2006","higher education","","","","","4"
"Fully agree","2006","inadequately","","","","","1"
"Fully agree","2006","general elemantary","","","","","1"
"Fully agree","2006","vocational + Abi","","","","","1"
"Fully agree","2006","higher vocational","","","","","1"
"Fully agree","2006","in school","","","","","1"
"Fully agree","2006","middle vocational","","","","","1"
"Fully agree","2006","higher education","","","","","1"
"Rather agree","2006","general elemantary","","","","","2"
"Rather agree","2006","inadequately","","","","","2"
"Rather agree","2006","in school","","","","","2"
"Rather agree","2006","vocational + Abi","","","","","2"
"Rather agree","2006","middle vocational","","","","","2"
"Rather agree","2006","higher vocational","","","","","2"
"Rather agree","2006","higher education","","","","","2"
"Rather disagree","2006","vocational + Abi","","","","","3"
"Rather disagree","2006","in school","","","","","3"
"Rather disagree","2006","inadequately","","","","","3"
"Rather disagree","2006","general elemantary","","","","","3"
"Rather disagree","2006","middle vocational","","","","","3"
"Rather disagree","2006","higher vocational","","","","","3"
"Rather disagree","2006","higher education","","","","","3"
"Disagree fully","2007","in school","","","","","4"
"Disagree fully","2007","inadequately","","","","","4"
"Disagree fully","2007","general elemantary","","","","","4"
"Disagree fully","2007","middle vocational","","","","","4"
"Disagree fully","2007","vocational + Abi","","","","","4"
"Disagree fully","2007","higher vocational","","","","","4"
"Disagree fully","2007","higher education","","","","","4"
"Fully agree","2007","inadequately","","","","","1"
"Fully agree","2007","general elemantary","","","","","1"
"Fully agree","2007","vocational + Abi","","","","","1"
"Fully agree","2007","higher vocational","","","","","1"
"Fully agree","2007","higher education","","","","","1"
"Fully agree","2007","middle vocational","","","","","1"
"Fully agree","2007","in school","","","","","1"
"Rather agree","2007","general elemantary","","","","","2"
"Rather agree","2007","inadequately","","","","","2"
"Rather agree","2007","in school","","","","","2"
"Rather agree","2007","vocational + Abi","","","","","2"
"Rather agree","2007","middle vocational","","","","","2"
"Rather agree","2007","higher vocational","","","","","2"
"Rather agree","2007","higher education","","","","","2"
"Rather disagree","2007","in school","","","","","3"
"Rather disagree","2007","inadequately","","","","","3"
"Rather disagree","2007","general elemantary","","","","","3"
"Rather disagree","2007","middle vocational","","","","","3"
"Rather disagree","2007","vocational + Abi","","","","","3"
"Rather disagree","2007","higher vocational","","","","","3"
"Rather disagree","2007","higher education","","","","","3"
"Disagree fully","2008","in school","13","","","","4"
