"plh0192","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","no migration background","(0) in school","45","0.107722450912537","0.0804383059312148","0.13500659589386"
"Fully agree","2003","no migration background","(1a) inadequately completed","5","","",""
"Fully agree","2003","no migration background","(1b) general elementary school","99","0.0768255193327638","0.0630031346306218","0.0906479040349057"
"Fully agree","2003","no migration background","(1c) basic vocational qualification","317","0.0590455590281611","0.0527680596160638","0.0653230584402585"
"Fully agree","2003","no migration background","(2b) intermediate general qualification","32","0.0666780443210611","0.0448773027683779","0.0884787858737444"
"Fully agree","2003","no migration background","(2a) intermediate vocational","221","0.0482917547746494","0.0422682335083634","0.0543152760409354"
"Fully agree","2003","no migration background","(2c_gen) general maturity certificate","53","0.0845594836566335","0.0632686632064311","0.105850304106836"
"Fully agree","2003","no migration background","(2c_voc) vocational maturity certificate","76","0.0645129184804745","0.0507559643706265","0.0782698725903225"
"Fully agree","2003","no migration background","(3a) lower tertiary education","116","0.0648416908635996","0.0528505551594728","0.0768328265677264"
"Fully agree","2003","no migration background","(3b) higher tertiary education","187","0.0775482086685928","0.0666224109474965","0.0884740063896891"
"Fully agree","2003","direct migration background","(0) in school","4","","",""
"Fully agree","2003","direct migration background","(1a) inadequately completed","15","","",""
"Fully agree","2003","direct migration background","(1b) general elementary school","49","0.0745201642184539","0.0536627807052661","0.0953775477316417"
"Fully agree","2003","direct migration background","(1c) basic vocational qualification","55","0.0764714236692769","0.0574140720533114","0.0955287752852424"
"Fully agree","2003","direct migration background","(2b) intermediate general qualification","4","","",""
"Fully agree","2003","direct migration background","(2a) intermediate vocational","8","","",""
"Fully agree","2003","direct migration background","(2c_gen) general maturity certificate","9","","",""
"Fully agree","2003","direct migration background","(2c_voc) vocational maturity certificate","17","","",""
"Fully agree","2003","direct migration background","(3a) lower tertiary education","4","","",""
"Fully agree","2003","direct migration background","(3b) higher tertiary education","23","","",""
"Fully agree","2003","indirect migration background","(0) in school","7","","",""
"Fully agree","2003","indirect migration background","(1a) inadequately completed","","","",""
"Fully agree","2003","indirect migration background","(1b) general elementary school","8","","",""
"Fully agree","2003","indirect migration background","(1c) basic vocational qualification","8","","",""
"Fully agree","2003","indirect migration background","(2b) intermediate general qualification","5","","",""
"Fully agree","2003","indirect migration background","(2a) intermediate vocational","7","","",""
"Fully agree","2003","indirect migration background","(2c_gen) general maturity certificate","11","","",""
"Fully agree","2003","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Fully agree","2003","indirect migration background","(3a) lower tertiary education","1","","",""
"Fully agree","2003","indirect migration background","(3b) higher tertiary education","6","","",""
"Rather agree","2003","no migration background","(0) in school","285","0.550479094087651","0.506701426928838","0.594256761246465"
"Rather agree","2003","no migration background","(1a) inadequately completed","36","0.345642662770279","0.245709501957058","0.445575823583499"
"Rather agree","2003","no migration background","(1b) general elementary school","691","0.490443586401586","0.464497073776879","0.516390099026294"
"Rather agree","2003","no migration background","(1c) basic vocational qualification","2897","0.534709312198882","0.521425283127262","0.547993341270502"
"Rather agree","2003","no migration background","(2b) intermediate general qualification","244","0.47283459735642","0.42920389825671","0.51646529645613"
"Rather agree","2003","no migration background","(2a) intermediate vocational","2607","0.529503748139356","0.515479659693524","0.543527836585187"
"Rather agree","2003","no migration background","(2c_gen) general maturity certificate","403","0.598550866621475","0.561039579556073","0.636062153686877"
"Rather agree","2003","no migration background","(2c_voc) vocational maturity certificate","735","0.606305528352166","0.578946197648727","0.633664859055605"
"Rather agree","2003","no migration background","(3a) lower tertiary education","957","0.579153683306504","0.555112864215146","0.603194502397862"
"Rather agree","2003","no migration background","(3b) higher tertiary education","1540","0.634467076199274","0.61479440982904","0.654139742569508"
"Rather agree","2003","direct migration background","(0) in school","31","0.691275165514993","0.561926690855221","0.820623640174765"
"Rather agree","2003","direct migration background","(1a) inadequately completed","69","0.405418786681211","0.332467829748269","0.478369743614152"
"Rather agree","2003","direct migration background","(1b) general elementary school","307","0.497829393791261","0.458118893675941","0.537539893906582"
"Rather agree","2003","direct migration background","(1c) basic vocational qualification","379","0.500547593945539","0.464691949387263","0.536403238503816"
"Rather agree","2003","direct migration background","(2b) intermediate general qualification","28","","",""
"Rather agree","2003","direct migration background","(2a) intermediate vocational","90","0.500828694769924","0.422367448942102","0.579289940597747"
"Rather agree","2003","direct migration background","(2c_gen) general maturity certificate","72","0.57178096866466","0.484687602008004","0.658874335321317"
"Rather agree","2003","direct migration background","(2c_voc) vocational maturity certificate","163","0.593821277652052","0.537394135058674","0.650248420245431"
"Rather agree","2003","direct migration background","(3a) lower tertiary education","51","0.559832019886788","0.454301830190921","0.665362209582655"
"Rather agree","2003","direct migration background","(3b) higher tertiary education","173","0.623692669206491","0.567348941036521","0.68003639737646"
"Rather agree","2003","indirect migration background","(0) in school","38","0.448628955994151","0.3329419598665","0.564315952121802"
"Rather agree","2003","indirect migration background","(1a) inadequately completed","4","","",""
"Rather agree","2003","indirect migration background","(1b) general elementary school","50","0.422375380582309","0.332099586637701","0.512651174526917"
"Rather agree","2003","indirect migration background","(1c) basic vocational qualification","63","0.490334221347733","0.407228766621237","0.573439676074229"
"Rather agree","2003","indirect migration background","(2b) intermediate general qualification","39","0.420958232843359","0.308470107141143","0.533446358545576"
"Rather agree","2003","indirect migration background","(2a) intermediate vocational","55","0.452442827834038","0.367533047870181","0.537352607797896"
"Rather agree","2003","indirect migration background","(2c_gen) general maturity certificate","38","0.435498205400041","0.330092413239089","0.540903997560992"
"Rather agree","2003","indirect migration background","(2c_voc) vocational maturity certificate","30","0.593090744704826","0.465558495045558","0.720622994364093"
"Rather agree","2003","indirect migration background","(3a) lower tertiary education","11","","",""
"Rather agree","2003","indirect migration background","(3b) higher tertiary education","25","","",""
"Rather disagree","2003","no migration background","(0) in school","150","0.310857326394997","0.270124703339232","0.351589949450761"
"Rather disagree","2003","no migration background","(1a) inadequately completed","38","0.539969851669545","0.435240993618521","0.644698709720569"
"Rather disagree","2003","no migration background","(1b) general elementary school","520","0.3479627358254","0.323240320111744","0.372685151539056"
"Rather disagree","2003","no migration background","(1c) basic vocational qualification","1881","0.339877902484095","0.327263044567172","0.352492760401018"
"Rather disagree","2003","no migration background","(2b) intermediate general qualification","195","0.395519673826024","0.352789050383699","0.438250297268349"
"Rather disagree","2003","no migration background","(2a) intermediate vocational","1829","0.372393640951558","0.358810292725223","0.385976989177893"
"Rather disagree","2003","no migration background","(2c_gen) general maturity certificate","183","0.285535950121807","0.250972526077012","0.320099374166602"
"Rather disagree","2003","no migration background","(2c_voc) vocational maturity certificate","382","0.302255498443617","0.2765387910727","0.327972205814533"
"Rather disagree","2003","no migration background","(3a) lower tertiary education","496","0.323046567774687","0.300274495862408","0.345818639686967"
"Rather disagree","2003","no migration background","(3b) higher tertiary education","533","0.2604800053775","0.242550942603994","0.278409068151007"
"Rather disagree","2003","direct migration background","(0) in school","14","","",""
"Rather disagree","2003","direct migration background","(1a) inadequately completed","69","0.414917928371271","0.341709183266576","0.488126673475966"
"Rather disagree","2003","direct migration background","(1b) general elementary school","205","0.357060080816286","0.319006521031108","0.395113640601463"
"Rather disagree","2003","direct migration background","(1c) basic vocational qualification","252","0.323529710383458","0.289981509240342","0.357077911526575"
"Rather disagree","2003","direct migration background","(2b) intermediate general qualification","16","","",""
"Rather disagree","2003","direct migration background","(2a) intermediate vocational","49","0.393596599211327","0.316932458082577","0.470260740340077"
"Rather disagree","2003","direct migration background","(2c_gen) general maturity certificate","39","0.351817453674915","0.267766120719553","0.435868786630276"
"Rather disagree","2003","direct migration background","(2c_voc) vocational maturity certificate","88","0.265814642006252","0.215057880335338","0.316571403677165"
"Rather disagree","2003","direct migration background","(3a) lower tertiary education","27","","",""
"Rather disagree","2003","direct migration background","(3b) higher tertiary education","77","0.271924157896542","0.220175257291301","0.323673058501783"
"Rather disagree","2003","indirect migration background","(0) in school","22","","",""
"Rather disagree","2003","indirect migration background","(1a) inadequately completed","2","","",""
"Rather disagree","2003","indirect migration background","(1b) general elementary school","48","0.38502339931668","0.296088538723968","0.473958259909391"
"Rather disagree","2003","indirect migration background","(1c) basic vocational qualification","58","0.419774265018185","0.337730215228778","0.501818314807593"
"Rather disagree","2003","indirect migration background","(2b) intermediate general qualification","23","","",""
"Rather disagree","2003","indirect migration background","(2a) intermediate vocational","60","0.446092975468764","0.36129367803921","0.530892272898319"
"Rather disagree","2003","indirect migration background","(2c_gen) general maturity certificate","32","0.350910799900993","0.24945212473803","0.452369475063955"
"Rather disagree","2003","indirect migration background","(2c_voc) vocational maturity certificate","23","","",""
"Rather disagree","2003","indirect migration background","(3a) lower tertiary education","5","","",""
"Rather disagree","2003","indirect migration background","(3b) higher tertiary education","15","","",""
"Disagree fully","2003","no migration background","(0) in school","16","","",""
"Disagree fully","2003","no migration background","(1a) inadequately completed","8","","",""
"Disagree fully","2003","no migration background","(1b) general elementary school","116","0.0847681584402499","0.0703114220165859","0.0992248948639138"
"Disagree fully","2003","no migration background","(1c) basic vocational qualification","321","0.066367226288862","0.0597378351854541","0.07299661739227"
"Disagree fully","2003","no migration background","(2b) intermediate general qualification","32","0.064967684496495","0.0434286563860095","0.0865067126069805"
"Disagree fully","2003","no migration background","(2a) intermediate vocational","209","0.0498108561344371","0.0436982125462871","0.0559234997225871"
"Disagree fully","2003","no migration background","(2c_gen) general maturity certificate","17","","",""
"Disagree fully","2003","no migration background","(2c_voc) vocational maturity certificate","32","0.0269260547237424","0.0178616491157266","0.0359904603317583"
"Disagree fully","2003","no migration background","(3a) lower tertiary education","51","0.0329580580552088","0.0242645703115885","0.041651545798829"
"Disagree fully","2003","no migration background","(3b) higher tertiary education","42","0.0275047097546331","0.0208236905839161","0.03418572892535"
"Disagree fully","2003","direct migration background","(0) in school","","","",""
"Disagree fully","2003","direct migration background","(1a) inadequately completed","21","","",""
"Disagree fully","2003","direct migration background","(1b) general elementary school","48","0.0705903611739994","0.050247326807081","0.0909333955409178"
"Disagree fully","2003","direct migration background","(1c) basic vocational qualification","61","0.0994512720017257","0.0779904392621117","0.12091210474134"
"Disagree fully","2003","direct migration background","(2b) intermediate general qualification","5","","",""
"Disagree fully","2003","direct migration background","(2a) intermediate vocational","9","","",""
"Disagree fully","2003","direct migration background","(2c_gen) general maturity certificate","4","","",""
"Disagree fully","2003","direct migration background","(2c_voc) vocational maturity certificate","23","","",""
"Disagree fully","2003","direct migration background","(3a) lower tertiary education","3","","",""
"Disagree fully","2003","direct migration background","(3b) higher tertiary education","11","","",""
"Disagree fully","2003","indirect migration background","(0) in school","4","","",""
"Disagree fully","2003","indirect migration background","(1a) inadequately completed","3","","",""
"Disagree fully","2003","indirect migration background","(1b) general elementary school","9","","",""
"Disagree fully","2003","indirect migration background","(1c) basic vocational qualification","10","","",""
"Disagree fully","2003","indirect migration background","(2b) intermediate general qualification","7","","",""
"Disagree fully","2003","indirect migration background","(2a) intermediate vocational","10","","",""
"Disagree fully","2003","indirect migration background","(2c_gen) general maturity certificate","4","","",""
"Disagree fully","2003","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Disagree fully","2003","indirect migration background","(3a) lower tertiary education","","","",""
"Disagree fully","2003","indirect migration background","(3b) higher tertiary education","1","","",""
"Fully agree","2004","no migration background","(0) in school","","","",""
"Fully agree","2004","no migration background","(1a) inadequately completed","","","",""
"Fully agree","2004","no migration background","(1b) general elementary school","","","",""
"Fully agree","2004","no migration background","(1c) basic vocational qualification","","","",""
"Fully agree","2004","no migration background","(2b) intermediate general qualification","","","",""
"Fully agree","2004","no migration background","(2a) intermediate vocational","","","",""
"Fully agree","2004","no migration background","(2c_gen) general maturity certificate","","","",""
"Fully agree","2004","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Fully agree","2004","no migration background","(3a) lower tertiary education","","","",""
"Fully agree","2004","no migration background","(3b) higher tertiary education","","","",""
"Fully agree","2004","direct migration background","(0) in school","","","",""
"Fully agree","2004","direct migration background","(1a) inadequately completed","","","",""
"Fully agree","2004","direct migration background","(1b) general elementary school","","","",""
"Fully agree","2004","direct migration background","(1c) basic vocational qualification","","","",""
"Fully agree","2004","direct migration background","(2b) intermediate general qualification","","","",""
"Fully agree","2004","direct migration background","(2a) intermediate vocational","","","",""
"Fully agree","2004","direct migration background","(2c_gen) general maturity certificate","","","",""
"Fully agree","2004","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Fully agree","2004","direct migration background","(3a) lower tertiary education","","","",""
"Fully agree","2004","direct migration background","(3b) higher tertiary education","","","",""
"Fully agree","2004","indirect migration background","(0) in school","","","",""
"Fully agree","2004","indirect migration background","(1a) inadequately completed","","","",""
"Fully agree","2004","indirect migration background","(1b) general elementary school","","","",""
"Fully agree","2004","indirect migration background","(1c) basic vocational qualification","","","",""
"Fully agree","2004","indirect migration background","(2b) intermediate general qualification","","","",""
"Fully agree","2004","indirect migration background","(2a) intermediate vocational","","","",""
"Fully agree","2004","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Fully agree","2004","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Fully agree","2004","indirect migration background","(3a) lower tertiary education","","","",""
"Fully agree","2004","indirect migration background","(3b) higher tertiary education","","","",""
"Rather agree","2004","no migration background","(0) in school","","","",""
"Rather agree","2004","no migration background","(1a) inadequately completed","","","",""
"Rather agree","2004","no migration background","(1b) general elementary school","","","",""
"Rather agree","2004","no migration background","(1c) basic vocational qualification","","","",""
"Rather agree","2004","no migration background","(2b) intermediate general qualification","","","",""
"Rather agree","2004","no migration background","(2a) intermediate vocational","","","",""
"Rather agree","2004","no migration background","(2c_gen) general maturity certificate","","","",""
"Rather agree","2004","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rather agree","2004","no migration background","(3a) lower tertiary education","","","",""
"Rather agree","2004","no migration background","(3b) higher tertiary education","","","",""
"Rather agree","2004","direct migration background","(0) in school","","","",""
"Rather agree","2004","direct migration background","(1a) inadequately completed","","","",""
