"plh0192","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","lower secondary degree","(0) in school","","","",""
"Fully agree","2003","lower secondary degree","(1a) inadequately completed","","","",""
"Fully agree","2003","lower secondary degree","(1b) general elementary school","120","0.0785985533127551","0.0659539506162163","0.0912431560092939"
"Fully agree","2003","lower secondary degree","(1c) basic vocational qualification","344","0.0586330414423349","0.0526377599414303","0.0646283229432395"
"Fully agree","2003","lower secondary degree","(2b) intermediate general qualification","","","",""
"Fully agree","2003","lower secondary degree","(2a) intermediate vocational","1","","",""
"Fully agree","2003","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Fully agree","2003","lower secondary degree","(2c_voc) vocational maturity certificate","4","","",""
"Fully agree","2003","lower secondary degree","(3a) lower tertiary education","11","","",""
"Fully agree","2003","lower secondary degree","(3b) higher tertiary education","2","","",""
"Fully agree","2003","secondary school degree","(0) in school","","","",""
"Fully agree","2003","secondary school degree","(1a) inadequately completed","","","",""
"Fully agree","2003","secondary school degree","(1b) general elementary school","","","",""
"Fully agree","2003","secondary school degree","(1c) basic vocational qualification","","","",""
"Fully agree","2003","secondary school degree","(2b) intermediate general qualification","41","0.0698174358126784","0.0498861960430434","0.0897486755823133"
"Fully agree","2003","secondary school degree","(2a) intermediate vocational","235","0.0477970058130475","0.0419602720430836","0.0536337395830113"
"Fully agree","2003","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Fully agree","2003","secondary school degree","(2c_voc) vocational maturity certificate","2","","",""
"Fully agree","2003","secondary school degree","(3a) lower tertiary education","25","","",""
"Fully agree","2003","secondary school degree","(3b) higher tertiary education","10","","",""
"Fully agree","2003","college entrance qualification","(0) in school","","","",""
"Fully agree","2003","college entrance qualification","(1a) inadequately completed","","","",""
"Fully agree","2003","college entrance qualification","(1b) general elementary school","","","",""
"Fully agree","2003","college entrance qualification","(1c) basic vocational qualification","","","",""
"Fully agree","2003","college entrance qualification","(2b) intermediate general qualification","","","",""
"Fully agree","2003","college entrance qualification","(2a) intermediate vocational","","","",""
"Fully agree","2003","college entrance qualification","(2c_gen) general maturity certificate","65","0.0814783618686451","0.0623533083877002","0.10060341534959"
"Fully agree","2003","college entrance qualification","(2c_voc) vocational maturity certificate","75","0.0568842026474053","0.0444641565107132","0.0693042487840975"
"Fully agree","2003","college entrance qualification","(3a) lower tertiary education","84","0.0679517801294711","0.0524542325556485","0.0834493277032938"
"Fully agree","2003","college entrance qualification","(3b) higher tertiary education","191","0.0847829995631577","0.0733889375905829","0.0961770615357325"
"Fully agree","2003","Other degree","(0) in school","","","",""
