"plh0192","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","Schleswig-Holstein","Rural Area","12","","","","4"
"Disagree fully","2003","Hamburg","Urban Area","9","","","","4"
"Disagree fully","2003","Hamburg","Rural Area","","","","","4"
"Disagree fully","2003","Schleswig-Holstein","Urban Area","13","","","","4"
"Disagree fully","2003","Lower Saxony","Urban Area","72","0.0922777997729932","0.0741206249051073","0.110434974640879","4"
"Disagree fully","2003","Lower Saxony","Rural Area","35","0.0452659900498025","0.0319123256009307","0.0586196544986743","4"
"Disagree fully","2003","Bremen","Urban Area","12","","","","4"
"Disagree fully","2003","Bremen","Rural Area","","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","Urban Area","241","0.0546005717421694","0.0480026043753608","0.061198539108978","4"
"Disagree fully","2003","North Rhine-Westphalia","Rural Area","4","","","","4"
"Disagree fully","2003","Hesse","Urban Area","72","0.0701021859063467","0.0558336658899725","0.0843707059227209","4"
"Disagree fully","2003","Hesse","Rural Area","11","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","Urban Area","55","0.0625580736931197","0.0477328918678005","0.0773832555184388","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","Rural Area","16","","","","4"
"Disagree fully","2003","Baden-Württemberg","Urban Area","104","0.0451784374249551","0.0369859787740496","0.0533708960758606","4"
"Disagree fully","2003","Baden-Württemberg","Rural Area","6","","","","4"
"Disagree fully","2003","Bavaria","Urban Area","61","0.0547690082876623","0.0435142886816982","0.0660237278936264","4"
"Disagree fully","2003","Bavaria","Rural Area","54","0.0450893296281756","0.0347792609787323","0.0553993982776189","4"
"Disagree fully","2003","Berlin","Rural Area","","","","","4"
"Disagree fully","2003","Berlin","Urban Area","35","0.0340299892917889","0.021702906660908","0.0463570719226698","4"
"Disagree fully","2003","Brandenburg","Urban Area","2","","","","4"
"Disagree fully","2003","Brandenburg","Rural Area","59","0.0744101090187864","0.057041158972701","0.0917790590648718","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","Urban Area","3","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","Rural Area","29","","","","4"
"Disagree fully","2003","Saxony-Anhalt","Urban Area","17","","","","4"
"Disagree fully","2003","Saxony-Anhalt","Rural Area","60","0.114561913494914","0.0907804975471559","0.138343329442672","4"
"Disagree fully","2003","Saxony","Urban Area","27","","","","4"
"Disagree fully","2003","Saxony","Rural Area","23","","","","4"
"Disagree fully","2003","Thuringia","Urban Area","12","","","","4"
"Disagree fully","2003","Thuringia","Rural Area","54","0.134530849298537","0.108635491735029","0.160426206862044","4"
"Fully agree","2003","Schleswig-Holstein","Urban Area","21","","","","1"
"Fully agree","2003","Schleswig-Holstein","Rural Area","30","0.0688068230218659","0.0433230263354581","0.0942906197082736","1"
"Fully agree","2003","Hamburg","Urban Area","37","0.112710849173625","0.07668471334971","0.148736984997541","1"
"Fully agree","2003","Hamburg","Rural Area","","","","","1"
"Fully agree","2003","Lower Saxony","Urban Area","62","0.0625040149169108","0.0473173696782352","0.0776906601555863","1"
"Fully agree","2003","Lower Saxony","Rural Area","66","0.079115859118952","0.0617775188574588","0.0964541993804451","1"
"Fully agree","2003","Bremen","Urban Area","26","","","","1"
"Fully agree","2003","Bremen","Rural Area","","","","","1"
"Fully agree","2003","North Rhine-Westphalia","Urban Area","289","0.0614388554798162","0.0544652601165887","0.0684124508430437","1"
"Fully agree","2003","North Rhine-Westphalia","Rural Area","6","","","","1"
"Fully agree","2003","Hesse","Urban Area","81","0.0713427656819675","0.0569581511311428","0.0857273802327921","1"
"Fully agree","2003","Hesse","Rural Area","12","","","","1"
"Fully agree","2003","Rhineland-Palatinate,Saarland","Urban Area","61","0.0586530608749427","0.0442681771322273","0.073037944617658","1"
"Fully agree","2003","Rhineland-Palatinate,Saarland","Rural Area","22","","","","1"
"Fully agree","2003","Baden-Württemberg","Urban Area","208","0.0823913555421155","0.0715456672574565","0.0932370438267745","1"
"Fully agree","2003","Baden-Württemberg","Rural Area","13","","","","1"
"Fully agree","2003","Bavaria","Urban Area","101","0.0648845122212853","0.052700188983248","0.0770688354593226","1"
"Fully agree","2003","Bavaria","Rural Area","116","0.0756299255035122","0.0624924152012755","0.0887674358057489","1"
"Fully agree","2003","Berlin","Urban Area","91","0.0992088963768449","0.0788836914724261","0.119534101281264","1"
"Fully agree","2003","Berlin","Rural Area","","","","","1"
"Fully agree","2003","Brandenburg","Urban Area","","","","","1"
"Fully agree","2003","Brandenburg","Rural Area","27","","","","1"
"Fully agree","2003","Mecklenburg-Western Pomerania","Urban Area","1","","","","1"
"Fully agree","2003","Mecklenburg-Western Pomerania","Rural Area","15","","","","1"
"Fully agree","2003","Saxony","Urban Area","23","","","","1"
"Fully agree","2003","Saxony","Rural Area","30","0.0264461009006327","0.0155626736449382","0.0373295281563272","1"
"Fully agree","2003","Saxony-Anhalt","Urban Area","6","","","","1"
"Fully agree","2003","Saxony-Anhalt","Rural Area","29","","","","1"
"Fully agree","2003","Thuringia","Urban Area","16","","","","1"
"Fully agree","2003","Thuringia","Rural Area","28","","","","1"
"Rather agree","2003","Schleswig-Holstein","Rural Area","227","0.608646492090314","0.559510960024125","0.657782024156503","2"
"Rather agree","2003","Hamburg","Urban Area","186","0.577552087702321","0.521281118087532","0.633823057317111","2"
"Rather agree","2003","Hamburg","Rural Area","","","","","2"
"Rather agree","2003","Bremen","Rural Area","","","","","2"
"Rather agree","2003","Lower Saxony","Urban Area","553","0.534536460525641","0.503242921356934","0.565829999694349","2"
"Rather agree","2003","Lower Saxony","Rural Area","551","0.569345619307831","0.537538401934941","0.601152836680721","2"
"Rather agree","2003","Bremen","Urban Area","88","0.501087984004962","0.426795916777746","0.575380051232177","2"
"Rather agree","2003","Schleswig-Holstein","Urban Area","149","0.4726240831586","0.414662033895438","0.530586132421762","2"
"Rather agree","2003","North Rhine-Westphalia","Urban Area","2520","0.547806060873573","0.533352339271348","0.562259782475799","2"
"Rather agree","2003","North Rhine-Westphalia","Rural Area","60","0.597853889214002","0.503617011773631","0.692090766654373","2"
"Rather agree","2003","Hesse","Urban Area","677","0.508629805249065","0.48069144949812","0.53656816100001","2"
"Rather agree","2003","Hesse","Rural Area","145","0.553595846706308","0.494299664269752","0.612892029142864","2"
"Rather agree","2003","Rhineland-Palatinate,Saarland","Urban Area","562","0.536796457793945","0.50626996471127","0.56732295087662","2"
"Rather agree","2003","Rhineland-Palatinate,Saarland","Rural Area","186","0.602690395344276","0.549075585618152","0.656305205070401","2"
"Rather agree","2003","Baden-Württemberg","Urban Area","1438","0.558632592873833","0.539046364633896","0.578218821113771","2"
"Rather agree","2003","Baden-Württemberg","Rural Area","121","0.542717518552114","0.478475185696634","0.606959851407593","2"
"Rather agree","2003","Bavaria","Urban Area","945","0.57570000022512","0.551252588007654","0.600147412442586","2"
"Rather agree","2003","Bavaria","Rural Area","877","0.559041927124838","0.534372212036007","0.583711642213668","2"
"Rather agree","2003","Berlin","Rural Area","","","","","2"
"Rather agree","2003","Berlin","Urban Area","447","0.547261822714959","0.513418833585705","0.581104811844213","2"
"Rather agree","2003","Brandenburg","Urban Area","39","0.570940148495534","0.45330208531992","0.688578211671149","2"
"Rather agree","2003","Brandenburg","Rural Area","427","0.455088419500769","0.422130544268669","0.488046294732869","2"
"Rather agree","2003","Mecklenburg-Western Pomerania","Urban Area","45","0.602656788852527","0.490402075254004","0.71491150245105","2"
"Rather agree","2003","Mecklenburg-Western Pomerania","Rural Area","222","0.47853754652219","0.432536414290822","0.524538678753558","2"
"Rather agree","2003","Saxony","Urban Area","428","0.534879803240237","0.499898718470674","0.5698608880098","2"
"Rather agree","2003","Saxony","Rural Area","439","0.504862689339038","0.470950617918476","0.5387747607596","2"
"Rather agree","2003","Saxony-Anhalt","Rural Area","316","0.458166044411004","0.420962609531771","0.495369479290237","2"
"Rather agree","2003","Thuringia","Rural Area","320","0.463647777418141","0.425803143590424","0.501492411245857","2"
"Rather agree","2003","Saxony-Anhalt","Urban Area","109","0.464852808603236","0.402271083189237","0.527434534017235","2"
"Rather agree","2003","Thuringia","Urban Area","163","0.564545555820761","0.507381895520225","0.621709216121296","2"
"Rather disagree","2003","Schleswig-Holstein","Rural Area","110","0.279452235752308","0.234275622743229","0.324628848761387","3"
"Rather disagree","2003","Hamburg","Urban Area","64","0.273758413597845","0.2229627626395","0.32455406455619","3"
"Rather disagree","2003","Hamburg","Rural Area","","","","","3"
"Rather disagree","2003","Lower Saxony","Urban Area","289","0.310681724784455","0.281648790419803","0.339714659149106","3"
"Rather disagree","2003","Lower Saxony","Rural Area","279","0.306272531523415","0.276663669231616","0.335881393815213","3"
"Rather disagree","2003","Bremen","Urban Area","48","0.340157246251244","0.269763584621983","0.410550907880504","3"
"Rather disagree","2003","Bremen","Rural Area","","","","","3"
"Rather disagree","2003","North Rhine-Westphalia","Urban Area","1505","0.336154511904441","0.322436004036188","0.349873019772694","3"
"Rather disagree","2003","North Rhine-Westphalia","Rural Area","34","0.306472028836625","0.217866905620181","0.395077152053068","3"
"Rather disagree","2003","Schleswig-Holstein","Urban Area","102","0.374823401143073","0.318622876952884","0.431023925333263","3"
"Rather disagree","2003","Hesse","Urban Area","400","0.349925243162621","0.323271094053097","0.376579392272145","3"
"Rather disagree","2003","Hesse","Rural Area","102","0.365668276343134","0.308221182011462","0.423115370674805","3"
"Rather disagree","2003","Rhineland-Palatinate,Saarland","Urban Area","347","0.341992407637992","0.312951522907524","0.371033292368461","3"
"Rather disagree","2003","Rhineland-Palatinate,Saarland","Rural Area","96","0.259052989442684","0.211050807233769","0.307055171651599","3"
"Rather disagree","2003","Baden-Württemberg","Rural Area","91","0.406789156629354","0.34344138746975","0.470136925788958","3"
"Rather disagree","2003","Bavaria","Urban Area","463","0.304646479265932","0.281879826934745","0.327413131597119","3"
"Rather disagree","2003","Bavaria","Rural Area","509","0.320238817743475","0.297056414178187","0.343421221308763","3"
"Rather disagree","2003","Baden-Württemberg","Urban Area","719","0.313797614159096","0.295493931543562","0.33210129677463","3"
"Rather disagree","2003","Berlin","Urban Area","258","0.319499291616407","0.287796550101296","0.351202033131518","3"
"Rather disagree","2003","Berlin","Rural Area","","","","","3"
"Rather disagree","2003","Brandenburg","Urban Area","27","","","","3"
"Rather disagree","2003","Brandenburg","Rural Area","364","0.442650865432434","0.409777617236102","0.475524113628765","3"
"Rather disagree","2003","Mecklenburg-Western Pomerania","Urban Area","24","","","","3"
"Rather disagree","2003","Mecklenburg-Western Pomerania","Rural Area","187","0.401263265017065","0.356126373825737","0.446400156208392","3"
"Rather disagree","2003","Saxony","Urban Area","303","0.399476635439234","0.365126122988991","0.433827147889477","3"
"Rather disagree","2003","Saxony","Rural Area","343","0.445987713888391","0.412272493823845","0.479702933952936","3"
"Rather disagree","2003","Saxony-Anhalt","Rural Area","284","0.386628539511536","0.350266585186329","0.422990493836743","3"
"Rather disagree","2003","Saxony-Anhalt","Urban Area","112","0.422088603497102","0.360118014996149","0.484059191998055","3"
"Rather disagree","2003","Thuringia","Rural Area","265","0.360452718051164","0.32401546277967","0.396889973322658","3"
"Rather disagree","2003","Thuringia","Urban Area","98","0.341435068678515","0.286764633277863","0.396105504079168","3"
"Disagree fully","2004","Schleswig-Holstein","Urban Area","","","","","4"
"Disagree fully","2004","Schleswig-Holstein","Rural Area","","","","","4"
"Disagree fully","2004","Hamburg","Urban Area","","","","","4"
"Disagree fully","2004","Hamburg","Rural Area","","","","","4"
"Disagree fully","2004","Lower Saxony","Rural Area","","","","","4"
"Disagree fully","2004","Bremen","Rural Area","","","","","4"
"Disagree fully","2004","Lower Saxony","Urban Area","","","","","4"
"Disagree fully","2004","Bremen","Urban Area","","","","","4"
"Disagree fully","2004","North Rhine-Westphalia","Urban Area","","","","","4"
"Disagree fully","2004","North Rhine-Westphalia","Rural Area","","","","","4"
"Disagree fully","2004","Hesse","Urban Area","","","","","4"
"Disagree fully","2004","Hesse","Rural Area","","","","","4"
"Disagree fully","2004","Rhineland-Palatinate,Saarland","Urban Area","","","","","4"
"Disagree fully","2004","Rhineland-Palatinate,Saarland","Rural Area","","","","","4"
"Disagree fully","2004","Baden-Württemberg","Rural Area","","","","","4"
"Disagree fully","2004","Bavaria","Urban Area","","","","","4"
"Disagree fully","2004","Baden-Württemberg","Urban Area","","","","","4"
"Disagree fully","2004","Bavaria","Rural Area","","","","","4"
"Disagree fully","2004","Berlin","Rural Area","","","","","4"
"Disagree fully","2004","Brandenburg","Urban Area","","","","","4"
"Disagree fully","2004","Berlin","Urban Area","","","","","4"
"Disagree fully","2004","Brandenburg","Rural Area","","","","","4"
"Disagree fully","2004","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Disagree fully","2004","Mecklenburg-Western Pomerania","Rural Area","","","","","4"
"Disagree fully","2004","Saxony","Urban Area","","","","","4"
"Disagree fully","2004","Saxony","Rural Area","","","","","4"
"Disagree fully","2004","Saxony-Anhalt","Urban Area","","","","","4"
"Disagree fully","2004","Saxony-Anhalt","Rural Area","","","","","4"
"Disagree fully","2004","Thuringia","Urban Area","","","","","4"
"Disagree fully","2004","Thuringia","Rural Area","","","","","4"
"Fully agree","2004","Schleswig-Holstein","Urban Area","","","","","1"
"Fully agree","2004","Schleswig-Holstein","Rural Area","","","","","1"
"Fully agree","2004","Hamburg","Urban Area","","","","","1"
"Fully agree","2004","Hamburg","Rural Area","","","","","1"
"Fully agree","2004","Lower Saxony","Urban Area","","","","","1"
"Fully agree","2004","Lower Saxony","Rural Area","","","","","1"
"Fully agree","2004","Bremen","Urban Area","","","","","1"
"Fully agree","2004","Bremen","Rural Area","","","","","1"
"Fully agree","2004","North Rhine-Westphalia","Urban Area","","","","","1"
"Fully agree","2004","North Rhine-Westphalia","Rural Area","","","","","1"
"Fully agree","2004","Hesse","Urban Area","","","","","1"
"Fully agree","2004","Hesse","Rural Area","","","","","1"
"Fully agree","2004","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Fully agree","2004","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Fully agree","2004","Baden-Württemberg","Urban Area","","","","","1"
"Fully agree","2004","Baden-Württemberg","Rural Area","","","","","1"
"Fully agree","2004","Bavaria","Urban Area","","","","","1"
"Fully agree","2004","Bavaria","Rural Area","","","","","1"
"Fully agree","2004","Berlin","Urban Area","","","","","1"
"Fully agree","2004","Berlin","Rural Area","","","","","1"
"Fully agree","2004","Brandenburg","Urban Area","","","","","1"
"Fully agree","2004","Brandenburg","Rural Area","","","","","1"
