"plh0192","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","Mecklenburg-Western Pomerania","higher vocational","3","","","","4"
"Disagree fully","2003","Saxony-Anhalt","higher vocational","8","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","vocational + Abi","","","","","4"
"Disagree fully","2003","Saxony-Anhalt","vocational + Abi","4","","","","4"
"Disagree fully","2003","Saxony-Anhalt","middle vocational","42","0.110121522932382","0.0815456777566247","0.138697368108139","4"
"Disagree fully","2003","Saxony","inadequately","1","","","","4"
"Disagree fully","2003","Schleswig-Holstein","in school","1","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","higher education","3","","","","4"
"Disagree fully","2003","Saxony","in school","","","","","4"
"Disagree fully","2003","Saxony","general elemantary","7","","","","4"
"Disagree fully","2003","Saxony","middle vocational","31","0.027968247799522","0.0170744424701578","0.0388620531288863","4"
"Disagree fully","2003","Lower Saxony","inadequately","3","","","","4"
"Disagree fully","2003","Hamburg","higher vocational","","","","","4"
"Disagree fully","2003","Hamburg","higher education","2","","","","4"
"Disagree fully","2003","Lower Saxony","in school","4","","","","4"
"Disagree fully","2003","Lower Saxony","general elemantary","21","","","","4"
"Disagree fully","2003","Lower Saxony","middle vocational","64","0.0833628101408318","0.0661695443654737","0.10055607591619","4"
"Disagree fully","2003","Lower Saxony","vocational + Abi","3","","","","4"
"Disagree fully","2003","Bremen","higher education","","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","in school","4","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","inadequately","13","","","","4"
"Disagree fully","2003","Hesse","inadequately","4","","","","4"
"Disagree fully","2003","Hesse","general elemantary","17","","","","4"
"Disagree fully","2003","Hesse","middle vocational","43","0.0776363168853838","0.0577985372087388","0.0974740965620289","4"
"Disagree fully","2003","Hesse","vocational + Abi","4","","","","4"
"Disagree fully","2003","Hamburg","inadequately","","","","","4"
"Disagree fully","2003","Hamburg","general elemantary","2","","","","4"
"Disagree fully","2003","Hamburg","middle vocational","3","","","","4"
"Disagree fully","2003","Hamburg","vocational + Abi","","","","","4"
"Disagree fully","2003","Baden-Württemberg","general elemantary","33","0.073461939696758","0.0495685272649957","0.0973553521285204","4"
"Disagree fully","2003","Baden-Württemberg","middle vocational","50","0.0382329421233053","0.0276490755491534","0.0488168086974573","4"
"Disagree fully","2003","Baden-Württemberg","vocational + Abi","2","","","","4"
"Disagree fully","2003","Baden-Württemberg","higher vocational","6","","","","4"
"Disagree fully","2003","Bavaria","higher education","12","","","","4"
"Disagree fully","2003","Berlin","in school","","","","","4"
"Disagree fully","2003","Berlin","inadequately","","","","","4"
"Disagree fully","2003","Bremen","higher vocational","1","","","","4"
"Disagree fully","2003","Brandenburg","inadequately","","","","","4"
"Disagree fully","2003","Brandenburg","general elemantary","8","","","","4"
"Disagree fully","2003","Brandenburg","middle vocational","38","0.0965938958911715","0.0696863588262853","0.123501432956058","4"
"Disagree fully","2003","Brandenburg","vocational + Abi","1","","","","4"
"Disagree fully","2003","Brandenburg","higher vocational","2","","","","4"
"Disagree fully","2003","Brandenburg","higher education","9","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","in school","","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","inadequately","","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","general elemantary","3","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","middle vocational","22","","","","4"
"Disagree fully","2003","Hamburg","in school","1","","","","4"
"Disagree fully","2003","Saxony","higher vocational","6","","","","4"
"Disagree fully","2003","Saxony","higher education","3","","","","4"
"Disagree fully","2003","Saxony-Anhalt","in school","3","","","","4"
"Disagree fully","2003","Saxony-Anhalt","inadequately","2","","","","4"
"Disagree fully","2003","Saxony-Anhalt","general elemantary","8","","","","4"
"Disagree fully","2003","Saxony-Anhalt","higher education","9","","","","4"
"Disagree fully","2003","Thuringia","in school","","","","","4"
"Disagree fully","2003","Thuringia","inadequately","","","","","4"
"Disagree fully","2003","Thuringia","vocational + Abi","3","","","","4"
"Disagree fully","2003","Thuringia","higher vocational","7","","","","4"
"Disagree fully","2003","Thuringia","higher education","9","","","","4"
"Disagree fully","2003","Schleswig-Holstein","inadequately","","","","","4"
"Disagree fully","2003","Schleswig-Holstein","general elemantary","6","","","","4"
"Disagree fully","2003","Schleswig-Holstein","middle vocational","12","","","","4"
"Disagree fully","2003","Schleswig-Holstein","vocational + Abi","2","","","","4"
"Disagree fully","2003","Schleswig-Holstein","higher vocational","","","","","4"
"Disagree fully","2003","Saxony","vocational + Abi","1","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","general elemantary","47","0.056792259840603","0.0381954752218936","0.0753890444593124","4"
"Disagree fully","2003","North Rhine-Westphalia","middle vocational","124","0.0604050859845592","0.050583062831817","0.0702271091373015","4"
"Disagree fully","2003","North Rhine-Westphalia","vocational + Abi","17","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","higher vocational","16","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","higher education","22","","","","4"
"Disagree fully","2003","Hesse","in school","3","","","","4"
"Disagree fully","2003","Hesse","higher vocational","2","","","","4"
"Disagree fully","2003","Hesse","higher education","8","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","in school","","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","inadequately","3","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","general elemantary","19","","","","4"
"Disagree fully","2003","Schleswig-Holstein","higher education","4","","","","4"
"Disagree fully","2003","Baden-Württemberg","higher education","10","","","","4"
"Disagree fully","2003","Bavaria","in school","1","","","","4"
"Disagree fully","2003","Bavaria","inadequately","1","","","","4"
"Disagree fully","2003","Bavaria","general elemantary","26","","","","4"
"Disagree fully","2003","Bavaria","middle vocational","63","0.0474242426933121","0.037131263215343","0.0577172221712813","4"
"Disagree fully","2003","Bavaria","vocational + Abi","3","","","","4"
"Disagree fully","2003","Bavaria","higher vocational","7","","","","4"
"Disagree fully","2003","Berlin","general elemantary","6","","","","4"
"Disagree fully","2003","Berlin","middle vocational","16","","","","4"
"Disagree fully","2003","Berlin","vocational + Abi","3","","","","4"
"Disagree fully","2003","Berlin","higher vocational","2","","","","4"
"Disagree fully","2003","Berlin","higher education","6","","","","4"
"Disagree fully","2003","Brandenburg","in school","1","","","","4"
"Disagree fully","2003","Thuringia","general elemantary","8","","","","4"
"Disagree fully","2003","Thuringia","middle vocational","39","0.105168447175583","0.0800942207006331","0.130242673650534","4"
"Disagree fully","2003","Lower Saxony","higher vocational","4","","","","4"
"Disagree fully","2003","Lower Saxony","higher education","5","","","","4"
"Disagree fully","2003","Bremen","in school","","","","","4"
"Disagree fully","2003","Bremen","inadequately","","","","","4"
"Disagree fully","2003","Bremen","general elemantary","1","","","","4"
"Disagree fully","2003","Bremen","middle vocational","9","","","","4"
"Disagree fully","2003","Bremen","vocational + Abi","","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","middle vocational","36","0.0564841735322654","0.0392465868123933","0.0737217602521375","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","vocational + Abi","1","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","higher vocational","6","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","higher education","6","","","","4"
"Disagree fully","2003","Baden-Württemberg","in school","2","","","","4"
"Disagree fully","2003","Baden-Württemberg","inadequately","7","","","","4"
