"plh0192","year","sex","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","Male","581","0.0623810893208763","0.057796087372175","0.0669660912695777","4"
"Disagree fully","2003","Female","517","0.0515834184400934","0.0475391245659671","0.0556277123142197","4"
"Fully agree","2003","Male","676","0.0608133500915887","0.0562825459581219","0.0653441542250556","1"
"Fully agree","2003","Female","741","0.0672944791997817","0.0627135870341211","0.0718753713654423","1"
"Rather agree","2003","Male","5941","0.549273843240351","0.539840824255015","0.558706862225688","2"
"Rather agree","2003","Female","6299","0.5325887808171","0.523465865370783","0.541711696263418","2"
"Rather disagree","2003","Male","3490","0.327531717347184","0.31863433093476","0.336429103759607","3"
"Rather disagree","2003","Female","3933","0.348533321543025","0.339820549874985","0.357246093211064","3"
"Disagree fully","2004","Female","","","","","4"
"Disagree fully","2004","Male","","","","","4"
"Fully agree","2004","Male","","","","","1"
"Fully agree","2004","Female","","","","","1"
"Rather agree","2004","Male","","","","","2"
"Rather agree","2004","Female","","","","","2"
"Rather disagree","2004","Female","","","","","3"
"Rather disagree","2004","Male","","","","","3"
"Disagree fully","2005","Male","","","","","4"
"Disagree fully","2005","Female","","","","","4"
"Fully agree","2005","Male","","","","","1"
"Fully agree","2005","Female","","","","","1"
"Rather agree","2005","Female","","","","","2"
"Rather agree","2005","Male","","","","","2"
"Rather disagree","2005","Male","","","","","3"
"Rather disagree","2005","Female","","","","","3"
"Disagree fully","2006","Male","","","","","4"
"Disagree fully","2006","Female","","","","","4"
"Fully agree","2006","Male","","","","","1"
"Fully agree","2006","Female","","","","","1"
"Rather agree","2006","Male","","","","","2"
"Rather agree","2006","Female","","","","","2"
"Rather disagree","2006","Male","","","","","3"
"Rather disagree","2006","Female","","","","","3"
"Disagree fully","2007","Male","","","","","4"
"Disagree fully","2007","Female","","","","","4"
"Fully agree","2007","Male","","","","","1"
"Fully agree","2007","Female","","","","","1"
"Rather agree","2007","Male","","","","","2"
"Rather agree","2007","Female","","","","","2"
"Rather disagree","2007","Male","","","","","3"
"Rather disagree","2007","Female","","","","","3"
"Disagree fully","2008","Male","479","0.0603473107194781","0.0554887577799036","0.0652058636590526","4"
"Disagree fully","2008","Female","437","0.0442093689844006","0.040209166148842","0.0482095718199592","4"
"Fully agree","2008","Female","620","0.0614566097916415","0.0567829731126323","0.0661302464706507","1"
"Fully agree","2008","Male","507","0.049810870120261","0.0453721129063608","0.0542496273341612","1"
"Rather agree","2008","Female","5711","0.536209500645033","0.526505034550288","0.545913966739777","2"
"Rather agree","2008","Male","5073","0.531614596913406","0.521433503487356","0.541795690339457","2"
"Rather disagree","2008","Female","3376","0.358124520578925","0.348794429304756","0.367454611853095","3"
"Rather disagree","2008","Male","3169","0.358227222246855","0.348444398330364","0.368010046163345","3"
"Disagree fully","2009","Male","","","","","4"
"Disagree fully","2009","Female","","","","","4"
"Fully agree","2009","Female","","","","","1"
"Fully agree","2009","Male","","","","","1"
"Rather agree","2009","Female","","","","","2"
"Rather agree","2009","Male","","","","","2"
"Rather disagree","2009","Female","","","","","3"
"Rather disagree","2009","Male","","","","","3"
"Disagree fully","2010","Female","","","","","4"
"Disagree fully","2010","Male","","","","","4"
"Fully agree","2010","Female","","","","","1"
"Fully agree","2010","Male","","","","","1"
"Rather agree","2010","Female","","","","","2"
"Rather agree","2010","Male","","","","","2"
"Rather disagree","2010","Female","","","","","3"
"Rather disagree","2010","Male","","","","","3"
"Disagree fully","2011","Female","","","","","4"
"Disagree fully","2011","Male","","","","","4"
"Fully agree","2011","Female","","","","","1"
"Fully agree","2011","Male","","","","","1"
"Rather agree","2011","Female","","","","","2"
"Rather agree","2011","Male","","","","","2"
"Rather disagree","2011","Female","","","","","3"
"Rather disagree","2011","Male","","","","","3"
"Disagree fully","2012","Female","","","","","4"
"Disagree fully","2012","Male","","","","","4"
"Fully agree","2012","Male","","","","","1"
"Fully agree","2012","Female","","","","","1"
"Rather agree","2012","Female","","","","","2"
"Rather agree","2012","Male","","","","","2"
"Rather disagree","2012","Female","","","","","3"
"Rather disagree","2012","Male","","","","","3"
"Disagree fully","2013","Female","446","0.0347078660754158","0.0316747950949515","0.0377409370558802","4"
"Disagree fully","2013","Male","489","0.0428333322064553","0.0391388913509325","0.0465277730619781","4"
"Fully agree","2013","Male","786","0.0666125866573862","0.0620629876180665","0.0711621856967059","1"
"Fully agree","2013","Female","979","0.0666897405739435","0.0625556330528842","0.0708238480950028","1"
"Rather agree","2013","Female","8510","0.593648291219154","0.585509594035638","0.60178698840267","2"
"Rather agree","2013","Male","6901","0.590221545000618","0.581248370903597","0.599194719097639","2"
"Rather disagree","2013","Female","4055","0.304954102131486","0.297325179406176","0.312583024856797","3"
"Rather disagree","2013","Male","3363","0.300332536135541","0.291968593694472","0.30869647857661","3"
"Disagree fully","2014","Male","","","","","4"
"Disagree fully","2014","Female","","","","","4"
"Fully agree","2014","Male","","","","","1"
"Fully agree","2014","Female","","","","","1"
"Rather agree","2014","Male","","","","","2"
"Rather agree","2014","Female","","","","","2"
"Rather disagree","2014","Male","","","","","3"
"Rather disagree","2014","Female","","","","","3"
"Disagree fully","2015","Male","","","","","4"
"Disagree fully","2015","Female","","","","","4"
"Fully agree","2015","Male","","","","","1"
"Fully agree","2015","Female","","","","","1"
"Rather agree","2015","Male","","","","","2"
"Rather agree","2015","Female","","","","","2"
"Rather disagree","2015","Male","","","","","3"
"Rather disagree","2015","Female","","","","","3"
"Disagree fully","2016","Male","","","","","4"
"Disagree fully","2016","Female","","","","","4"
"Fully agree","2016","Male","","","","","1"
"Fully agree","2016","Female","","","","","1"
"Rather agree","2016","Male","","","","","2"
"Rather agree","2016","Female","","","","","2"
"Rather disagree","2016","Female","","","","","3"
"Rather disagree","2016","Male","","","","","3"
"Disagree fully","2017","Male","","","","","4"
"Disagree fully","2017","Female","","","","","4"
"Fully agree","2017","Female","","","","","1"
"Fully agree","2017","Male","","","","","1"
"Rather agree","2017","Female","","","","","2"
"Rather agree","2017","Male","","","","","2"
"Rather disagree","2017","Male","","","","","3"
"Rather disagree","2017","Female","","","","","3"
"Disagree fully","2018","Male","782","0.0422421135341275","0.0389329999244788","0.0455512271437762","4"
"Disagree fully","2018","Female","769","0.0371413643018323","0.0341450719661535","0.0401376566375111","4"
"Fully agree","2018","Male","1423","0.0726065312620995","0.0683374851026888","0.0768755774215102","1"
"Fully agree","2018","Female","1322","0.0730424501881891","0.0689196566970057","0.0771652436793725","1"
"Rather agree","2018","Male","8370","0.597626669525413","0.589559139907686","0.605694199143139","2"
"Rather agree","2018","Female","9175","0.615752178513147","0.608045226095423","0.62345913093087","2"
"Rather disagree","2018","Male","3618","0.287524685678361","0.280078506729342","0.294970864627379","3"
"Rather disagree","2018","Female","4036","0.274064006996832","0.266996778083154","0.28113123591051","3"
