"plh0192","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","lower secondary degree","no migration background","422","0.063467333337593","0.0577425141228169","0.0691921525523691"
"Fully agree","2003","lower secondary degree","direct migration background","46","0.0736693110866964","0.054077974338434","0.0932606478349588"
"Fully agree","2003","lower secondary degree","indirect migration background","15","","",""
"Fully agree","2003","secondary school degree","no migration background","287","0.0500489142827097","0.0445247833236483","0.055573045241771"
"Fully agree","2003","secondary school degree","direct migration background","14","","",""
"Fully agree","2003","secondary school degree","indirect migration background","12","","",""
"Fully agree","2003","college entrance qualification","no migration background","382","0.0734099550132985","0.0661451674064213","0.0806747426201757"
"Fully agree","2003","college entrance qualification","direct migration background","16","","",""
"Fully agree","2003","college entrance qualification","indirect migration background","17","","",""
"Fully agree","2003","Other degree","no migration background","10","","",""
"Fully agree","2003","Other degree","direct migration background","93","0.0769211871568757","0.061287609535325","0.0925547647784264"
"Fully agree","2003","Other degree","indirect migration background","3","","",""
"Fully agree","2003","no degree/no degree yet","no migration background","50","0.0913748767150834","0.0680054832979317","0.114744270132235"
"Fully agree","2003","no degree/no degree yet","direct migration background","19","","",""
"Fully agree","2003","no degree/no degree yet","indirect migration background","7","","",""
"Rather agree","2003","lower secondary degree","no migration background","3659","0.524120040664446","0.512392977167438","0.535847104161455"
"Rather agree","2003","lower secondary degree","direct migration background","332","0.471143629235114","0.433708160888132","0.508579097582096"
"Rather agree","2003","lower secondary degree","indirect migration background","109","0.455938115253998","0.394199741250562","0.517676489257435"
"Rather agree","2003","secondary school degree","no migration background","3224","0.53015639127103","0.517512094627839","0.54280068791422"
"Rather agree","2003","secondary school degree","direct migration background","146","0.530017799162035","0.469116834679244","0.590918763644826"
"Rather agree","2003","secondary school degree","indirect migration background","95","0.430962583304258","0.363825086776535","0.498100079831981"
"Rather agree","2003","college entrance qualification","no migration background","3134","0.613847845964123","0.600286236716395","0.627409455211852"
"Rather agree","2003","college entrance qualification","direct migration background","192","0.699934861584294","0.6470981533284","0.752771569840188"
"Rather agree","2003","college entrance qualification","indirect migration background","100","0.552616652047299","0.482101361660875","0.623131942433722"
"Rather agree","2003","Other degree","no migration background","51","0.51174754393791","0.415678930363811","0.60781615751201"
"Rather agree","2003","Other degree","direct migration background","590","0.523308432916732","0.494005331044639","0.552611534788824"
"Rather agree","2003","Other degree","indirect migration background","7","","",""
"Rather agree","2003","no degree/no degree yet","no migration background","322","0.497209003803401","0.456657692203659","0.537760315403144"
"Rather agree","2003","no degree/no degree yet","direct migration background","101","0.474298067992304","0.408906832008356","0.539689303976253"
"Rather agree","2003","no degree/no degree yet","indirect migration background","42","0.425865428981297","0.317511131728656","0.534219726233937"
"Rather disagree","2003","lower secondary degree","no migration background","2448","0.342863900664677","0.331718036926701","0.354009764402652"
"Rather disagree","2003","lower secondary degree","direct migration background","251","0.370256087763387","0.334042560156342","0.406469615370432"
"Rather disagree","2003","lower secondary degree","indirect migration background","107","0.407956134000345","0.347035871867358","0.468876396133333"
"Rather disagree","2003","secondary school degree","no migration background","2220","0.371043656030467","0.35880485794385","0.383282454117083"
"Rather disagree","2003","secondary school degree","direct migration background","83","0.351267547204193","0.293018333919922","0.409516760488463"
"Rather disagree","2003","secondary school degree","indirect migration background","85","0.459678706807586","0.392112710867419","0.527244702747753"
"Rather disagree","2003","college entrance qualification","no migration background","1316","0.282686172983546","0.270142968213677","0.295229377753415"
"Rather disagree","2003","college entrance qualification","direct migration background","69","0.193442329991499","0.14790237053001","0.238982289452987"
"Rather disagree","2003","college entrance qualification","indirect migration background","66","0.308656274648136","0.243145011211204","0.374167538085068"
"Rather disagree","2003","Other degree","no migration background","34","0.35527641823063","0.263294727105307","0.447258109355952"
"Rather disagree","2003","Other degree","direct migration background","350","0.325823616309616","0.298326063733479","0.353321168885753"
"Rather disagree","2003","Other degree","indirect migration background","6","","",""
"Rather disagree","2003","no degree/no degree yet","no migration background","188","0.370550851958586","0.331381543816564","0.409720160100609"
"Rather disagree","2003","no degree/no degree yet","direct migration background","83","0.366627254305835","0.303521909969954","0.429732598641717"
"Rather disagree","2003","no degree/no degree yet","indirect migration background","24","","",""
"Disagree fully","2003","lower secondary degree","no migration background","438","0.0695487253332839","0.0635753941987893","0.0755220564677785"
"Disagree fully","2003","lower secondary degree","direct migration background","54","0.0849309719148033","0.0640236833098564","0.10583826051975"
"Disagree fully","2003","lower secondary degree","indirect migration background","19","","",""
"Disagree fully","2003","secondary school degree","no migration background","254","0.0487510384157938","0.0432952810599975","0.0542067957715902"
"Disagree fully","2003","secondary school degree","direct migration background","15","","",""
"Disagree fully","2003","secondary school degree","indirect migration background","17","","",""
"Disagree fully","2003","college entrance qualification","no migration background","119","0.0300560260390325","0.0253000382421818","0.0348120138358832"
"Disagree fully","2003","college entrance qualification","direct migration background","12","","",""
"Disagree fully","2003","college entrance qualification","indirect migration background","8","","",""
"Disagree fully","2003","Other degree","no migration background","9","","",""
"Disagree fully","2003","Other degree","direct migration background","83","0.0739467636167766","0.0585937527868321","0.0892997744467211"
"Disagree fully","2003","Other degree","indirect migration background","","","",""
"Disagree fully","2003","no degree/no degree yet","no migration background","24","","",""
"Disagree fully","2003","no degree/no degree yet","direct migration background","21","","",""
"Disagree fully","2003","no degree/no degree yet","indirect migration background","7","","",""
"Fully agree","2004","lower secondary degree","no migration background","","","",""
"Fully agree","2004","lower secondary degree","direct migration background","","","",""
"Fully agree","2004","lower secondary degree","indirect migration background","","","",""
"Fully agree","2004","secondary school degree","no migration background","","","",""
"Fully agree","2004","secondary school degree","direct migration background","","","",""
"Fully agree","2004","secondary school degree","indirect migration background","","","",""
"Fully agree","2004","college entrance qualification","no migration background","","","",""
"Fully agree","2004","college entrance qualification","direct migration background","","","",""
"Fully agree","2004","college entrance qualification","indirect migration background","","","",""
"Fully agree","2004","Other degree","no migration background","","","",""
"Fully agree","2004","Other degree","direct migration background","","","",""
"Fully agree","2004","Other degree","indirect migration background","","","",""
"Fully agree","2004","no degree/no degree yet","no migration background","","","",""
"Fully agree","2004","no degree/no degree yet","direct migration background","","","",""
"Fully agree","2004","no degree/no degree yet","indirect migration background","","","",""
"Rather agree","2004","lower secondary degree","no migration background","","","",""
"Rather agree","2004","lower secondary degree","direct migration background","","","",""
"Rather agree","2004","lower secondary degree","indirect migration background","","","",""
"Rather agree","2004","secondary school degree","no migration background","","","",""
"Rather agree","2004","secondary school degree","direct migration background","","","",""
"Rather agree","2004","secondary school degree","indirect migration background","","","",""
"Rather agree","2004","college entrance qualification","no migration background","","","",""
"Rather agree","2004","college entrance qualification","direct migration background","","","",""
"Rather agree","2004","college entrance qualification","indirect migration background","","","",""
"Rather agree","2004","Other degree","no migration background","","","",""
"Rather agree","2004","Other degree","direct migration background","","","",""
"Rather agree","2004","Other degree","indirect migration background","","","",""
"Rather agree","2004","no degree/no degree yet","no migration background","","","",""
"Rather agree","2004","no degree/no degree yet","direct migration background","","","",""
"Rather agree","2004","no degree/no degree yet","indirect migration background","","","",""
"Rather disagree","2004","lower secondary degree","no migration background","","","",""
"Rather disagree","2004","lower secondary degree","direct migration background","","","",""
"Rather disagree","2004","lower secondary degree","indirect migration background","","","",""
