"plh0192","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","16-34 y.","Rural Area","80","0.0555332609008521","0.0453605890032527","0.0657059327984516","4"
"Disagree fully","2003","35-65 y.","Rural Area","215","0.0598541990868159","0.0526116457697591","0.0670967524038727","4"
"Disagree fully","2003","16-34 y.","Urban Area","195","0.0488413651429614","0.0420889667955429","0.0555937634903799","4"
"Disagree fully","2003","35-65 y.","Urban Area","425","0.0611506157467232","0.0560619591076788","0.0662392723857676","4"
"Disagree fully","2003","66 and older","Urban Area","115","0.0509852828135348","0.0422483801304422","0.0597221854966274","4"
"Disagree fully","2003","66 and older","Rural Area","68","0.0599855788844483","0.0467899957803324","0.0731811619885642","4"
"Fully agree","2003","16-34 y.","Urban Area","249","0.0594612673276473","0.052052548660164","0.0668699859951306","1"
"Fully agree","2003","16-34 y.","Rural Area","86","0.0396381867358879","0.0309717724432309","0.0483046010285449","1"
"Fully agree","2003","35-65 y.","Urban Area","542","0.0602727814768673","0.0552184201297471","0.0653271428239876","1"
"Fully agree","2003","35-65 y.","Rural Area","206","0.0495463126369717","0.0429208237011206","0.0561718015728229","1"
"Fully agree","2003","66 and older","Urban Area","232","0.0998817480046331","0.0879723047511768","0.111791191258089","1"
"Fully agree","2003","66 and older","Rural Area","102","0.0824770834824447","0.0671904093223556","0.0977637576425338","1"
"Rather agree","2003","35-65 y.","Rural Area","2221","0.532677702162403","0.517444637194925","0.547910767129881","2"
"Rather agree","2003","16-34 y.","Rural Area","981","0.503527836015164","0.481319076102651","0.525736595927676","2"
"Rather agree","2003","16-34 y.","Urban Area","2131","0.546374686560395","0.530778026512069","0.561971346608721","2"
"Rather agree","2003","35-65 y.","Urban Area","4864","0.540626218700648","0.530042545498571","0.551209891902726","2"
"Rather agree","2003","66 and older","Urban Area","1354","0.553497764657133","0.533752254331776","0.573243274982491","2"
"Rather agree","2003","66 and older","Rural Area","689","0.560154438302203","0.532571412952325","0.58773746365208","2"
"Rather disagree","2003","16-34 y.","Urban Area","1339","0.345322680968997","0.330426879343224","0.360218482594769","3"
"Rather disagree","2003","16-34 y.","Rural Area","800","0.401300716348096","0.379528409220012","0.42307302347618","3"
"Rather disagree","2003","35-65 y.","Rural Area","1479","0.357921786113809","0.343285367644338","0.37255820458328","3"
"Rather disagree","2003","35-65 y.","Urban Area","2686","0.337950384075761","0.327904769565691","0.347995998585831","3"
"Rather disagree","2003","66 and older","Urban Area","734","0.295635204524699","0.277510309348978","0.313760099700419","3"
"Rather disagree","2003","66 and older","Rural Area","385","0.297382899330904","0.271981639652781","0.322784159009028","3"
"Disagree fully","2004","16-34 y.","Rural Area","","","","","4"
"Disagree fully","2004","35-65 y.","Rural Area","","","","","4"
"Disagree fully","2004","16-34 y.","Urban Area","","","","","4"
"Disagree fully","2004","35-65 y.","Urban Area","","","","","4"
"Disagree fully","2004","66 and older","Urban Area","","","","","4"
"Disagree fully","2004","66 and older","Rural Area","","","","","4"
"Fully agree","2004","16-34 y.","Urban Area","","","","","1"
"Fully agree","2004","16-34 y.","Rural Area","","","","","1"
"Fully agree","2004","35-65 y.","Urban Area","","","","","1"
"Fully agree","2004","35-65 y.","Rural Area","","","","","1"
"Fully agree","2004","66 and older","Urban Area","","","","","1"
"Fully agree","2004","66 and older","Rural Area","","","","","1"
"Rather agree","2004","16-34 y.","Rural Area","","","","","2"
"Rather agree","2004","16-34 y.","Urban Area","","","","","2"
"Rather agree","2004","35-65 y.","Rural Area","","","","","2"
"Rather agree","2004","35-65 y.","Urban Area","","","","","2"
"Rather agree","2004","66 and older","Urban Area","","","","","2"
"Rather agree","2004","66 and older","Rural Area","","","","","2"
"Rather disagree","2004","16-34 y.","Rural Area","","","","","3"
"Rather disagree","2004","16-34 y.","Urban Area","","","","","3"
"Rather disagree","2004","35-65 y.","Rural Area","","","","","3"
"Rather disagree","2004","35-65 y.","Urban Area","","","","","3"
"Rather disagree","2004","66 and older","Urban Area","","","","","3"
"Rather disagree","2004","66 and older","Rural Area","","","","","3"
"Disagree fully","2005","16-34 y.","Rural Area","","","","","4"
"Disagree fully","2005","16-34 y.","Urban Area","","","","","4"
"Disagree fully","2005","35-65 y.","Rural Area","","","","","4"
"Disagree fully","2005","35-65 y.","Urban Area","","","","","4"
"Disagree fully","2005","66 and older","Urban Area","","","","","4"
"Disagree fully","2005","66 and older","Rural Area","","","","","4"
"Fully agree","2005","16-34 y.","Urban Area","","","","","1"
"Fully agree","2005","16-34 y.","Rural Area","","","","","1"
