"plh0192","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","no migration background","Rural Area","340","0.0599008468434098","0.0542426970153494","0.0655589966714702","4"
"Disagree fully","2003","direct migration background","Rural Area","17","","","","4"
"Disagree fully","2003","no migration background","Urban Area","514","0.0507597768379697","0.0468362960924694","0.0546832575834701","4"
"Disagree fully","2003","direct migration background","Urban Area","170","0.0762267509063441","0.0650308572145839","0.0874226445981042","4"
"Disagree fully","2003","indirect migration background","Urban Area","51","0.08288683226302","0.0622247409843147","0.103548923541725","4"
"Disagree fully","2003","indirect migration background","Rural Area","6","","","","4"
"Fully agree","2003","no migration background","Urban Area","807","0.0668695159846005","0.0624046452918249","0.0713343866773761","1"
"Fully agree","2003","no migration background","Rural Area","354","0.0529527835917122","0.04761327432073","0.0582922928626944","1"
"Fully agree","2003","direct migration background","Urban Area","160","0.075179413463085","0.0640543990657023","0.0863044278604677","1"
"Fully agree","2003","direct migration background","Rural Area","36","0.0746100340377273","0.0504397821319337","0.0987802859435208","1"
"Fully agree","2003","indirect migration background","Urban Area","56","0.0771688755351544","0.0571701535537093","0.0971675975165996","1"
"Fully agree","2003","indirect migration background","Rural Area","4","","","","1"
"Rather agree","2003","direct migration background","Rural Area","241","0.569727181185815","0.524183766400836","0.615270595970793","2"
"Rather agree","2003","no migration background","Rural Area","3603","0.529534233933513","0.517633269257862","0.541435198609163","2"
"Rather agree","2003","no migration background","Urban Area","6889","0.553187735763385","0.544301406082191","0.56207406544458","2"
"Rather agree","2003","direct migration background","Urban Area","1139","0.520656599402699","0.499578985937257","0.541734212868142","2"
"Rather agree","2003","indirect migration background","Urban Area","321","0.466893561786181","0.429505242178937","0.504281881393425","2"
"Rather agree","2003","indirect migration background","Rural Area","47","0.451853854647099","0.354795129618958","0.548912579675239","2"
"Rather disagree","2003","no migration background","Urban Area","3814","0.329182971414044","0.32078364755343","0.337582295274658","3"
"Rather disagree","2003","no migration background","Rural Area","2460","0.357612135631365","0.346183985958937","0.369040285303794","3"
"Rather disagree","2003","direct migration background","Rural Area","160","0.308485609382439","0.266000354269032","0.350970864495847","3"
"Rather disagree","2003","direct migration background","Urban Area","689","0.327937236227871","0.308130055978877","0.347744416476866","3"
