"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1999","college entrance qualification","West Germany","48.79","36","166","10","20","72","108","203","42","55.58","1","281","28","40"
"1999","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1999","lower secondary degree","West Germany","60.56","43","245","10","18","75","118","256","53.16","67.96","1","614","27","41"
"1999","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1999","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"1999","Other degree","East Germany","","","","","","","","","","","","","",""
"1999","Other degree","West Germany","","","","","","","","","","","","","",""
"1999","secondary school degree","East Germany","33.09","13","69","7","9","36","66","256","14.95","51.23","1","511","11","18"
"1999","secondary school degree","West Germany","54.33","49.71","201","10","20","77","98","205","47.03","61.63","1","501","31","42"
"2000","college entrance qualification","East Germany","31.74","17.3","32","4","10","53","61","128","21.7","41.78","1","128","10","31"
"2000","college entrance qualification","West Germany","54.76","41","390","8","20","71","128","205","49.52","60","1","358","34","41"
"2000","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2000","lower secondary degree","West Germany","59.58","43.16","458","10","17","77","127","281","54.26","64.9","1","511","34","46"
"2000","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2000","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2000","Other degree","East Germany","","","","","","","","","","","","","",""
"2000","Other degree","West Germany","38.09","23.43","32","6","10","66","92","153","24.66","51.52","1","153","10","40"
"2000","secondary school degree","East Germany","22.91","13","99","5","7","23","56","132","17.4","28.42","1","132","12","18"
"2000","secondary school degree","West Germany","57.67","41","456","9","18","77","123","256","52.35","62.99","1","458","34","43"
"2001","college entrance qualification","East Germany","19.4","12.41","43","1","7","26","33","170","10.49","28.31","1","170","8","15"
"2001","college entrance qualification","West Germany","51.62","41","375","10","20","65","102","217","46.2","57.04","1","463","31","41"
"2001","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2001","lower secondary degree","West Germany","49.89","43","416","8","15","66","102","187","45.43","54.35","1","460","31","41"
"2001","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2001","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2001","Other degree","East Germany","","","","","","","","","","","","","",""
"2001","Other degree","West Germany","","","","","","","","","","","","","",""
"2001","secondary school degree","East Germany","17.49","13","100","1","5","16","37","77","11.53","23.45","1","271","10","15"
"2001","secondary school degree","West Germany","53.52","41","420","7","15","75","110","271","49.02","58.02","1","348","33","41"
"2002","college entrance qualification","East Germany","17.43","12","67","2","7","20","50","75","12.56","22.3","1","80","11","20"
"2002","college entrance qualification","West Germany","55.34","44.08","525","12","20","75","100","250","50.21","60.47","1","510","45","50"
"2002","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2002","lower secondary degree","West Germany","50.64","35.94","472","10","15","70","104","200","45.25","56.03","2","636","33","40"
"2002","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2002","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2002","Other degree","East Germany","","","","","","","","","","","","","",""
"2002","Other degree","West Germany","39.41","23.98","34","1","12","50","80","250","21.24","57.58","1","250","17","45"
"2002","secondary school degree","East Germany","19.9","12","106","3","6","20","50","180","12.68","27.12","1","250","12","16"
"2002","secondary school degree","West Germany","55.91","44","526","10","17","74","105","250","50.83","60.99","1","500","36","50"
"2003","college entrance qualification","East Germany","15.12","10","65","1","2","20","30","80","6.2","24.04","1","200","10","15"
"2003","college entrance qualification","West Germany","54.65","40","498","11","20","75","120","220","49.25","60.05","1","600","40","50"
"2003","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2003","lower secondary degree","West Germany","55.58","35.39","460","9","18","70","105","260","50.12","61.04","1","776","30","40"
"2003","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2003","Other degree","East Germany","","","","","","","","","","","","","",""
"2003","Other degree","West Germany","","","","","","","","","","","","","",""
