"year","education","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","college entrance qualification","(Married) couple without C.","62.35","51","64","8","20","92","111","281","49.57","75.13","1","281","26","51"
"1999","college entrance qualification","1-pers.-HH","41.27","27","38","10","20","56","77","143","30.33","52.21","1","143","20","46"
"1999","college entrance qualification","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1999","college entrance qualification","Couple + C. LE 16","36.58","33","45","11","26","41","57","164","27.28","45.88","1","164","23","36"
"1999","college entrance qualification","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1999","college entrance qualification","Single parent","","","","","","","","","","","","","",""
"1999","lower secondary degree","(Married) couple without C.","60.89","51","121","10","18","77","123","256","52.12","69.66","1","256","26","51"
"1999","lower secondary degree","1-pers.-HH","68.93","52.4","37","10","18","77","93","614","35.34","102.52","1","614","20","67"
"1999","lower secondary degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1999","lower secondary degree","Couple + C. LE 16","53.66","37.28","47","9","17","56","133","215","39.31","68.01","3","215","18","40"
"1999","lower secondary degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1999","lower secondary degree","Single parent","","","","","","","","","","","","","",""
"1999","no degree/no degree yet","(Married) couple without C.","","","","","","","","","","","","","",""
"1999","no degree/no degree yet","1-pers.-HH","","","","","","","","","","","","","",""
"1999","no degree/no degree yet","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1999","no degree/no degree yet","Couple + C. LE 16","","","","","","","","","","","","","",""
"1999","no degree/no degree yet","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1999","no degree/no degree yet","Single parent","","","","","","","","","","","","","",""
"1999","Other degree","(Married) couple without C.","","","","","","","","","","","","","",""
"1999","Other degree","1-pers.-HH","","","","","","","","","","","","","",""
"1999","Other degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1999","Other degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"1999","Other degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1999","Other degree","Single parent","","","","","","","","","","","","","",""
"1999","secondary school degree","(Married) couple without C.","67.59","56.41","92","10","34","77","118","289","53.82","81.36","1","501","35","58"
"1999","secondary school degree","1-pers.-HH","47.12","46.21","31","9","14","66","98","102","29.02","65.22","3","256","14","60"
"1999","secondary school degree","Couple + C. GT 16 ","50.56","33","43","8","21","76","102","194","36.29","64.83","1","194","18","41"
"1999","secondary school degree","Couple + C. LE 16","32.07","20","61","7","12","40","57","176","14.28","49.86","1","511","13","31"
"1999","secondary school degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1999","secondary school degree","Single parent","","","","","","","","","","","","","",""
"2000","college entrance qualification","(Married) couple without C.","66.53","51","147","8","20","102","141","205","57.34","75.72","1","307","34","52"
"2000","college entrance qualification","1-pers.-HH","41.08","36","66","6","16","56","83","186","31.4","50.76","1","205","23","50"
"2000","college entrance qualification","Couple + C. GT 16 ","58.77","47.32","60","10","16","77","128","256","46.1","71.44","5","256","26","56"
"2000","college entrance qualification","Couple + C. LE 16","43.97","34","109","9","26","50","76","291","34.1","53.84","1","358","28","38"
"2000","college entrance qualification","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2000","college entrance qualification","Single parent","","","","","","","","","","","","","",""
"2000","lower secondary degree","(Married) couple without C.","65.02","51","216","10","20","85","128","501","56.72","73.32","1","501","36","60"
"2000","lower secondary degree","1-pers.-HH","61.01","58.39","61","10","18","92","138","179","49.32","72.7","2","179","26","70"
"2000","lower secondary degree","Couple + C. GT 16 ","43.4","26","54","7","10","48","102","281","28.23","58.57","3","281","15","41"
"2000","lower secondary degree","Couple + C. LE 16","49.69","26","86","8","12","51","102","511","35.33","64.05","2","511","18","36"
"2000","lower secondary degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2000","lower secondary degree","Single parent","","","","","","","","","","","","","",""
"2000","no degree/no degree yet","(Married) couple without C.","","","","","","","","","","","","","",""
"2000","no degree/no degree yet","1-pers.-HH","","","","","","","","","","","","","",""
"2000","no degree/no degree yet","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2000","no degree/no degree yet","Couple + C. LE 16","","","","","","","","","","","","","",""
"2000","no degree/no degree yet","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2000","no degree/no degree yet","Single parent","","","","","","","","","","","","","",""
"2000","Other degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2000","Other degree","1-pers.-HH","","","","","","","","","","","","","",""
"2000","Other degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2000","Other degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2000","Other degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2000","Other degree","Single parent","","","","","","","","","","","","","",""
"2000","secondary school degree","(Married) couple without C.","64.86","51","201","10","20","80","153","268","56.37","73.35","1","383","37","56"
"2000","secondary school degree","1-pers.-HH","53.48","50.11","79","7","13","77","102","220","43.85","63.11","1","220","33","62"
"2000","secondary school degree","Couple + C. GT 16 ","51.17","26","73","5","11","61","123","458","34.17","68.17","1","458","16","37"
"2000","secondary school degree","Couple + C. LE 16","32.57","26","136","7","11","41","61","148","27.9","37.24","1","148","20","29"
"2000","secondary school degree","Couple + C. LE and GT 16","46.87","25.56","33","5","15","41","66","256","22.26","71.48","3","256","15","38"
"2000","secondary school degree","Single parent","","","","","","","","","","","","","",""
"2001","college entrance qualification","(Married) couple without C.","64.6","51","129","10","20","94","153","217","54.63","74.57","1","281","31","53"
"2001","college entrance qualification","1-pers.-HH","39.43","32.51","60","9","16","60","79","127","32.1","46.76","1","127","20","51"
"2001","college entrance qualification","Couple + C. GT 16 ","51.85","29","62","3","10","54","102","463","30.25","73.45","1","463","13","40"
"2001","college entrance qualification","Couple + C. LE 16","41.38","33.74","131","10","25","51","78","118","35.89","46.87","1","222","26","36"
"2001","college entrance qualification","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2001","college entrance qualification","Single parent","","","","","","","","","","","","","",""
"2001","lower secondary degree","(Married) couple without C.","52.85","51","192","8","15","72","102","187","46.46","59.24","1","205","35","56"
"2001","lower secondary degree","1-pers.-HH","61.71","61.61","53","10","20","77","141","186","48.76","74.66","2","186","26","71"
"2001","lower secondary degree","Couple + C. GT 16 ","37.76","19","62","8","11","51","82","205","21.18","54.34","3","460","14","36"
"2001","lower secondary degree","Couple + C. LE 16","30.07","26","92","6","14","43","54","77","26.1","34.04","4","82","20","26"
"2001","lower secondary degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2001","lower secondary degree","Single parent","","","","","","","","","","","","","",""
"2001","no degree/no degree yet","(Married) couple without C.","","","","","","","","","","","","","",""
"2001","no degree/no degree yet","1-pers.-HH","","","","","","","","","","","","","",""
"2001","no degree/no degree yet","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2001","no degree/no degree yet","Couple + C. LE 16","","","","","","","","","","","","","",""
"2001","no degree/no degree yet","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2001","no degree/no degree yet","Single parent","","","","","","","","","","","","","",""
"2001","Other degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2001","Other degree","1-pers.-HH","","","","","","","","","","","","","",""
"2001","Other degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2001","Other degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2001","Other degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2001","Other degree","Single parent","","","","","","","","","","","","","",""
"2001","secondary school degree","(Married) couple without C.","60.16","51","173","8","24","79","138","187","52.89","67.43","1","271","40","56"
"2001","secondary school degree","1-pers.-HH","58.16","41","90","8","14","77","102","348","46.47","69.85","1","348","26","51"
"2001","secondary school degree","Couple + C. GT 16 ","37.8","18.93","80","3","10","51","85","215","28.04","47.56","1","215","14","31"
"2001","secondary school degree","Couple + C. LE 16","26.58","20","128","5","10","41","51","102","23.08","30.08","1","102","15","26"
"2001","secondary school degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2001","secondary school degree","Single parent","","","","","","","","","","","","","",""
"2002","college entrance qualification","(Married) couple without C.","75.11","70","215","10","30","100","150","300","65.27","84.95","1","510","50","73"
"2002","college entrance qualification","1-pers.-HH","44.95","40","68","10","17","65","85","100","35.63","54.27","1","200","26","57"
"2002","college entrance qualification","Couple + C. GT 16 ","50.34","35","96","11","13","63","90","400","38.7","61.98","1","400","25","50"
"2002","college entrance qualification","Couple + C. LE 16","37.04","30","156","8","18","50","60","200","31.44","42.64","1","220","30","42"
"2002","college entrance qualification","Couple + C. LE and GT 16","36.32","27.88","31","12","12","42","80","200","20.7","51.94","9","200","20","48"
"2002","college entrance qualification","Single parent","","","","","","","","","","","","","",""
"2002","lower secondary degree","(Married) couple without C.","57.4","45","215","10","18","77","130","220","47.51","67.29","2","636","41","60"
"2002","lower secondary degree","1-pers.-HH","52.76","40.39","56","8","14","80","100","190","39.75","65.77","2","190","20","70"
"2002","lower secondary degree","Couple + C. GT 16 ","49.41","40","72","11","20","60","100","187","39.02","59.8","2","200","20","40"
"2002","lower secondary degree","Couple + C. LE 16","31.35","20","93","10","13","39","60","200","24.62","38.08","3","200","18","30"
