"year","e11102","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","Employed","general elemantary","35.49","31.96","45","6","15","56","61","92","25.45","45.53","4","205","16","36"
"1999","Employed","higher education","46.89","31","128","8","13","75","111","205","38.71","55.07","1","215","21","33"
"1999","Employed","higher vocational","54.85","42.12","51","13","20","51","123","256","31.67","78.03","1","511","20","45"
"1999","Employed","in school","","","","","","","","","","","","","",""
"1999","Employed","inadequately","","","","","","","","","","","","","",""
"1999","Employed","middle vocational","46.13","26.82","300","9","13","56","77","297","39.61","52.65","1","614","24","31"
"1999","Employed","vocational + Abi","39.84","31","39","7","18","51","92","143","29.32","50.36","1","143","15","41"
"1999","Not Employed","general elemantary","48.36","31","32","9","14","77","93","205","32.36","64.36","3","205","11","60"
"1999","Not Employed","higher education","","","","","","","","","","","","","",""
"1999","Not Employed","higher vocational","","","","","","","","","","","","","",""
"1999","Not Employed","in school","","","","","","","","","","","","","",""
"1999","Not Employed","inadequately","","","","","","","","","","","","","",""
"1999","Not Employed","middle vocational","76.59","71.35","111","17","37","95","145","256","66.6","86.58","1","289","41","74"
"1999","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"2000","Employed","general elemantary","39.54","26","53","4","9","61","77","268","27.74","51.34","1","268","14","30"
"2000","Employed","higher education","50.72","34.67","270","7","16","61","128","256","43.64","57.8","1","458","30","38"
"2000","Employed","higher vocational","65.61","40.95","114","8","15","66","153","511","52.39","78.83","1","511","23","41"
"2000","Employed","in school","","","","","","","","","","","","","",""
"2000","Employed","inadequately","","","","","","","","","","","","","",""
"2000","Employed","middle vocational","41.65","29.15","574","7","13","56","92","217","37.91","45.39","1","501","26","31"
"2000","Employed","vocational + Abi","50.99","41","71","10","26","56","102","358","38.01","63.97","1","358","26","43"
"2000","Not Employed","general elemantary","57.29","36","37","8","14","102","153","179","39.76","74.82","3","179","15","77"
"2000","Not Employed","higher education","83.35","67.86","80","13","41","102","153","501","67.86","98.84","2","501","51","92"
"2000","Not Employed","higher vocational","","","","","","","","","","","","","",""
"2000","Not Employed","in school","","","","","","","","","","","","","",""
"2000","Not Employed","inadequately","","","","","","","","","","","","","",""
"2000","Not Employed","middle vocational","71.88","66.69","239","10","28","97","130","258","65.2","78.56","2","383","51","66"
"2000","Not Employed","vocational + Abi","66.57","65.84","32","8","9","102","130","205","45.88","87.26","1","205","23","87"
"2001","Employed","general elemantary","25.67","15","45","5","10","39","66","104","19.05","32.29","1","104","13","23"
"2001","Employed","higher education","44.02","31","254","6","15","53","92","205","37.62","50.42","1","463","26","33"
"2001","Employed","higher vocational","48.44","36","111","10","16","56","82","343","39.51","57.37","1","343","26","41"
"2001","Employed","in school","","","","","","","","","","","","","",""
"2001","Employed","inadequately","","","","","","","","","","","","","",""
"2001","Employed","middle vocational","36.66","26","536","7","13","51","77","153","33.53","39.79","1","460","20","26"
"2001","Employed","vocational + Abi","35.82","31","76","10","15","51","64","108","28.95","42.69","1","192","20","41"
"2001","Not Employed","general elemantary","","","","","","","","","","","","","",""
"2001","Not Employed","higher education","75.32","67.21","68","10","36","102","153","281","61.31","89.33","1","281","50","87"
"2001","Not Employed","higher vocational","","","","","","","","","","","","","",""
"2001","Not Employed","in school","","","","","","","","","","","","","",""
"2001","Not Employed","inadequately","","","","","","","","","","","","","",""
"2001","Not Employed","middle vocational","72.37","64.87","230","8","29","97","145","348","65.37","79.37","1","348","46","64"
"2001","Not Employed","vocational + Abi","78.09","75.35","33","7","38","102","153","460","49.01","107.17","4","460","27","77"
"2002","Employed","general elemantary","47.08","37.64","48","10","15","50","100","250","33.64","60.52","4","250","15","40"
"2002","Employed","higher education","48.24","35.16","354","10","15","60","90","220","41.86","54.62","1","510","35","48"
"2002","Employed","higher vocational","39.38","25","130","8","15","53","70","200","31.95","46.81","1","250","25","40"
"2002","Employed","in school","","","","","","","","","","","","","",""
"2002","Employed","inadequately","","","","","","","","","","","","","",""
"2002","Employed","middle vocational","36.29","25","635","8","12","50","77","190","32.55","40.03","1","636","25","30"
"2002","Employed","vocational + Abi","44.5","35.68","96","10","15","50","89","200","34.95","54.05","1","250","30","47"
"2002","Not Employed","general elemantary","73.23","61.18","34","8","12","104","171","200","52.57","93.89","2","200","20","103"
"2002","Not Employed","higher education","85.53","80","112","15","40","100","163","300","72.54","98.52","1","360","75","90"
"2002","Not Employed","higher vocational","91.93","68.62","33","17","37","102","180","350","64.8","119.06","7","350","50","98"
"2002","Not Employed","in school","","","","","","","","","","","","","",""
"2002","Not Employed","inadequately","","","","","","","","","","","","","",""
"2002","Not Employed","middle vocational","66.89","60","282","10","20","90","140","250","59.13","74.65","1","500","50","63"
