"year","pgcasmin","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","(0) in school","Female","","","","","","","","","","","","","",""
"1999","(0) in school","Male","","","","","","","","","","","","","",""
"1999","(1a) inadequately completed","Female","","","","","","","","","","","","","",""
"1999","(1a) inadequately completed","Male","","","","","","","","","","","","","",""
"1999","(1b) general elementary school","Female","50.34","44.54","34","10","18","86","93","205","35.45","65.23","6","205","18","60"
"1999","(1b) general elementary school","Male","","","","","","","","","","","","","",""
"1999","(1c) basic vocational qualification","Female","48.4","36","109","10","15","70","88","240","39.93","56.87","3","240","26","41"
"1999","(1c) basic vocational qualification","Male","70.21","51","111","10","20","77","145","614","57.03","83.39","1","614","23","51"
"1999","(2a) intermediate vocational","Female","50.35","50.7","132","10","20","72","86","137","43.87","56.83","1","289","31","43"
"1999","(2a) intermediate vocational","Male","55.25","26","83","7","13","77","102","501","35.98","74.52","1","511","17","37"
"1999","(2b) intermediate general qualification","Female","","","","","","","","","","","","","",""
"1999","(2b) intermediate general qualification","Male","","","","","","","","","","","","","",""
"1999","(2c_gen) general maturity certificate","Female","","","","","","","","","","","","","",""
"1999","(2c_gen) general maturity certificate","Male","","","","","","","","","","","","","",""
"1999","(2c_voc) vocational maturity certificate","Female","36.17","31","38","15","23","51","57","102","29.61","42.73","7","102","18","41"
"1999","(2c_voc) vocational maturity certificate","Male","","","","","","","","","","","","","",""
"1999","(3a) lower tertiary education","Female","35.19","32.17","32","9","13","36","70","128","25.35","45.03","1","128","13","36"
"1999","(3a) lower tertiary education","Male","55.16","33","35","1","11","82","108","205","36.48","73.84","1","205","12","76"
"1999","(3b) higher tertiary education","Female","51.11","41","32","20","28","75","77","215","35.95","66.27","8","215","28","52"
"1999","(3b) higher tertiary education","Male","52.32","25.71","49","7","13","102","133","179","37.18","67.46","1","203","20","33"
"2000","(0) in school","Female","","","","","","","","","","","","","",""
"2000","(0) in school","Male","","","","","","","","","","","","","",""
"2000","(1a) inadequately completed","Female","","","","","","","","","","","","","",""
"2000","(1a) inadequately completed","Male","","","","","","","","","","","","","",""
"2000","(1b) general elementary school","Female","54.94","41.89","39","10","15","77","107","179","41.54","68.34","8","179","20","65"
"2000","(1b) general elementary school","Male","","","","","","","","","","","","","",""
"2000","(1c) basic vocational qualification","Female","56.32","51","214","12","20","77","104","189","50.92","61.72","2","281","36","51"
"2000","(1c) basic vocational qualification","Male","56.01","29.51","208","8","13","75","128","297","46.93","65.09","1","511","25","36"
"2000","(2a) intermediate vocational","Female","50.25","41","299","10","16","69","102","205","45.19","55.31","1","383","32","41"
"2000","(2a) intermediate vocational","Male","52.97","26","159","6","13","72","148","256","43.7","62.24","1","307","20","31"
"2000","(2b) intermediate general qualification","Female","","","","","","","","","","","","","",""
