"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1999","direct migration background","Urban Area","54.1","38.91","40","11","25","87","111","158","41.43","66.77","6","164","26","56"
"1999","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1999","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1999","no migration background","Rural Area","51.36","33","216","8","13","61","102","256","43.72","59","1","511","20","31"
"1999","no migration background","Urban Area","53.72","39.97","509","10","18","74","98","297","48.87","58.57","1","614","31","37"
"2000","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2000","direct migration background","Urban Area","67.72","40","82","8","21","92","128","501","52.9","82.54","1","501","26","57"
"2000","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2000","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2000","no migration background","Rural Area","46.72","31","341","8","12","66","102","256","40.92","52.52","1","501","24","31"
"2000","no migration background","Urban Area","56.38","41","1055","8","16","76","128","258","53.12","59.64","1","511","34","41"
"2001","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2001","direct migration background","Urban Area","54.44","36","53","15","29","77","118","205","42.98","65.9","1","205","22","51"
"2001","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2001","indirect migration background","Urban Area","21.52","15","37","3","5","32","51","72","15.38","27.66","3","72","13","23"
"2001","no migration background","Rural Area","40.48","26","344","6","13","51","82","186","34.74","46.22","1","463","19","27"
"2001","no migration background","Urban Area","52.82","41","967","8","15","69","112","225","49.87","55.77","1","348","31","40"
"2002","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2002","direct migration background","Urban Area","50.91","35.65","73","8","17","71","100","200","40.29","61.53","1","200","25","50"
"2002","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2002","indirect migration background","Urban Area","20.14","14.75","36","2","9","35","40","70","14.35","25.93","2","70","13","35"
"2002","no migration background","Rural Area","40.2","25.72","421","6","12","55","85","200","35.9","44.5","1","250","22","30"
"2002","no migration background","Urban Area","55.25","40","1229","10","17","73","120","290","51.73","58.77","1","636","40","50"
"2003","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2003","direct migration background","Urban Area","35.67","25","60","6","14","56","80","100","27.97","43.37","2","100","18","50"
"2003","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2003","indirect migration background","Urban Area","40.82","23.74","38","2","11","35","164","164","30.64","51","2","164","13","27"
"2003","no migration background","Rural Area","39.03","28","417","5","10","50","90","200","34.8","43.26","1","250","20","30"
"2003","no migration background","Urban Area","57.81","40","1194","8","16","74","120","317","54.32","61.3","1","776","40","45"
"2004","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2004","direct migration background","Urban Area","36.26","31.96","72","6","14","57","80","100","29.88","42.64","3","100","20","40"
"2004","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2004","indirect migration background","Urban Area","26.25","22.58","36","14","17","35","40","60","20.48","32.02","2","80","17","27"
"2004","no migration background","Rural Area","40.68","28","444","6","12","50","100","190","36.21","45.15","1","479","20","30"
"2004","no migration background","Urban Area","54.46","40","1238","8","15","75","105","312","50.77","58.15","1","800","37","45"
"2005","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2005","direct migration background","Urban Area","41.79","28.44","82","10","15","60","90","130","31.62","51.96","2","335","24","40"
"2005","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2005","indirect migration background","Urban Area","25.87","17.01","48","9","15","26","59","102","18.59","33.15","1","102","16","30"
"2005","no migration background","Rural Area","35.5","20","504","5","10","50","80","232","30.23","40.77","1","730","19","24"
"2005","no migration background","Urban Area","52.22","35","1281","9","15","65","102","320","48.91","55.53","1","573","30","40"
"2006","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2006","direct migration background","Urban Area","39.97","25.18","100","9","15","58","76","250","32.27","47.67","1","250","20","40"
"2006","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Urban Area","28.58","20","59","7","15","35","54","113","22.27","34.89","1","113","15","20"
"2006","no migration background","Rural Area","34.93","19","648","5","10","48","80","230","31.53","38.33","1","307","18","22"
"2006","no migration background","Urban Area","47.6","30","1597","8","15","60","100","280","44.6","50.6","1","681","30","32"
"2007","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2007","direct migration background","Urban Area","39.29","23.45","103","6","12","50","80","150","32.39","46.19","1","150","15","35"
"2007","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Urban Area","27.8","24.01","58","10","13","35","50","109","22.23","33.37","1","109","15","25"
"2007","no migration background","Rural Area","35.34","20","658","7","10","45","85","180","31.82","38.86","1","560","18","21"
"2007","no migration background","Urban Area","44.03","28","1619","8","13","60","90","240","40.66","47.4","1","1725","26","30"
"2008","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2008","direct migration background","Urban Area","31.83","17","105","7","10","32","75","250","25.32","38.34","1","250","15","25"
"2008","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2008","indirect migration background","Urban Area","30.88","21.15","69","10","11","35","50","250","22.57","39.19","1","250","16","22"
"2008","no migration background","Rural Area","29.57","16","706","6","10","35","70","170","27.06","32.08","1","300","15","20"
"2008","no migration background","Urban Area","42.51","25","1775","9","13","60","90","230","40.32","44.7","1","530","25","28"
"2009","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2009","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2009","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2009","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2009","no migration background","Rural Area","","","","","","","","","","","","","",""
"2009","no migration background","Urban Area","","","","","","","","","","","","","",""
"2010","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2010","direct migration background","Urban Area","23.69","16","124","8","15","30","50","100","19.57","27.81","1","100","16","20"
"2010","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2010","indirect migration background","Urban Area","30.15","20","66","10","12","43","60","110","23.49","36.81","3","120","16","26"
"2010","no migration background","Rural Area","32.24","19.3","677","7","10","40","66","160","26.97","37.51","1","1600","18","20"
"2010","no migration background","Urban Area","39.74","25","1714","8","13","50","80","234","37.35","42.13","0","870","23","26"
"2011","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2011","direct migration background","Urban Area","27.9","20","153","9","15","32","58","100","21.24","34.56","1","450","18","27"
"2011","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2011","indirect migration background","Urban Area","26.15","20","87","6","12","35","51","100","21.25","31.05","1","100","15","25"
"2011","no migration background","Rural Area","28.99","20","960","8","12","32","65","160","26.94","31.04","1","300","18","20"
"2011","no migration background","Urban Area","40.11","25","2170","8","13","50","83","250","38.09","42.13","1","600","25","26"
"2012","direct migration background","Rural Area","40.06","15.78","36","1","11","30","50","1200","-26.88","107","1","1200","13","29"
"2012","direct migration background","Urban Area","29.45","21.87","149","6","12","33","60","114","24.88","34.02","1","140","20","25"
"2012","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2012","indirect migration background","Urban Area","29.1","21.78","88","8","13","32","50","150","22.57","35.63","1","150","16","25"
"2012","no migration background","Rural Area","28.82","19","1049","7","10","35","63","179","26.72","30.92","1","400","18","20"
"2012","no migration background","Urban Area","37.06","25","2311","8","14","50","80","185","35.41","38.71","1","480","24","25"
"2013","direct migration background","Rural Area","27.81","18.08","36","5","12","40","50","90","20.94","34.68","1","90","13","29"
"2013","direct migration background","Urban Area","29.29","22.81","140","3","10","40","68","120","24.17","34.41","0","191","17","25"
"2013","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2013","indirect migration background","Urban Area","27.59","18","89","6","10","35","75","100","22.19","32.99","3","120","14","22"
"2013","no migration background","Rural Area","30.73","21","1025","8","13","37","65","150","28.85","32.61","1","280","20","23"
"2013","no migration background","Urban Area","38.88","25","2252","9","14","50","80","240","37.15","40.61","1","500","25","26"
"2014","direct migration background","Rural Area","24.88","15","94","9","12","28","50","162","19.23","30.53","1","162","15","25"
"2014","direct migration background","Urban Area","30.86","24.25","295","8","15","36","65","150","27.5","34.22","1","300","20","25"
"2014","indirect migration background","Rural Area","17.95","15","43","6","8","25","39","55","12.58","23.32","1","90","10","24"
"2014","indirect migration background","Urban Area","23.99","20","171","7","11","25","50","96","20.7","27.28","1","160","16","20"
"2014","no migration background","Rural Area","27.62","20","1413","7","12","33","56","138","26.04","29.2","1","428","20","20"
"2014","no migration background","Urban Area","35.29","25","2814","9","15","47","77","160","33.94","36.64","1","500","24","25"
"2015","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2015","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2015","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2015","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2015","no migration background","Rural Area","","","","","","","","","","","","","",""
"2015","no migration background","Urban Area","","","","","","","","","","","","","",""
"2016","direct migration background","Rural Area","21.55","14","70","12","12","31","38","65","17.01","26.09","2","130","14","21"
"2016","direct migration background","Urban Area","32.26","20","264","10","15","40","67","150","28.92","35.6","1","240","20","25"
"2016","indirect migration background","Rural Area","26.96","22.44","37","8","10","40","49","65","19.9","34.02","1","100","14","28"
"2016","indirect migration background","Urban Area","23.48","18","145","1","8","30","50","130","19.41","27.55","1","170","16","23"
"2016","no migration background","Rural Area","28.21","20","1110","8","12","35","60","108","26.63","29.79","1","333","20","21"
"2016","no migration background","Urban Area","37.4","25","2189","10","15","50","75","215","35.85","38.95","1","540","25","27"
"2017","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2017","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2017","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2017","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2017","no migration background","Rural Area","","","","","","","","","","","","","",""
"2017","no migration background","Urban Area","","","","","","","","","","","","","",""
"2018","direct migration background","Rural Area","25.04","16.6","90","8","13","39","46","100","16.74","33.34","1","359","15","26"
"2018","direct migration background","Urban Area","31.77","22","256","8","13","36","75","120","28.62","34.92","1","138","20","25"
"2018","indirect migration background","Rural Area","28.8","20.96","36","8","15","40","50","70","23.76","33.84","6","70","15","30"
"2018","indirect migration background","Urban Area","26.44","15","152","8","10","35","60","120","22.16","30.72","1","204","15","25"
"2018","no migration background","Rural Area","29.81","20","1347","8","12","35","60","157","28.1","31.52","1","400","20","23"
"2018","no migration background","Urban Area","38.29","28","2365","10","15","50","78","200","36.9","39.68","1","375","25","30"
