"year","e11102","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","Employed","East Germany","31.21","14.12","101","7","9","32","66","256","18.15","44.27","1","511","13","20"
"1999","Employed","West Germany","47.34","33","482","10","16","57","92","297","42.68","52","1","614","26","33"
"1999","Not Employed","East Germany","","","","","","","","","","","","","",""
"1999","Not Employed","West Germany","70.93","64","174","12","31","92","133","256","62.86","79","1","289","42","64"
"2000","Employed","East Germany","23.82","13","133","4","7","26","61","132","19.09","28.55","1","132","11","15"
"2000","Employed","West Germany","49.49","36","959","8","15","61","102","268","46.01","52.97","1","511","31","36"
"2000","Not Employed","East Germany","","","","","","","","","","","","","",""
"2000","Not Employed","West Germany","73.83","66","398","10","30","100","138","258","68.29","79.37","1","501","59","69"
"2001","Employed","East Germany","18.05","13","147","2","7","20","36","77","13.32","22.78","1","271","11","15"
"2001","Employed","West Germany","41.65","31","881","8","15","53","80","205","38.84","44.46","1","463","26","31"
"2001","Not Employed","East Germany","","","","","","","","","","","","","",""
"2001","Not Employed","West Germany","74.28","66","365","8","36","102","147","348","68.37","80.19","1","460","51","66"
"2002","Employed","East Germany","19.62","12","177","2","6","25","50","100","14.82","24.42","1","250","12","16"
"2002","Employed","West Germany","43.01","30","1095","10","15","55","80","200","39.85","46.17","1","636","30","39"
"2002","Not Employed","East Germany","","","","","","","","","","","","","",""
"2002","Not Employed","West Germany","73.84","66","482","10","30","98","150","300","67.8","79.88","1","500","60","73"
"2003","Employed","East Germany","20.69","12","162","2","5","20","40","200","14.33","27.05","1","237","12","15"
"2003","Employed","West Germany","45.28","30","1058","8","15","60","90","200","42.1","48.46","1","776","30","35"
"2003","Not Employed","East Germany","12.78","4","43","1","1","25","38","50","8.38","17.18","1","50","4","15"
"2003","Not Employed","West Germany","73.71","65","466","8","25","100","144","320","67.97","79.45","1","380","61","72"
"2004","Employed","East Germany","21.58","12","197","3","8","25","37","250","15.55","27.61","1","390","12","16"
"2004","Employed","West Germany","43.73","30","1093","8","15","55","85","239","40.37","47.09","1","800","30","35"
"2004","Not Employed","East Germany","16.39","6.26","44","1","2","23","45","82","10.37","22.41","1","82","4","20"
"2004","Not Employed","West Germany","70.37","64","479","8","23","90","123","381","64.12","76.62","1","500","60","70"
"2005","Employed","East Germany","17.46","12","226","2","6","20","31","105","10.73","24.19","1","730","11","14"
"2005","Employed","West Germany","41.46","25","1135","9","15","50","80","300","38.45","44.47","1","573","27","30"
"2005","Not Employed","East Germany","12.66","9.67","51","1","2","20","30","50","9.59","15.73","1","50","7","15"
"2005","Not Employed","West Germany","67.39","59","526","10","20","89","140","350","61.35","73.43","1","560","56","64"
"2006","Employed","East Germany","17.95","12","259","2","7","20","35","191","14.66","21.24","1","300","12","15"
"2006","Employed","West Germany","39.43","28","1437","8","14","50","80","230","36.97","41.89","1","600","25","30"
"2006","Not Employed","East Germany","13.6","10.4","82","1","2","16","22","100","9.54","17.66","1","100","10","13"
"2006","Not Employed","West Germany","60.74","49","658","10","15","80","120","340","55.14","66.34","1","681","48","60"
"2007","Employed","East Germany","24.69","14","278","6","10","21","32","100","12.3","37.08","1","1725","12","15"
"2007","Employed","West Germany","36.8","25","1429","8","13","50","78","180","34.44","39.16","1","600","25","28"
"2007","Not Employed","East Germany","12.83","10","113","2","5","14","24","93","8.86","16.8","1","177","10","12"
"2007","Not Employed","West Germany","57.26","47","648","9","15","80","108","300","52.14","62.38","1","450","47","55"
"2008","Employed","East Germany","16.74","14","321","1","8","20","32","80","15.04","18.44","1","101","12","15"
"2008","Employed","West Germany","33.82","20","1527","8","11","45","75","161","32.1","35.54","1","400","20","25"
"2008","Not Employed","East Germany","13.59","12","127","1","9","17","23","50","11.92","15.26","1","60","12","14"
"2008","Not Employed","West Germany","55.6","40","717","10","14","75","103","300","51.15","60.05","2","530","36","50"
"2009","Employed","East Germany","","","","","","","","","","","","","",""
"2009","Employed","West Germany","","","","","","","","","","","","","",""
"2009","Not Employed","East Germany","","","","","","","","","","","","","",""
"2009","Not Employed","West Germany","","","","","","","","","","","","","",""
"2010","Employed","East Germany","23.14","15","336","4","9","25","35","86","13.59","32.69","1","1600","14","16"
"2010","Employed","West Germany","33.13","20","1495","8","12","40","66","198","31.19","35.07","1","870","20","24"
"2010","Not Employed","East Germany","18.72","14","120","1","9","20","35","130","15.48","21.96","1","130","12","16"
"2010","Not Employed","West Germany","53.19","40","657","9","16","70","100","278","48.36","58.02","0","620","35","49"
"2011","Employed","East Germany","20.34","16","427","5","10","25","40","80","18.37","22.31","1","240","15","17"
"2011","Employed","West Germany","33.28","21","1952","8","12","40","70","185","31.63","34.93","1","450","21","25"
"2011","Not Employed","East Germany","15.9","13","156","2","8","21","29","64","13.92","17.88","1","100","13","16"
"2011","Not Employed","West Germany","50.01","30","880","10","15","67","95","300","46.07","53.95","1","600","30","39"
"2012","Employed","East Germany","19.39","15","430","4","8","25","38","73","17.51","21.27","1","180","15","17"
"2012","Employed","West Germany","32.33","23","2081","8","13","40","65","170","30.91","33.75","1","400","22","25"
"2012","Not Employed","East Germany","20.98","14","183","2","8","20","29","90","8.1","33.86","1","1200","13","16"
"2012","Not Employed","West Germany","45.96","30","959","10","15","62","100","200","42.71","49.21","1","480","28","32"
"2013","Employed","East Germany","19.29","16","439","6","10","25","37","76","17.6","20.98","1","180","15","18"
"2013","Employed","West Germany","33.08","24","1988","8","14","40","68","170","31.71","34.45","1","300","23","25"
"2013","Not Employed","East Germany","17.88","14.71","193","4","10","24","35","51","16.11","19.65","1","73","13","19"
"2013","Not Employed","West Germany","49.57","32","949","10","16","66","100","300","46.15","52.99","0","500","30","35"
"2014","Employed","East Germany","19.88","16","540","5","10","24","35","80","17.8","21.96","1","428","15","19"
"2014","Employed","West Germany","30.65","23","2959","8","15","40","60","150","29.6","31.7","1","300","22","25"
"2014","Not Employed","East Germany","17.06","13","234","2","8","23","35","53","14.87","19.25","1","200","12","17"
"2014","Not Employed","West Germany","42.89","30","1097","10","15","60","87","213","40.15","45.63","1","500","25","30"
"2015","Employed","East Germany","","","","","","","","","","","","","",""
"2015","Employed","West Germany","","","","","","","","","","","","","",""
"2015","Not Employed","East Germany","","","","","","","","","","","","","",""
"2015","Not Employed","West Germany","","","","","","","","","","","","","",""
"2016","Employed","East Germany","18.92","18","462","5","10","25","35","62","17.51","20.33","1","120","15","19"
"2016","Employed","West Germany","31.7","24.8","2389","9","15","40","63","140","30.57","32.83","1","350","23","25"
"2016","Not Employed","East Germany","18.93","15","158","4","10","25","38","65","16.63","21.23","1","90","14","20"
"2016","Not Employed","West Germany","47.03","32","806","10","16","60","86","300","43.68","50.38","1","540","30","35"
"2017","Employed","East Germany","","","","","","","","","","","","","",""
"2017","Employed","West Germany","","","","","","","","","","","","","",""
"2017","Not Employed","East Germany","","","","","","","","","","","","","",""
"2017","Not Employed","West Germany","","","","","","","","","","","","","",""
"2018","Employed","East Germany","19.56","16","619","4","10","25","35","100","18.04","21.08","1","218","15","18"
"2018","Employed","West Germany","33.23","25","2636","9","14","40","65","170","32.03","34.43","1","375","25","26"
"2018","Not Employed","East Germany","20.19","16.45","171","7","10","26","35","100","17.57","22.81","1","154","16","20"
"2018","Not Employed","West Germany","47.32","32","820","12","18","60","100","250","44.35","50.29","2","400","30","36"
