"year","e11103","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","Full Time","general elemantary","","","","","","","","","","","","","",""
"1999","Full Time","higher education","48.21","30.42","100","8","13","72","111","205","38.3","58.12","1","215","20","34"
"1999","Full Time","higher vocational","56.85","32.9","34","11","20","51","123","215","24.33","89.37","1","511","17","43"
"1999","Full Time","in school","","","","","","","","","","","","","",""
"1999","Full Time","inadequately","","","","","","","","","","","","","",""
"1999","Full Time","middle vocational","45.17","26.89","191","8","13","56","77","614","36.33","54.01","1","614","21","31"
"1999","Full Time","vocational + Abi","","","","","","","","","","","","","",""
"1999","Not Working","general elemantary","48.36","31","32","9","14","77","93","205","32.36","64.36","3","205","11","60"
"1999","Not Working","higher education","","","","","","","","","","","","","",""
"1999","Not Working","higher vocational","","","","","","","","","","","","","",""
"1999","Not Working","in school","","","","","","","","","","","","","",""
"1999","Not Working","inadequately","","","","","","","","","","","","","",""
"1999","Not Working","middle vocational","76.59","71.35","111","17","37","95","145","256","66.6","86.58","1","289","41","74"
"1999","Not Working","vocational + Abi","","","","","","","","","","","","","",""
"1999","Part Time","general elemantary","","","","","","","","","","","","","",""
"1999","Part Time","higher education","","","","","","","","","","","","","",""
"1999","Part Time","higher vocational","","","","","","","","","","","","","",""
"1999","Part Time","in school","","","","","","","","","","","","","",""
"1999","Part Time","inadequately","","","","","","","","","","","","","",""
"1999","Part Time","middle vocational","47.65","26","109","9","14","61","92","297","38.42","56.88","3","297","20","38"
"1999","Part Time","vocational + Abi","","","","","","","","","","","","","",""
"2000","Full Time","general elemantary","","","","","","","","","","","","","",""
"2000","Full Time","higher education","51.42","33","199","7","18","61","128","256","42.77","60.07","1","458","28","36"
"2000","Full Time","higher vocational","65.21","36.33","79","10","17","74","143","511","48.49","81.93","1","511","23","50"
"2000","Full Time","in school","","","","","","","","","","","","","",""
"2000","Full Time","inadequately","","","","","","","","","","","","","",""
"2000","Full Time","middle vocational","40.71","25.56","374","7","11","52","102","256","35.56","45.86","1","501","20","30"
"2000","Full Time","vocational + Abi","51.74","43","50","10","26","54","74","358","33.91","69.57","1","358","26","49"
"2000","Not Working","general elemantary","57.29","36","37","8","14","102","153","179","39.76","74.82","3","179","15","77"
"2000","Not Working","higher education","83.35","67.86","80","13","41","102","153","501","67.86","98.84","2","501","51","92"
"2000","Not Working","higher vocational","","","","","","","","","","","","","",""
"2000","Not Working","in school","","","","","","","","","","","","","",""
"2000","Not Working","inadequately","","","","","","","","","","","","","",""
"2000","Not Working","middle vocational","71.88","66.69","239","10","28","97","130","258","65.2","78.56","2","383","51","66"
"2000","Not Working","vocational + Abi","66.57","65.84","32","8","9","102","130","205","45.88","87.26","1","205","23","87"
"2000","Part Time","general elemantary","","","","","","","","","","","","","",""
"2000","Part Time","higher education","48.73","41","71","7","15","61","80","205","36.73","60.73","1","256","29","51"
"2000","Part Time","higher vocational","66.37","41","35","8","15","56","256","314","44.64","88.1","4","314","18","45"
"2000","Part Time","in school","","","","","","","","","","","","","",""
"2000","Part Time","inadequately","","","","","","","","","","","","","",""
"2000","Part Time","middle vocational","43.43","34","200","8","15","61","85","153","38.63","48.23","1","205","28","36"
"2000","Part Time","vocational + Abi","","","","","","","","","","","","","",""
"2001","Full Time","general elemantary","","","","","","","","","","","","","",""
"2001","Full Time","higher education","43.4","28","185","8","15","51","91","205","35.69","51.11","1","463","23","33"
"2001","Full Time","higher vocational","43.7","31","72","8","16","61","82","225","33.28","54.12","1","271","20","41"
"2001","Full Time","in school","","","","","","","","","","","","","",""
"2001","Full Time","inadequately","","","","","","","","","","","","","",""
"2001","Full Time","middle vocational","37.13","26","349","7","13","51","72","153","32.96","41.3","1","460","20","28"
"2001","Full Time","vocational + Abi","38.84","33.56","54","12","21","51","64","108","29.88","47.8","1","192","25","43"
"2001","Not Working","general elemantary","","","","","","","","","","","","","",""
"2001","Not Working","higher education","75.32","67.21","68","10","36","102","153","281","61.31","89.33","1","281","50","87"
"2001","Not Working","higher vocational","","","","","","","","","","","","","",""
"2001","Not Working","in school","","","","","","","","","","","","","",""
"2001","Not Working","inadequately","","","","","","","","","","","","","",""
"2001","Not Working","middle vocational","72.37","64.87","230","8","29","97","145","348","65.37","79.37","1","348","46","64"
"2001","Not Working","vocational + Abi","78.09","75.35","33","7","38","102","153","460","49.01","107.17","4","460","27","77"
"2001","Part Time","general elemantary","","","","","","","","","","","","","",""
"2001","Part Time","higher education","45.51","33.52","69","5","15","66","92","200","34","57.02","1","256","26","50"
"2001","Part Time","higher vocational","57.23","38.55","39","10","26","51","82","343","39.94","74.52","1","343","26","46"
"2001","Part Time","in school","","","","","","","","","","","","","",""
"2001","Part Time","inadequately","","","","","","","","","","","","","",""
"2001","Part Time","middle vocational","35.73","21","187","7","13","51","78","153","31.2","40.26","1","164","20","31"
"2001","Part Time","vocational + Abi","","","","","","","","","","","","","",""
"2002","Full Time","general elemantary","","","","","","","","","","","","","",""
"2002","Full Time","higher education","47.03","35","257","10","15","60","90","400","39.31","54.75","1","510","32","45"
"2002","Full Time","higher vocational","41.95","30","80","5","15","60","69","200","31.6","52.3","1","250","25","41"
"2002","Full Time","in school","","","","","","","","","","","","","",""
"2002","Full Time","inadequately","","","","","","","","","","","","","",""
"2002","Full Time","middle vocational","35.7","22.71","398","8","12","50","80","180","30.63","40.77","1","636","20","30"
"2002","Full Time","vocational + Abi","43.57","37.81","63","7","15","50","75","250","30.84","56.3","1","250","30","47"
"2002","Not Working","general elemantary","73.23","61.18","34","8","12","104","171","200","52.57","93.89","2","200","20","103"
"2002","Not Working","higher education","85.53","80","112","15","40","100","163","300","72.54","98.52","1","360","75","90"
"2002","Not Working","higher vocational","91.93","68.62","33","17","37","102","180","350","64.8","119.06","7","350","50","98"
"2002","Not Working","in school","","","","","","","","","","","","","",""
"2002","Not Working","inadequately","","","","","","","","","","","","","",""
"2002","Not Working","middle vocational","66.89","60","282","10","20","90","140","250","59.13","74.65","1","500","50","63"
"2002","Not Working","vocational + Abi","70.18","70.28","35","15","30","90","150","190","49.56","90.8","1","290","33","90"
"2002","Part Time","general elemantary","","","","","","","","","","","","","",""
"2002","Part Time","higher education","51.54","41.37","97","10","20","62","100","220","40.23","62.85","3","400","40","55"
"2002","Part Time","higher vocational","36.04","25","50","8","10","51","70","150","25.67","46.41","5","160","25","50"
"2002","Part Time","in school","","","","","","","","","","","","","",""
"2002","Part Time","inadequately","","","","","","","","","","","","","",""
"2002","Part Time","middle vocational","37.29","25.37","237","8","12","50","77","220","31.97","42.61","1","250","23","35"
"2002","Part Time","vocational + Abi","46.68","32.76","33","12","20","60","100","150","32.34","61.02","1","180","20","54"
"2003","Full Time","general elemantary","","","","","","","","","","","","","",""
"2003","Full Time","higher education","45.13","30","219","10","17","60","90","200","37.03","53.23","1","450","30","40"
"2003","Full Time","higher vocational","47.51","33.77","79","10","15","60","134","150","37.66","57.36","1","237","20","35"
"2003","Full Time","in school","","","","","","","","","","","","","",""
"2003","Full Time","inadequately","","","","","","","","","","","","","",""
"2003","Full Time","middle vocational","34.17","23.25","377","5","12","50","71","180","30.63","37.71","1","233","20","28"
"2003","Full Time","vocational + Abi","46.76","30","62","12","14","50","164","164","36.95","56.57","2","250","20","45"
"2003","Not Working","general elemantary","70.74","60.07","30","4","10","104","183","200","48.02","93.46","2","200","12","100"
"2003","Not Working","higher education","77.64","70","112","4","25","102","163","260","64.81","90.47","1","320","63","85"
"2003","Not Working","higher vocational","87.43","67.67","34","18","49","102","144","317","64.8","110.06","10","317","50","100"
"2003","Not Working","in school","","","","","","","","","","","","","",""
"2003","Not Working","inadequately","","","","","","","","","","","","","",""
"2003","Not Working","middle vocational","68.89","62.03","280","8","27","90","130","372","61.83","75.95","1","380","50","65"
"2003","Not Working","vocational + Abi","65.42","50","35","7","16","90","150","320","43.3","87.54","7","320","50","90"
"2003","Part Time","general elemantary","","","","","","","","","","","","","",""
"2003","Part Time","higher education","43.76","30","105","6","15","50","80","200","30.76","56.76","1","600","25","48"
"2003","Part Time","higher vocational","42.73","38.76","38","11","25","52","75","140","30.93","54.53","2","142","25","54"
"2003","Part Time","in school","","","","","","","","","","","","","",""
"2003","Part Time","inadequately","","","","","","","","","","","","","",""
"2003","Part Time","middle vocational","55.9","30","251","8","15","63","96","776","47.78","64.02","1","776","25","38"
"2003","Part Time","vocational + Abi","49.26","38.11","35","2","15","50","170","200","34.48","64.04","1","200","22","50"
"2004","Full Time","general elemantary","26.47","20","32","6","9","40","50","130","16.37","36.57","1","130","9","30"
"2004","Full Time","higher education","46.1","35","242","10","19","60","85","240","36.8","55.4","1","800","30","42"
"2004","Full Time","higher vocational","46.98","25","86","10","12","56","150","200","36.52","57.44","1","300","20","33"
"2004","Full Time","in school","","","","","","","","","","","","","",""
"2004","Full Time","inadequately","","","","","","","","","","","","","",""
"2004","Full Time","middle vocational","38.54","25","383","8","13","48","80","230","33.38","43.7","1","560","21","27"
"2004","Full Time","vocational + Abi","33.46","27.83","68","7","12","48","60","250","25.15","41.77","2","250","20","35"
"2004","Not Working","general elemantary","59.2","60.45","35","5","10","90","120","150","44.62","73.78","1","150","21","75"
"2004","Not Working","higher education","68.96","66.53","117","5","20","85","126","360","53.96","83.96","1","500","62","80"
"2004","Not Working","higher vocational","85.32","62.45","39","15","38","103","170","312","63.71","106.93","1","312","49","100"
"2004","Not Working","in school","","","","","","","","","","","","","",""
"2004","Not Working","inadequately","","","","","","","","","","","","","",""
"2004","Not Working","middle vocational","66.82","64","280","9","23","86","115","381","59.74","73.9","1","443","50","65"
"2004","Not Working","vocational + Abi","70.27","53.19","30","6","14","80","200","360","31.52","109.02","6","479","45","80"
"2004","Part Time","general elemantary","","","","","","","","","","","","","",""
"2004","Part Time","higher education","53.04","35","106","10","14","72","80","360","36.91","69.17","1","600","30","50"
"2004","Part Time","higher vocational","39.77","41.23","41","9","18","52","60","108","30.3","49.24","6","142","20","50"
"2004","Part Time","in school","","","","","","","","","","","","","",""
"2004","Part Time","inadequately","","","","","","","","","","","","","",""
"2004","Part Time","middle vocational","42.2","30","259","8","15","60","90","250","37.33","47.07","1","267","25","30"
"2004","Part Time","vocational + Abi","38","25","43","1","8","56","80","180","26.42","49.58","1","180","20","50"
"2005","Full Time","general elemantary","","","","","","","","","","","","","",""
"2005","Full Time","higher education","41.86","27","233","9","14","50","75","300","32.87","50.85","1","730","25","35"
"2005","Full Time","higher vocational","46.31","25","85","9","15","59","139","235","36.23","56.39","1","235","20","39"
"2005","Full Time","in school","","","","","","","","","","","","","",""
"2005","Full Time","inadequately","","","","","","","","","","","","","",""
