"year","e11102","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","Employed","direct migration background","45.02","28.51","33","11","20","56","111","111","32.56","57.48","6","164","20","51"
"1999","Employed","indirect migration background","","","","","","","","","","","","","",""
"1999","Employed","no migration background","45.94","31","539","8","15","56","82","297","41.18","50.7","1","614","26","31"
"1999","Not Employed","direct migration background","","","","","","","","","","","","","",""
"1999","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1999","Not Employed","no migration background","68.36","60","186","10","27","88","128","256","60.56","76.16","1","289","36","57"
"2000","Employed","direct migration background","55.77","35.72","60","10","20","72","128","205","42.3","69.24","1","256","20","57"
"2000","Employed","indirect migration background","","","","","","","","","","","","","",""
"2000","Employed","no migration background","46.93","31","1006","7","14","61","102","268","43.62","50.24","1","511","27","31"
"2000","Not Employed","direct migration background","83.13","47.48","32","8","21","97","153","501","50.55","115.71","1","501","21","77"
"2000","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2000","Not Employed","no migration background","70.51","66","390","10","27","97","138","258","65.27","75.75","1","383","51","66"
"2001","Employed","direct migration background","45.88","32.4","47","15","20","51","118","205","33.91","57.85","1","205","17","36"
"2001","Employed","indirect migration background","21.48","15","34","5","5","32","51","72","15.51","27.45","1","72","10","26"
"2001","Employed","no migration background","39.6","28","947","8","14","51","78","205","36.92","42.28","1","463","26","28"
"2001","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2001","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2001","Not Employed","no migration background","73.62","65.22","364","8","31","102","153","348","67.57","79.67","1","460","51","64"
"2002","Employed","direct migration background","35.8","33.48","58","10","15","50","67","120","28.37","43.23","1","120","21","40"
"2002","Employed","indirect migration background","24.41","16.01","37","9","10","37","40","120","16.82","32","5","120","14","35"
"2002","Employed","no migration background","40.96","28.64","1177","8","14","52","80","200","37.93","43.99","1","636","30","35"
"2002","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2002","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2002","Not Employed","no migration background","73.71","65.82","473","11","30","98","150","300","67.59","79.83","1","500","60","70"
"2003","Employed","direct migration background","35.04","27.4","53","12","17","50","70","100","27.47","42.61","2","100","18","45"
"2003","Employed","indirect migration background","44.46","25.06","37","10","12","42","164","164","33.34","55.58","4","164","12","25"
"2003","Employed","no migration background","43.15","30","1130","6","14","52","80","200","40.06","46.24","1","776","26","30"
"2003","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2003","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2003","Not Employed","no migration background","73.72","65","481","8","25","100","150","320","68.01","79.43","1","380","56","70"
"2004","Employed","direct migration background","35.04","35","59","14","15","50","67","100","28.76","41.32","3","100","18","40"
"2004","Employed","indirect migration background","26.63","21.12","34","10","15","35","50","60","20.64","32.62","2","80","15","25"
"2004","Employed","no migration background","42.2","28","1197","8","14","51","85","250","38.96","45.44","1","800","26","30"
"2004","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2004","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2004","Not Employed","no migration background","69.42","64","485","7","20","90","123","381","63.17","75.67","1","500","60","65"
"2005","Employed","direct migration background","35.73","25","74","10","14","45","75","100","25.35","46.11","2","335","17","31"
"2005","Employed","indirect migration background","21.99","16","45","8","14","25","40","102","14.78","29.2","1","102","16","25"
"2005","Employed","no migration background","39.66","25","1242","7","13","50","79","300","36.69","42.63","1","730","25","28"
"2005","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2005","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2005","Not Employed","no migration background","65.1","56","543","9","17","85","140","350","59.12","71.08","1","560","50","60"
"2006","Employed","direct migration background","40.39","21","91","9","15","60","76","250","33.09","47.69","1","250","18","35"
"2006","Employed","indirect migration background","26.58","20","55","10","14","35","54","100","21.29","31.87","1","100","15","25"
"2006","Employed","no migration background","37.03","25","1550","7","12","49","80","200","34.71","39.35","1","600","22","26"
"2006","Not Employed","direct migration background","35.15","22.78","31","12","15","40","82","120","19.84","50.46","2","200","15","60"
"2006","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2006","Not Employed","no migration background","59.62","47.08","695","9","15","80","120","340","54.22","65.02","1","681","37","51"
"2007","Employed","direct migration background","37.21","22.9","91","8","14","50","80","150","30.83","43.59","1","150","15","30"
