"year","e11103","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","Full Time","college entrance qualification","45.56","32.66","115","9","14","56","111","203","37.69","53.43","1","215","22","36"
"1999","Full Time","lower secondary degree","52.69","36","120","10","18","57","77","614","40.9","64.48","1","614","23","40"
"1999","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1999","Full Time","Other degree","","","","","","","","","","","","","",""
"1999","Full Time","secondary school degree","43.08","26","133","6","13","54","77","501","31.25","54.91","1","511","16","31"
"1999","Not Working","college entrance qualification","60.95","49.8","33","26","31","77","102","281","41.65","80.25","1","281","27","70"
"1999","Not Working","lower secondary degree","71.25","62.71","95","11","20","88","158","256","60.49","82.01","1","256","35","64"
"1999","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"1999","Not Working","Other degree","","","","","","","","","","","","","",""
"1999","Not Working","secondary school degree","73.41","77","55","10","51","95","102","289","59.11","87.71","1","289","36","77"
"1999","Part Time","college entrance qualification","41.37","31","43","11","20","61","82","153","29.35","53.39","5","203","26","43"
"1999","Part Time","lower secondary degree","41.39","25","50","10","15","57","92","215","30.37","52.41","3","215","18","41"
"1999","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1999","Part Time","Other degree","","","","","","","","","","","","","",""
"1999","Part Time","secondary school degree","40.41","33.37","82","9","13","56","76","194","31.02","49.8","7","256","26","40"
"2000","Full Time","college entrance qualification","48.31","36","234","8","20","61","102","256","41.45","55.17","1","358","28","38"
"2000","Full Time","lower secondary degree","48.08","29.86","219","8","13","61","102","297","39.67","56.49","1","511","22","36"
"2000","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2000","Full Time","Other degree","","","","","","","","","","","","","",""
"2000","Full Time","secondary school degree","45.43","26","262","5","10","54","123","268","38.3","52.56","1","458","19","27"
"2000","Not Working","college entrance qualification","69.57","66","94","8","26","97","133","205","58.62","80.52","1","205","41","78"
"2000","Not Working","lower secondary degree","77.56","69.99","161","10","26","102","147","501","68.32","86.8","2","501","52","72"
"2000","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"2000","Not Working","Other degree","","","","","","","","","","","","","",""
"2000","Not Working","secondary school degree","70.27","66","146","13","33","95","128","256","61.16","79.38","2","383","51","69"
"2000","Part Time","college entrance qualification","50.44","41","94","8","26","66","102","205","41.82","59.06","1","205","31","46"
