"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","direct migration background","Female","","","","","","","","","","","","","",""
"1999","direct migration background","Male","","","","","","","","","","","","","",""
"1999","indirect migration background","Female","","","","","","","","","","","","","",""
"1999","indirect migration background","Male","","","","","","","","","","","","","",""
"1999","no migration background","Female","47.29","40","396","11","18","66","88","215","43.35","51.23","1","289","31","36"
"1999","no migration background","Male","60.11","33","329","6","13","77","137","297","52.47","67.75","1","614","25","32"
"2000","direct migration background","Female","46.52","35.44","51","8","20","65","97","168","36.49","56.55","1","168","21","51"
"2000","direct migration background","Male","83.17","40","41","10","26","102","168","501","54.32","112.02","1","501","21","77"
"2000","indirect migration background","Female","","","","","","","","","","","","","",""
"2000","indirect migration background","Male","","","","","","","","","","","","","",""
"2000","no migration background","Female","50.94","41","768","10","17","71","102","205","47.95","53.93","1","383","33","41"
"2000","no migration background","Male","58.14","34","628","7","13","77","133","307","52.99","63.29","1","511","28","36"
"2001","direct migration background","Female","46.68","35.74","43","15","20","66","92","128","36.5","56.86","1","128","20","51"
"2001","direct migration background","Male","","","","","","","","","","","","","",""
"2001","indirect migration background","Female","","","","","","","","","","","","","",""
"2001","indirect migration background","Male","","","","","","","","","","","","","",""
"2001","no migration background","Female","48.42","40","725","9","15","65","97","205","45.3","51.54","1","460","31","36"
"2001","no migration background","Male","51.74","36","586","6","15","66","118","225","47.23","56.25","1","463","26","36"
"2002","direct migration background","Female","48.03","35","53","10","17","67","90","200","36.42","59.64","1","200","21","50"
"2002","direct migration background","Male","45.94","35","32","8","14","60","100","180","29.44","62.44","1","180","12","60"
"2002","indirect migration background","Female","","","","","","","","","","","","","",""
"2002","indirect migration background","Male","","","","","","","","","","","","","",""
"2002","no migration background","Female","48.47","40","907","10","15","69","100","220","45.33","51.61","1","500","35","41"
"2002","no migration background","Male","55.59","35","743","10","15","75","130","300","50.56","60.62","1","636","35","45"
"2003","direct migration background","Female","39.95","25","42","12","18","67","85","100","31.14","48.76","3","100","20","50"
"2003","direct migration background","Male","","","","","","","","","","","","","",""
"2003","indirect migration background","Female","41.01","19.33","31","2","12","30","164","164","28.83","53.19","2","164","12","25"
"2003","indirect migration background","Male","","","","","","","","","","","","","",""
"2003","no migration background","Female","53.2","40","903","8","16","70","100","320","49.71","56.69","1","776","33","40"
"2003","no migration background","Male","52.96","30","708","6","14","73","125","260","48.3","57.62","1","600","30","40"
"2004","direct migration background","Female","40.29","36.89","56","9","15","60","80","100","33.1","47.48","4","100","20","45"
"2004","direct migration background","Male","28.32","20.92","30","5","5","40","60","100","18.34","38.3","1","100","15","40"
"2004","indirect migration background","Female","","","","","","","","","","","","","",""
"2004","indirect migration background","Male","","","","","","","","","","","","","",""
"2004","no migration background","Female","49.58","38","927","8","15","70","100","250","46.32","52.84","1","500","30","40"
