"year","hgtyp1hh","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","(Married) couple without C.","general elemantary","","","","","","","","","","","","","",""
"1999","(Married) couple without C.","higher education","63.31","50.98","53","8","20","95","111","215","50.02","76.6","1","215","20","51"
"1999","(Married) couple without C.","higher vocational","","","","","","","","","","","","","",""
"1999","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1999","(Married) couple without C.","inadequately","","","","","","","","","","","","","",""
"1999","(Married) couple without C.","middle vocational","67.28","56","165","11","22","79","118","297","57.83","76.73","1","501","34","56"
"1999","(Married) couple without C.","vocational + Abi","","","","","","","","","","","","","",""
"1999","1-pers.-HH","general elemantary","","","","","","","","","","","","","",""
"1999","1-pers.-HH","higher education","","","","","","","","","","","","","",""
"1999","1-pers.-HH","higher vocational","","","","","","","","","","","","","",""
"1999","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1999","1-pers.-HH","inadequately","","","","","","","","","","","","","",""
"1999","1-pers.-HH","middle vocational","63.7","54.3","52","12","18","76","98","614","39.59","87.81","3","614","20","61"
"1999","1-pers.-HH","vocational + Abi","","","","","","","","","","","","","",""
"1999","Couple + C. GT 16 ","general elemantary","","","","","","","","","","","","","",""
"1999","Couple + C. GT 16 ","higher education","","","","","","","","","","","","","",""
"1999","Couple + C. GT 16 ","higher vocational","","","","","","","","","","","","","",""
"1999","Couple + C. GT 16 ","in school","","","","","","","","","","","","","",""
"1999","Couple + C. GT 16 ","inadequately","","","","","","","","","","","","","",""
"1999","Couple + C. GT 16 ","middle vocational","47.78","38","51","8","18","71","102","203","34.66","60.9","1","203","25","43"
"1999","Couple + C. GT 16 ","vocational + Abi","","","","","","","","","","","","","",""
"1999","Couple + C. LE 16","general elemantary","","","","","","","","","","","","","",""
"1999","Couple + C. LE 16","higher education","36.13","33","30","10","20","36","41","164","22.51","49.75","1","164","20","34"
"1999","Couple + C. LE 16","higher vocational","","","","","","","","","","","","","",""
"1999","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"1999","Couple + C. LE 16","inadequately","","","","","","","","","","","","","",""
"1999","Couple + C. LE 16","middle vocational","37.09","26","84","9","13","46","77","215","29.33","44.85","1","215","18","27"
"1999","Couple + C. LE 16","vocational + Abi","","","","","","","","","","","","","",""
"1999","Couple + C. LE and GT 16","general elemantary","","","","","","","","","","","","","",""
"1999","Couple + C. LE and GT 16","higher education","","","","","","","","","","","","","",""
"1999","Couple + C. LE and GT 16","higher vocational","","","","","","","","","","","","","",""
"1999","Couple + C. LE and GT 16","in school","","","","","","","","","","","","","",""
"1999","Couple + C. LE and GT 16","inadequately","","","","","","","","","","","","","",""
"1999","Couple + C. LE and GT 16","middle vocational","","","","","","","","","","","","","",""
"1999","Couple + C. LE and GT 16","vocational + Abi","","","","","","","","","","","","","",""
"1999","Single parent","general elemantary","","","","","","","","","","","","","",""
"1999","Single parent","higher education","","","","","","","","","","","","","",""
"1999","Single parent","higher vocational","","","","","","","","","","","","","",""
"1999","Single parent","in school","","","","","","","","","","","","","",""
"1999","Single parent","inadequately","","","","","","","","","","","","","",""
"1999","Single parent","middle vocational","","","","","","","","","","","","","",""
"1999","Single parent","vocational + Abi","","","","","","","","","","","","","",""
"2000","(Married) couple without C.","general elemantary","59.76","38.92","35","10","19","80","107","268","41.72","77.8","1","268","26","77"
"2000","(Married) couple without C.","higher education","72.56","51","134","10","29","97","153","501","61.12","84","1","501","41","61"
"2000","(Married) couple without C.","higher vocational","76.05","45.87","53","2","18","92","245","314","57.52","94.58","1","314","23","61"
"2000","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"2000","(Married) couple without C.","inadequately","","","","","","","","","","","","","",""
"2000","(Married) couple without C.","middle vocational","62.55","51","310","10","19","82","129","258","55.98","69.12","1","501","36","52"
"2000","(Married) couple without C.","vocational + Abi","59.43","51","45","6","10","102","128","205","44.14","74.72","1","205","13","53"
"2000","1-pers.-HH","general elemantary","","","","","","","","","","","","","",""
"2000","1-pers.-HH","higher education","37.98","31","50","6","13","51","89","102","27.24","48.72","1","205","20","46"
"2000","1-pers.-HH","higher vocational","","","","","","","","","","","","","",""
"2000","1-pers.-HH","in school","","","","","","","","","","","","","",""
"2000","1-pers.-HH","inadequately","","","","","","","","","","","","","",""
"2000","1-pers.-HH","middle vocational","56.42","51.67","111","10","17","84","117","153","48.66","64.18","1","205","36","62"
"2000","1-pers.-HH","vocational + Abi","","","","","","","","","","","","","",""
"2000","Couple + C. GT 16 ","general elemantary","","","","","","","","","","","","","",""
"2000","Couple + C. GT 16 ","higher education","67.48","48.39","48","9","16","77","148","458","44.89","90.07","1","458","20","61"
"2000","Couple + C. GT 16 ","higher vocational","","","","","","","","","","","","","",""
"2000","Couple + C. GT 16 ","in school","","","","","","","","","","","","","",""
"2000","Couple + C. GT 16 ","inadequately","","","","","","","","","","","","","",""
"2000","Couple + C. GT 16 ","middle vocational","44.54","28.33","105","8","11","55","102","281","34.25","54.83","1","307","20","41"
"2000","Couple + C. GT 16 ","vocational + Abi","","","","","","","","","","","","","",""
"2000","Couple + C. LE 16","general elemantary","","","","","","","","","","","","","",""
"2000","Couple + C. LE 16","higher education","41.21","32.07","82","7","22","51","77","153","31.18","51.24","1","291","26","36"
"2000","Couple + C. LE 16","higher vocational","66.44","40.11","40","10","20","56","143","511","39.39","93.49","6","511","20","41"
"2000","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"2000","Couple + C. LE 16","inadequately","","","","","","","","","","","","","",""
"2000","Couple + C. LE 16","middle vocational","35.26","26","183","7","12","41","72","148","30.17","40.35","1","297","20","29"
"2000","Couple + C. LE 16","vocational + Abi","","","","","","","","","","","","","",""
"2000","Couple + C. LE and GT 16","general elemantary","","","","","","","","","","","","","",""
"2000","Couple + C. LE and GT 16","higher education","","","","","","","","","","","","","",""
"2000","Couple + C. LE and GT 16","higher vocational","","","","","","","","","","","","","",""
"2000","Couple + C. LE and GT 16","in school","","","","","","","","","","","","","",""
"2000","Couple + C. LE and GT 16","inadequately","","","","","","","","","","","","","",""
"2000","Couple + C. LE and GT 16","middle vocational","37.09","31","40","10","15","41","97","153","28.05","46.13","3","153","15","33"
"2000","Couple + C. LE and GT 16","vocational + Abi","","","","","","","","","","","","","",""
"2000","Single parent","general elemantary","","","","","","","","","","","","","",""
"2000","Single parent","higher education","","","","","","","","","","","","","",""
"2000","Single parent","higher vocational","","","","","","","","","","","","","",""
"2000","Single parent","in school","","","","","","","","","","","","","",""
"2000","Single parent","inadequately","","","","","","","","","","","","","",""
"2000","Single parent","middle vocational","27.44","19.15","36","8","13","38","51","77","19.79","35.09","7","102","15","37"
"2000","Single parent","vocational + Abi","","","","","","","","","","","","","",""
"2001","(Married) couple without C.","general elemantary","","","","","","","","","","","","","",""
"2001","(Married) couple without C.","higher education","62.05","49.96","115","10","19","91","153","217","51.14","72.96","1","281","36","56"
"2001","(Married) couple without C.","higher vocational","70.69","59","46","26","40","82","110","343","55.72","85.66","4","343","44","61"
"2001","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"2001","(Married) couple without C.","inadequately","","","","","","","","","","","","","",""
"2001","(Married) couple without C.","middle vocational","55.45","51","285","8","15","77","122","187","50.08","60.82","1","215","36","51"
"2001","(Married) couple without C.","vocational + Abi","67.09","71.37","35","7","15","102","153","179","51.47","82.71","1","179","15","72"
"2001","1-pers.-HH","general elemantary","","","","","","","","","","","","","",""
"2001","1-pers.-HH","higher education","36.75","21.95","42","5","10","53","87","127","27.33","46.17","1","127","18","51"
"2001","1-pers.-HH","higher vocational","","","","","","","","","","","","","",""
"2001","1-pers.-HH","in school","","","","","","","","","","","","","",""
"2001","1-pers.-HH","inadequately","","","","","","","","","","","","","",""
"2001","1-pers.-HH","middle vocational","59.59","47.4","113","8","15","77","129","348","50.51","68.67","1","348","31","60"
"2001","1-pers.-HH","vocational + Abi","","","","","","","","","","","","","",""
"2001","Couple + C. GT 16 ","general elemantary","","","","","","","","","","","","","",""
"2001","Couple + C. GT 16 ","higher education","56.6","36","48","3","8","60","169","463","34.17","79.03","1","463","11","46"
"2001","Couple + C. GT 16 ","higher vocational","","","","","","","","","","","","","",""
"2001","Couple + C. GT 16 ","in school","","","","","","","","","","","","","",""
"2001","Couple + C. GT 16 ","inadequately","","","","","","","","","","","","","",""
"2001","Couple + C. GT 16 ","middle vocational","39.53","20","117","8","11","51","85","215","29.38","49.68","1","460","15","31"
"2001","Couple + C. GT 16 ","vocational + Abi","","","","","","","","","","","","","",""
"2001","Couple + C. LE 16","general elemantary","","","","","","","","","","","","","",""
"2001","Couple + C. LE 16","higher education","43.81","34","86","9","23","51","112","222","36.69","50.93","1","222","26","36"
"2001","Couple + C. LE 16","higher vocational","31.06","29.85","43","11","15","43","54","65","25.7","36.42","1","77","20","38"
"2001","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"2001","Couple + C. LE 16","inadequately","","","","","","","","","","","","","",""
"2001","Couple + C. LE 16","middle vocational","28.58","26","179","6","11","46","54","97","25.45","31.71","1","116","18","26"
"2001","Couple + C. LE 16","vocational + Abi","36.76","33","38","8","26","43","61","77","26.26","47.26","4","192","26","41"
"2001","Couple + C. LE and GT 16","general elemantary","","","","","","","","","","","","","",""
"2001","Couple + C. LE and GT 16","higher education","","","","","","","","","","","","","",""
"2001","Couple + C. LE and GT 16","higher vocational","","","","","","","","","","","","","",""
"2001","Couple + C. LE and GT 16","in school","","","","","","","","","","","","","",""
"2001","Couple + C. LE and GT 16","inadequately","","","","","","","","","","","","","",""
