"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","direct migration background","53.89","48.92","44","11","25","86","111","158","42.27","65.51","6","164","26","56"
"1999","indirect migration background","","","","","","","","","","","","","",""
"1999","no migration background","53.12","38","725","9","16","72","102","281","49.04","57.2","1","614","28","34"
"2000","direct migration background","65.35","40","92","8","20","77","128","501","51.31","79.39","1","501","26","51"
"2000","indirect migration background","","","","","","","","","","","","","",""
"2000","no migration background","54.18","41","1396","8","15","74","118","258","51.33","57.03","1","511","31","36"
"2001","direct migration background","50.16","35.84","67","15","20","72","102","205","40.65","59.67","1","205","21","49"
"2001","indirect migration background","20.62","15","41","3","5","27","51","72","14.88","26.36","1","72","13","23"
"2001","no migration background","49.95","38","1311","8","15","66","102","222","47.3","52.6","1","463","29","35"
"2002","direct migration background","47.27","35","85","8","15","65","95","200","37.93","56.61","1","200","25","50"
"2002","indirect migration background","21.06","14.42","41","2","10","35","40","120","14.08","28.04","2","120","13","35"
"2002","no migration background","51.64","37","1650","10","15","70","100","250","48.78","54.5","1","636","35","40"
"2003","direct migration background","35.84","25","71","6","14","56","80","100","28.87","42.81","2","100","20","45"
"2003","indirect migration background","36.95","19.16","47","2","11","30","164","164","27.64","46.26","1","164","12","25"
"2003","no migration background","53.1","38","1611","7","15","70","105","280","50.26","55.94","1","776","33","40"
"2004","direct migration background","36.72","35","86","5","14","57","80","100","30.99","42.45","1","100","20","40"
"2004","indirect migration background","28.77","22.33","45","10","15","40","58","160","20.74","36.8","2","160","15","25"
"2004","no migration background","50.95","35","1682","8","15","70","103","273","47.97","53.93","1","800","30","38"
"2005","direct migration background","41.28","29.11","99","10","15","60","98","130","32.58","49.98","2","335","20","39"
"2005","indirect migration background","25.22","17.89","54","10","15","25","59","102","18.56","31.88","1","102","17","25"
"2005","no migration background","47.79","30","1785","8","14","60","100","300","44.98","50.6","1","730","28","30"
"2006","direct migration background","38.95","21.71","122","9","15","58","79","250","32.35","45.55","1","250","20","35"
"2006","indirect migration background","27.45","20","69","4","14","35","54","113","21.78","33.12","1","113","15","23"
"2006","no migration background","44","28","2245","8","13","60","95","259","41.64","46.36","1","681","25","30"
"2007","direct migration background","37.97","20","124","7","12","50","80","150","31.95","43.99","1","150","15","30"
"2007","indirect migration background","27.73","23.04","67","10","13","35","50","109","22.32","33.14","1","109","17","25"
"2007","no migration background","41.66","25","2277","8","12","55","90","230","39.05","44.27","1","1725","25","27"
"2008","direct migration background","29.11","17","132","8","10","30","75","250","23.77","34.45","1","250","15","20"
"2008","indirect migration background","29.51","20","79","9","11","35","50","250","21.95","37.07","1","250","16","22"
"2008","no migration background","38.93","23","2481","8","12","50","85","230","37.19","40.67","1","530","20","24"
"2009","direct migration background","","","","","","","","","","","","","",""
"2009","indirect migration background","","","","","","","","","","","","","",""
"2009","no migration background","","","","","","","","","","","","","",""
"2010","direct migration background","31.83","20","142","9","15","31","56","224","27.25","36.41","1","224","16","22"
"2010","indirect migration background","29.25","20","75","10","12","40","60","110","23.14","35.36","2","120","16","26"
"2010","no migration background","37.79","22","2391","8","12","50","80","205","35.52","40.06","0","1600","20","25"
"2011","direct migration background","26.54","20","182","9","12","30","50","100","20.85","32.23","1","450","18","24"
"2011","indirect migration background","25.18","17.73","103","6","11","30","50","100","20.81","29.55","1","100","15","21"
"2011","no migration background","37.06","23.76","3130","8","13","48","80","230","35.52","38.6","1","600","21","25"
"2012","direct migration background","31.5","20","185","6","12","33","60","140","18.35","44.65","1","1200","20","25"
"2012","indirect migration background","28.66","20","108","8","12","32","50","150","22.85","34.47","1","150","16","24"
"2012","no migration background","34.8","24","3360","8","13","44","80","180","33.49","36.11","1","480","21","24"
"2013","direct migration background","28.98","21","176","4","11","40","68","120","24.69","33.27","0","191","16","25"
"2013","indirect migration background","26.73","17","116","6","10","39","60","100","21.96","31.5","2","120","13","21"
"2013","no migration background","36.58","25","3277","9","14","45","80","200","35.25","37.91","1","500","23","25"
"2014","direct migration background","29.42","23","389","9","13","35","63","150","26.54","32.3","1","300","20","24"
"2014","indirect migration background","22.57","17","214","7","10","25","45","96","19.74","25.4","1","160","15","20"
"2014","no migration background","33.03","23","4227","8","13","40","70","150","31.98","34.08","1","500","22","24"
"2015","direct migration background","","","","","","","","","","","","","",""
"2015","indirect migration background","","","","","","","","","","","","","",""
"2015","no migration background","","","","","","","","","","","","","",""
"2016","direct migration background","29.74","20","334","10","14","36","62","150","26.92","32.56","1","240","20","23"
"2016","indirect migration background","24.26","20","182","2","9","36","50","130","20.74","27.78","1","170","16","22"
"2016","no migration background","34.61","25","3299","9","15","44","70","196","33.44","35.78","1","540","23","25"
"2017","direct migration background","","","","","","","","","","","","","",""
"2017","indirect migration background","","","","","","","","","","","","","",""
"2017","no migration background","","","","","","","","","","","","","",""
"2018","direct migration background","30.11","20","346","8","13","39","65","120","26.96","33.26","1","359","20","25"
"2018","indirect migration background","26.77","16","188","8","11","35","60","104","23.19","30.35","1","204","16","25"
"2018","no migration background","35.53","25","3712","9","15","45","70","200","34.44","36.62","1","400","25","25"
