"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","direct migration background","East Germany","","","","","","","","","","","","","",""
"1999","direct migration background","West Germany","54.15","49.1","42","11","25","86","111","158","42.1","66.2","6","164","26","56"
"1999","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1999","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1999","no migration background","East Germany","31.44","15","125","5","9","32","66","215","20.54","42.34","1","511","13","20"
"1999","no migration background","West Germany","55.66","41","600","10","19","76","102","281","51.29","60.03","1","614","31","40"
"2000","direct migration background","East Germany","","","","","","","","","","","","","",""
"2000","direct migration background","West Germany","65.64","40","91","8","20","77","128","501","51.5","79.78","1","501","26","51"
"2000","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2000","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2000","no migration background","East Germany","23.06","13","158","3","7","26","56","132","18.7","27.42","1","152","11","15"
"2000","no migration background","West Germany","57.24","41","1238","9","18","77","127","258","54.13","60.35","1","511","36","41"
"2001","direct migration background","East Germany","","","","","","","","","","","","","",""
"2001","direct migration background","West Germany","50.58","35.96","65","15","21","72","102","205","40.87","60.29","1","205","21","51"
"2001","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2001","indirect migration background","West Germany","20.64","15","39","3","5","27","51","72","14.71","26.57","1","72","13","23"
"2001","no migration background","East Germany","17.17","13","169","2","6","20","33","77","13","21.34","1","271","10","14"
"2001","no migration background","West Germany","53","41","1142","8","17","70","104","225","50.09","55.91","1","463","35","41"
"2002","direct migration background","East Germany","","","","","","","","","","","","","",""
"2002","direct migration background","West Germany","47.47","35","84","8","15","65","95","200","38.06","56.88","1","200","25","50"
"2002","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2002","indirect migration background","West Germany","20.04","14.76","39","2","10","35","40","70","14.66","25.42","2","70","13","35"
"2002","no migration background","East Germany","19.38","12","196","2","6","24","50","100","14.94","23.82","1","250","12","16"
"2002","no migration background","West Germany","54.87","40","1454","10","18","75","105","250","51.74","58","1","636","40","50"
"2003","direct migration background","East Germany","","","","","","","","","","","","","",""
"2003","direct migration background","West Germany","36.02","25","69","6","14","56","80","100","28.92","43.12","2","100","20","50"
"2003","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2003","indirect migration background","West Germany","36.63","19.27","45","2","11","30","164","164","27.88","45.38","1","164","12","25"
"2003","no migration background","East Germany","18.8","11","201","1","5","20","40","200","13.65","23.95","1","237","11","15"
"2003","no migration background","West Germany","56.46","40","1410","9","17","73","110","300","53.37","59.55","1","776","40","45"
"2004","direct migration background","East Germany","","","","","","","","","","","","","",""
"2004","direct migration background","West Germany","37.12","35","82","6","15","57","80","100","31.21","43.03","3","100","20","40"
"2004","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2004","indirect migration background","West Germany","29.2","22.43","42","10","15","40","58","160","20.72","37.68","2","160","16","25"
"2004","no migration background","East Germany","20.43","11.33","234","2","7","24","38","200","15.24","25.62","1","390","12","15"
"2004","no migration background","West Germany","54.25","40","1448","8","16","75","105","312","50.95","57.55","1","800","40","45"
"2005","direct migration background","East Germany","","","","","","","","","","","","","",""
"2005","direct migration background","West Germany","41.42","29.15","96","10","15","60","98","130","32.48","50.36","2","335","20","40"
"2005","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2005","indirect migration background","West Germany","25.8","18.22","51","11","15","25","59","102","18.83","32.77","1","102","17","26"
"2005","no migration background","East Germany","16.53","12","271","1","6","20","30","100","10.89","22.17","1","730","10","13"
"2005","no migration background","West Germany","51.33","32","1514","9","15","64","100","300","48.24","54.42","1","573","33","40"
"2006","direct migration background","East Germany","","","","","","","","","","","","","",""
"2006","direct migration background","West Germany","39.73","22.57","114","9","15","60","79","250","32.76","46.7","1","250","20","39"
"2006","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2006","indirect migration background","West Germany","27.8","20","65","4","15","35","54","113","21.83","33.77","1","113","16","23"
"2006","no migration background","East Germany","17.09","12","329","2","6","20","33","191","14.32","19.86","1","300","12","15"
"2006","no migration background","West Germany","47.44","30","1916","9","15","60","100","280","44.76","50.12","1","681","30","34"
"2007","direct migration background","East Germany","","","","","","","","","","","","","",""
"2007","direct migration background","West Germany","38.95","21.32","117","7","12","50","80","150","32.65","45.25","1","150","18","35"
"2007","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","West Germany","27.72","22.99","64","10","13","35","50","109","22.07","33.37","1","109","16","25"
"2007","no migration background","East Germany","21.26","12","381","3","8","20","30","100","12.15","30.37","1","1725","12","15"
"2007","no migration background","West Germany","44.3","30","1896","9","13","60","90","230","41.79","46.81","1","600","30","34"
"2008","direct migration background","East Germany","","","","","","","","","","","","","",""
"2008","direct migration background","West Germany","29.44","17","127","8","10","30","75","250","23.91","34.97","1","250","15","20"
"2008","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2008","indirect migration background","West Germany","29.59","20","76","9","11","35","50","250","21.76","37.42","1","250","16","22"
"2008","no migration background","East Germany","15.8","13","440","1","8","20","29","63","14.48","17.12","1","101","12","14"
"2008","no migration background","West Germany","42.17","25","2041","9","13","56","90","230","40.14","44.2","1","530","25","30"
"2009","direct migration background","East Germany","","","","","","","","","","","","","",""
"2009","direct migration background","West Germany","","","","","","","","","","","","","",""
"2009","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2009","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2009","no migration background","East Germany","","","","","","","","","","","","","",""
"2009","no migration background","West Germany","","","","","","","","","","","","","",""
"2010","direct migration background","East Germany","","","","","","","","","","","","","",""
"2010","direct migration background","West Germany","32.14","20","135","9","15","31","60","224","27.35","36.93","1","224","16","22"
"2010","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2010","indirect migration background","West Germany","29.44","20","72","10","12","40","60","110","23.13","35.75","3","120","16","26"
"2010","no migration background","East Germany","22.16","15","446","4","9","25","35","125","14.92","29.4","1","1600","13","15"
"2010","no migration background","West Germany","40.23","25","1945","8","13","54","80","230","38.01","42.45","0","870","25","28"
