"year","e11102","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","Employed","(Married) couple without C.","51.2","40","198","10","15","70","92","297","43.71","58.69","1","501","26","40"
"1999","Employed","1-pers.-HH","47.19","26","66","7","15","56","77","614","27.14","67.24","1","614","16","30"
"1999","Employed","Couple + C. GT 16 ","49.08","33.85","83","8","16","63","102","203","38.48","59.68","1","203","21","43"
"1999","Employed","Couple + C. LE 16","40.92","31","147","10","15","46","77","215","31.93","49.91","1","511","23","32"
"1999","Employed","Couple + C. LE and GT 16","44.87","31","41","6","18","66","133","205","32.14","57.6","1","205","19","37"
"1999","Employed","Single parent","28.11","21.23","37","8","13","37","57","82","21.08","35.14","6","82","14","36"
"1999","Not Employed","(Married) couple without C.","84.36","77","92","15","51","97","158","281","72.19","96.53","2","289","56","80"
"1999","Not Employed","1-pers.-HH","57.44","60","42","12","27","77","98","139","46.2","68.68","1","153","46","70"
"1999","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1999","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"1999","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1999","Not Employed","Single parent","","","","","","","","","","","","","",""
"2000","Employed","(Married) couple without C.","54.43","41","362","9","15","72","128","307","48.57","60.29","1","501","31","41"
"2000","Employed","1-pers.-HH","38.92","31","127","6","13","56","77","153","32.77","45.07","1","220","20","36"
"2000","Employed","Couple + C. GT 16 ","50.01","31","171","7","11","66","102","307","40.71","59.31","1","458","24","37"
"2000","Employed","Couple + C. LE 16","41.83","29","285","7","13","46","77","297","35.84","47.82","1","511","26","31"
"2000","Employed","Couple + C. LE and GT 16","47.73","31","66","8","15","61","97","256","33.89","61.57","3","256","18","34"
"2000","Employed","Single parent","37.56","28.55","56","8","10","46","66","230","27.76","47.36","1","230","15","36"
"2000","Not Employed","(Married) couple without C.","82.22","74.8","217","10","33","102","153","383","73.83","90.61","1","501","64","77"
"2000","Not Employed","1-pers.-HH","73.24","72.43","80","10","48","97","118","205","63.01","83.47","2","205","61","83"
"2000","Not Employed","Couple + C. GT 16 ","46.87","33.67","37","10","15","61","128","179","32.34","61.4","3","179","15","41"
"2000","Not Employed","Couple + C. LE 16","39.61","28.9","56","9","15","44","82","168","29.51","49.71","4","168","23","37"
"2000","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2000","Not Employed","Single parent","","","","","","","","","","","","","",""
"2001","Employed","(Married) couple without C.","45.65","35.42","315","8","15","61","83","205","40.96","50.34","1","343","26","36"
"2001","Employed","1-pers.-HH","38.22","25.75","122","8","14","51","71","225","30.84","45.6","1","271","19","33"
