"plh0177","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"6 on Scale 1 to 10","1985","66 and older","East Germany","","","","","6"
"7 on Scale 1 to 10","1985","16-34 y.","West Germany","484","0.12384110357626","0.113770603795124","0.133911603357397","7"
"7 on Scale 1 to 10","1985","35-65 y.","West Germany","619","0.107107542221588","0.0991184524267738","0.115096632016403","7"
"7 on Scale 1 to 10","1985","16-34 y.","East Germany","","","","","7"
"7 on Scale 1 to 10","1985","35-65 y.","East Germany","","","","","7"
"7 on Scale 1 to 10","1985","66 and older","West Germany","127","0.11336703464906","0.0947160427983145","0.132018026499806","7"
"7 on Scale 1 to 10","1985","66 and older","East Germany","","","","","7"
"8 on Scale 1 to 10","1985","16-34 y.","East Germany","","","","","8"
"8 on Scale 1 to 10","1985","66 and older","West Germany","233","0.213553097260395","0.189444372317249","0.237661822203541","8"
"8 on Scale 1 to 10","1985","35-65 y.","West Germany","1225","0.219715840979688","0.209019265051893","0.230412416907484","8"
"8 on Scale 1 to 10","1985","35-65 y.","East Germany","","","","","8"
"8 on Scale 1 to 10","1985","16-34 y.","West Germany","801","0.203945716808447","0.19162727386676","0.216264159750134","8"
"8 on Scale 1 to 10","1985","66 and older","East Germany","","","","","8"
"9 on Scale 1 to 10","1985","35-65 y.","West Germany","873","0.158405507249213","0.148973062302317","0.16783795219611","9"
"9 on Scale 1 to 10","1985","35-65 y.","East Germany","","","","","9"
"9 on Scale 1 to 10","1985","66 and older","West Germany","155","0.13876912757027","0.11843184956538","0.159106405575159","9"
"9 on Scale 1 to 10","1985","16-34 y.","West Germany","560","0.148502435717798","0.137631030756872","0.159373840678724","9"
"9 on Scale 1 to 10","1985","16-34 y.","East Germany","","","","","9"
"9 on Scale 1 to 10","1985","66 and older","East Germany","","","","","9"
"0 Completely dissatisfied","1986","16-34 y.","West Germany","75","0.0126385391512973","0.00920492943888373","0.0160721488637109","0"
"0 Completely dissatisfied","1986","16-34 y.","East Germany","","","","","0"
"0 Completely dissatisfied","1986","35-65 y.","West Germany","62","0.00719177427398055","0.00495435101666546","0.00942919753129565","0"
"0 Completely dissatisfied","1986","35-65 y.","East Germany","","","","","0"
"0 Completely dissatisfied","1986","66 and older","West Germany","7","","","","0"
"0 Completely dissatisfied","1986","66 and older","East Germany","","","","","0"
"1 on Scale 1 to 10","1986","35-65 y.","East Germany","","","","","1"
"1 on Scale 1 to 10","1986","35-65 y.","West Germany","46","0.00556619251882337","0.00359620038206749","0.00753618465557924","1"
"1 on Scale 1 to 10","1986","16-34 y.","West Germany","35","0.00663068598631918","0.00413609697716669","0.00912527499547167","1"
"1 on Scale 1 to 10","1986","16-34 y.","East Germany","","","","","1"
"1 on Scale 1 to 10","1986","66 and older","East Germany","","","","","1"
"1 on Scale 1 to 10","1986","66 and older","West Germany","3","","","","1"
"10 Completely satisfied","1986","16-34 y.","East Germany","","","","","10"
"10 Completely satisfied","1986","16-34 y.","West Germany","787","0.19479831296727","0.182624984581503","0.206971641353037","10"
"10 Completely satisfied","1986","35-65 y.","East Germany","","","","","10"
"10 Completely satisfied","1986","35-65 y.","West Germany","1414","0.281483778726532","0.269575680299481","0.293391877153583","10"
"10 Completely satisfied","1986","66 and older","West Germany","380","0.363322502994322","0.334091930572278","0.392553075416366","10"
"10 Completely satisfied","1986","66 and older","East Germany","","","","","10"
"2 on Scale 1 to 10","1986","66 and older","West Germany","3","","","","2"
"2 on Scale 1 to 10","1986","35-65 y.","East Germany","","","","","2"
"2 on Scale 1 to 10","1986","35-65 y.","West Germany","97","0.0120203719320838","0.00913481007586641","0.0149059337883012","2"
"2 on Scale 1 to 10","1986","16-34 y.","West Germany","97","0.0240075730556964","0.0193025499844811","0.0287125961269116","2"
"2 on Scale 1 to 10","1986","16-34 y.","East Germany","","","","","2"
"2 on Scale 1 to 10","1986","66 and older","East Germany","","","","","2"
"3 on Scale 1 to 10","1986","16-34 y.","West Germany","150","0.0329305999889325","0.0274453926749576","0.0384158073029073","3"
"3 on Scale 1 to 10","1986","16-34 y.","East Germany","","","","","3"
"3 on Scale 1 to 10","1986","35-65 y.","East Germany","","","","","3"
"3 on Scale 1 to 10","1986","66 and older","West Germany","11","","","","3"
"3 on Scale 1 to 10","1986","35-65 y.","West Germany","126","0.016621030340839","0.0132358105585815","0.0200062501230966","3"
"3 on Scale 1 to 10","1986","66 and older","East Germany","","","","","3"
"4 on Scale 1 to 10","1986","35-65 y.","East Germany","","","","","4"
"4 on Scale 1 to 10","1986","16-34 y.","West Germany","169","0.0406223730190668","0.0345544251371285","0.0466903209010051","4"
"4 on Scale 1 to 10","1986","35-65 y.","West Germany","135","0.0210841643881258","0.0172800960113028","0.0248882327649487","4"
"4 on Scale 1 to 10","1986","16-34 y.","East Germany","","","","","4"
"4 on Scale 1 to 10","1986","66 and older","West Germany","12","","","","4"
"4 on Scale 1 to 10","1986","66 and older","East Germany","","","","","4"
"5 on Scale 1 to 10","1986","16-34 y.","West Germany","439","0.103713125179346","0.0943417185454804","0.113084531813212","5"
"5 on Scale 1 to 10","1986","16-34 y.","East Germany","","","","","5"
"5 on Scale 1 to 10","1986","35-65 y.","West Germany","504","0.0836406933961165","0.0763100996750821","0.0909712871171509","5"
"5 on Scale 1 to 10","1986","35-65 y.","East Germany","","","","","5"
"5 on Scale 1 to 10","1986","66 and older","West Germany","53","0.0568826443895448","0.0428058366586174","0.0709594521204722","5"
"5 on Scale 1 to 10","1986","66 and older","East Germany","","","","","5"
"6 on Scale 1 to 10","1986","35-65 y.","West Germany","347","0.0579880312705636","0.0517993967801731","0.0641766657609541","6"
"6 on Scale 1 to 10","1986","16-34 y.","East Germany","","","","","6"
"6 on Scale 1 to 10","1986","66 and older","East Germany","","","","","6"
"6 on Scale 1 to 10","1986","16-34 y.","West Germany","328","0.077513667720575","0.0692943926034405","0.0857329428377094","6"
"6 on Scale 1 to 10","1986","35-65 y.","East Germany","","","","","6"
"6 on Scale 1 to 10","1986","66 and older","West Germany","51","0.0507220744052165","0.0373860428097821","0.064058106000651","6"
"7 on Scale 1 to 10","1986","16-34 y.","West Germany","542","0.134443614026861","0.123958282285179","0.144928945768544","7"
"7 on Scale 1 to 10","1986","35-65 y.","West Germany","676","0.120309802654067","0.111695644832832","0.128923960475302","7"
"7 on Scale 1 to 10","1986","16-34 y.","East Germany","","","","","7"
"7 on Scale 1 to 10","1986","35-65 y.","East Germany","","","","","7"
"7 on Scale 1 to 10","1986","66 and older","West Germany","125","0.118839939144814","0.0991728523749873","0.138507025914641","7"
"7 on Scale 1 to 10","1986","66 and older","East Germany","","","","","7"
"8 on Scale 1 to 10","1986","35-65 y.","East Germany","","","","","8"
"8 on Scale 1 to 10","1986","35-65 y.","West Germany","1236","0.235441897280069","0.224207634897506","0.246676159662633","8"
"8 on Scale 1 to 10","1986","16-34 y.","West Germany","865","0.224189717671879","0.211370839664141","0.237008595679617","8"
"8 on Scale 1 to 10","1986","16-34 y.","East Germany","","","","","8"
"8 on Scale 1 to 10","1986","66 and older","West Germany","239","0.232904062406347","0.207215204611056","0.258592920201639","8"
"8 on Scale 1 to 10","1986","66 and older","East Germany","","","","","8"
"9 on Scale 1 to 10","1986","35-65 y.","East Germany","","","","","9"
"9 on Scale 1 to 10","1986","35-65 y.","West Germany","836","0.158652263218799","0.14897821289751","0.168326313540087","9"
"9 on Scale 1 to 10","1986","16-34 y.","West Germany","579","0.148511791232756","0.137581438150622","0.159442144314891","9"
"9 on Scale 1 to 10","1986","16-34 y.","East Germany","","","","","9"
"9 on Scale 1 to 10","1986","66 and older","West Germany","156","0.146516543775995","0.125024767664684","0.168008319887306","9"
"9 on Scale 1 to 10","1986","66 and older","East Germany","","","","","9"
"0 Completely dissatisfied","1987","16-34 y.","East Germany","","","","","0"
"0 Completely dissatisfied","1987","16-34 y.","West Germany","28","","","","0"
"0 Completely dissatisfied","1987","35-65 y.","West Germany","20","","","","0"
"0 Completely dissatisfied","1987","35-65 y.","East Germany","","","","","0"
"0 Completely dissatisfied","1987","66 and older","West Germany","3","","","","0"
"0 Completely dissatisfied","1987","66 and older","East Germany","","","","","0"
"1 on Scale 1 to 10","1987","35-65 y.","West Germany","12","","","","1"
"1 on Scale 1 to 10","1987","16-34 y.","West Germany","23","","","","1"
"1 on Scale 1 to 10","1987","35-65 y.","East Germany","","","","","1"
"1 on Scale 1 to 10","1987","16-34 y.","East Germany","","","","","1"
"1 on Scale 1 to 10","1987","66 and older","West Germany","6","","","","1"
"1 on Scale 1 to 10","1987","66 and older","East Germany","","","","","1"
"10 Completely satisfied","1987","16-34 y.","East Germany","","","","","10"
"10 Completely satisfied","1987","16-34 y.","West Germany","623","0.198910774957235","0.184513312079748","0.213308237834722","10"
"10 Completely satisfied","1987","35-65 y.","West Germany","1126","0.285641845625686","0.271510055499589","0.299773635751783","10"
"10 Completely satisfied","1987","35-65 y.","East Germany","","","","","10"
"10 Completely satisfied","1987","66 and older","West Germany","402","0.37637040089022","0.347259987838881","0.405480813941559","10"
"10 Completely satisfied","1987","66 and older","East Germany","","","","","10"
"2 on Scale 1 to 10","1987","35-65 y.","East Germany","","","","","2"
"2 on Scale 1 to 10","1987","66 and older","West Germany","6","","","","2"
"2 on Scale 1 to 10","1987","16-34 y.","West Germany","59","0.0197667262053903","0.0147462089838144","0.0247872434269663","2"
"2 on Scale 1 to 10","1987","35-65 y.","West Germany","38","0.00982176328161564","0.0067365891573688","0.0129069374058625","2"
"2 on Scale 1 to 10","1987","16-34 y.","East Germany","","","","","2"
"2 on Scale 1 to 10","1987","66 and older","East Germany","","","","","2"
"3 on Scale 1 to 10","1987","16-34 y.","West Germany","84","0.0309127322860451","0.0246701179158004","0.0371553466562899","3"
"3 on Scale 1 to 10","1987","16-34 y.","East Germany","","","","","3"
"3 on Scale 1 to 10","1987","35-65 y.","East Germany","","","","","3"
"3 on Scale 1 to 10","1987","66 and older","West Germany","14","","","","3"
"3 on Scale 1 to 10","1987","35-65 y.","West Germany","68","0.0177204506847705","0.0135929876429662","0.0218479137265748","3"
"3 on Scale 1 to 10","1987","66 and older","East Germany","","","","","3"
"4 on Scale 1 to 10","1987","35-65 y.","East Germany","","","","","4"
"4 on Scale 1 to 10","1987","16-34 y.","West Germany","126","0.0437563362819527","0.0363786339555779","0.0511340386083275","4"
"4 on Scale 1 to 10","1987","16-34 y.","East Germany","","","","","4"
"4 on Scale 1 to 10","1987","35-65 y.","West Germany","84","0.0218110256170751","0.0172414308745879","0.0263806203595624","4"
"4 on Scale 1 to 10","1987","66 and older","West Germany","14","","","","4"
"4 on Scale 1 to 10","1987","66 and older","East Germany","","","","","4"
"5 on Scale 1 to 10","1987","16-34 y.","West Germany","260","0.0953671896604023","0.0847733833697675","0.105960995951037","5"
"5 on Scale 1 to 10","1987","16-34 y.","East Germany","","","","","5"
"5 on Scale 1 to 10","1987","35-65 y.","West Germany","244","0.0640112031707125","0.0563536224954585","0.0716687838459665","5"
"5 on Scale 1 to 10","1987","35-65 y.","East Germany","","","","","5"
"5 on Scale 1 to 10","1987","66 and older","West Germany","59","0.0589426659421996","0.0447912398904162","0.073094091993983","5"
"5 on Scale 1 to 10","1987","66 and older","East Germany","","","","","5"
"6 on Scale 1 to 10","1987","16-34 y.","West Germany","210","0.0727365926580908","0.0633697245599515","0.08210346075623","6"
"6 on Scale 1 to 10","1987","16-34 y.","East Germany","","","","","6"
"6 on Scale 1 to 10","1987","35-65 y.","West Germany","215","0.0545977870802381","0.0474901689251763","0.0617054052352998","6"
"6 on Scale 1 to 10","1987","35-65 y.","East Germany","","","","","6"
"6 on Scale 1 to 10","1987","66 and older","West Germany","43","0.0445119757550001","0.0321203486202732","0.056903602889727","6"
"6 on Scale 1 to 10","1987","66 and older","East Germany","","","","","6"
"7 on Scale 1 to 10","1987","16-34 y.","West Germany","391","0.129996392057341","0.117866901971275","0.142125882143407","7"
"7 on Scale 1 to 10","1987","35-65 y.","West Germany","422","0.108959506941727","0.0992116410518975","0.118707372831557","7"
"7 on Scale 1 to 10","1987","16-34 y.","East Germany","","","","","7"
"7 on Scale 1 to 10","1987","35-65 y.","East Germany","","","","","7"
"7 on Scale 1 to 10","1987","66 and older","West Germany","100","0.0956838398489877","0.0780089498071308","0.113358729890844","7"
"7 on Scale 1 to 10","1987","66 and older","East Germany","","","","","7"
"8 on Scale 1 to 10","1987","16-34 y.","West Germany","654","0.21882353953332","0.203911468600269","0.23373561046637","8"
"8 on Scale 1 to 10","1987","35-65 y.","West Germany","962","0.2447846421132","0.231333605640614","0.258235678585786","8"
"8 on Scale 1 to 10","1987","35-65 y.","East Germany","","","","","8"
"8 on Scale 1 to 10","1987","16-34 y.","East Germany","","","","","8"
"8 on Scale 1 to 10","1987","66 and older","West Germany","246","0.228922234388072","0.203677526180748","0.254166942595395","8"
"8 on Scale 1 to 10","1987","66 and older","East Germany","","","","","8"
"9 on Scale 1 to 10","1987","16-34 y.","West Germany","495","0.171368504272588","0.157777154508741","0.184959854036435","9"
"9 on Scale 1 to 10","1987","35-65 y.","East Germany","","","","","9"
"9 on Scale 1 to 10","1987","35-65 y.","West Germany","734","0.184159827367532","0.17203352890275","0.196286125832313","9"
"9 on Scale 1 to 10","1987","16-34 y.","East Germany","","","","","9"
"9 on Scale 1 to 10","1987","66 and older","West Germany","171","0.154024839877804","0.132335243730668","0.17571443602494","9"
"9 on Scale 1 to 10","1987","66 and older","East Germany","","","","","9"
"0 Completely dissatisfied","1988","16-34 y.","West Germany","75","0.0093037202102736","0.00626161524482468","0.0123458251757225","0"
"0 Completely dissatisfied","1988","16-34 y.","East Germany","","","","","0"
"0 Completely dissatisfied","1988","35-65 y.","West Germany","37","0.00327670237112574","0.0017085665830347","0.00484483815921679","0"
"0 Completely dissatisfied","1988","35-65 y.","East Germany","","","","","0"
"0 Completely dissatisfied","1988","66 and older","West Germany","3","","","","0"
"0 Completely dissatisfied","1988","66 and older","East Germany","","","","","0"
"1 on Scale 1 to 10","1988","16-34 y.","West Germany","35","0.00636936869694996","0.00384858089623197","0.00889015649766795","1"
"1 on Scale 1 to 10","1988","16-34 y.","East Germany","","","","","1"
"1 on Scale 1 to 10","1988","35-65 y.","West Germany","43","0.00569974304827932","0.00363405717976952","0.00776542891678913","1"
"1 on Scale 1 to 10","1988","66 and older","East Germany","","","","","1"
"1 on Scale 1 to 10","1988","35-65 y.","East Germany","","","","","1"
"1 on Scale 1 to 10","1988","66 and older","West Germany","3","","","","1"
"10 Completely satisfied","1988","16-34 y.","West Germany","684","0.185577084278953","0.173258443978108","0.197895724579798","10"
"10 Completely satisfied","1988","16-34 y.","East Germany","","","","","10"
"10 Completely satisfied","1988","35-65 y.","West Germany","1157","0.253138236628619","0.241207236456715","0.265069236800523","10"
"10 Completely satisfied","1988","35-65 y.","East Germany","","","","","10"
"10 Completely satisfied","1988","66 and older","West Germany","347","0.32611170597505","0.297756644587238","0.354466767362862","10"
"10 Completely satisfied","1988","66 and older","East Germany","","","","","10"
"2 on Scale 1 to 10","1988","35-65 y.","East Germany","","","","","2"
"2 on Scale 1 to 10","1988","66 and older","West Germany","6","","","","2"
"2 on Scale 1 to 10","1988","16-34 y.","West Germany","94","0.0183779449065706","0.0141219976752402","0.022633892137901","2"
"2 on Scale 1 to 10","1988","16-34 y.","East Germany","","","","","2"
"2 on Scale 1 to 10","1988","35-65 y.","West Germany","84","0.0114918080212939","0.00856723693959656","0.0144163791029912","2"
"2 on Scale 1 to 10","1988","66 and older","East Germany","","","","","2"
"3 on Scale 1 to 10","1988","16-34 y.","West Germany","141","0.0333668878914306","0.0276762062106851","0.0390575695721761","3"
"3 on Scale 1 to 10","1988","16-34 y.","East Germany","","","","","3"
"3 on Scale 1 to 10","1988","35-65 y.","West Germany","118","0.0188881080570328","0.0151527575245884","0.0226234585894773","3"
"3 on Scale 1 to 10","1988","35-65 y.","East Germany","","","","","3"
"3 on Scale 1 to 10","1988","66 and older","West Germany","11","","","","3"
"3 on Scale 1 to 10","1988","66 and older","East Germany","","","","","3"
"4 on Scale 1 to 10","1988","35-65 y.","East Germany","","","","","4"
"4 on Scale 1 to 10","1988","16-34 y.","West Germany","149","0.0393970099651748","0.0332327746904287","0.0455612452399209","4"
"4 on Scale 1 to 10","1988","35-65 y.","West Germany","151","0.0256726657783023","0.0213329049978747","0.0300124265587298","4"
"4 on Scale 1 to 10","1988","66 and older","West Germany","19","","","","4"
"4 on Scale 1 to 10","1988","66 and older","East Germany","","","","","4"
"4 on Scale 1 to 10","1988","16-34 y.","East Germany","","","","","4"
"5 on Scale 1 to 10","1988","16-34 y.","East Germany","","","","","5"
"5 on Scale 1 to 10","1988","16-34 y.","West Germany","376","0.100283776791309","0.0907658200915551","0.109801733491063","5"
"5 on Scale 1 to 10","1988","35-65 y.","West Germany","419","0.0793195158984032","0.071904324590616","0.0867347072061904","5"
"5 on Scale 1 to 10","1988","35-65 y.","East Germany","","","","","5"
"5 on Scale 1 to 10","1988","66 and older","West Germany","76","0.0799938558200896","0.0635850445151778","0.0964026671250015","5"
"5 on Scale 1 to 10","1988","66 and older","East Germany","","","","","5"
"6 on Scale 1 to 10","1988","16-34 y.","East Germany","","","","","6"
"6 on Scale 1 to 10","1988","16-34 y.","West Germany","322","0.0796397865231537","0.0710611242675913","0.0882184487787162","6"
"6 on Scale 1 to 10","1988","35-65 y.","East Germany","","","","","6"
"6 on Scale 1 to 10","1988","66 and older","West Germany","48","0.042813158770415","0.0305686762102126","0.0550576413306173","6"
"6 on Scale 1 to 10","1988","35-65 y.","West Germany","383","0.068854471556803","0.0619065849860712","0.0758023581275348","6"
