"plh0177","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","1-pers.-HH","in school","","","","","0"
"0 Completely dissatisfied","1984","1-pers.-HH","inadequately","3","","","","0"
"0 Completely dissatisfied","1984","1-pers.-HH","general elemantary","8","","","","0"
"0 Completely dissatisfied","1984","1-pers.-HH","middle vocational","6","","","","0"
"0 Completely dissatisfied","1984","1-pers.-HH","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","1984","1-pers.-HH","higher vocational","1","","","","0"
"0 Completely dissatisfied","1984","1-pers.-HH","higher education","1","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","in school","","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","inadequately","4","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","general elemantary","12","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","middle vocational","17","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","higher vocational","","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","higher education","1","","","","0"
"0 Completely dissatisfied","1984","Single parent ","in school","","","","","0"
"0 Completely dissatisfied","1984","Single parent ","inadequately","2","","","","0"
"0 Completely dissatisfied","1984","Single parent ","general elemantary","6","","","","0"
"0 Completely dissatisfied","1984","Single parent ","middle vocational","6","","","","0"
"0 Completely dissatisfied","1984","Single parent ","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1984","Single parent ","higher vocational","1","","","","0"
"0 Completely dissatisfied","1984","Single parent ","higher education","","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","in school","","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","inadequately","29","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","general elemantary","25","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","middle vocational","32","0.0140528033499327","0.00810593733527321","0.0199996693645921","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","higher vocational","1","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","higher education","","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","in school","2","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","inadequately","6","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","general elemantary","12","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","middle vocational","12","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","higher vocational","","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","higher education","1","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","in school","1","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","inadequately","8","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","general elemantary","12","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","middle vocational","19","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","vocational + Abi","2","","","","0"
