"plh0206i02","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","in school","","","",""
"1 Strongly disagree","2005","1-pers.-HH","inadequately","7","","",""
"1 Strongly disagree","2005","1-pers.-HH","general elemantary","122","0.291861165885055","0.248791295100879","0.334931036669231"
"1 Strongly disagree","2005","1-pers.-HH","middle vocational","376","0.254328570030483","0.232564443113307","0.276092696947658"
"1 Strongly disagree","2005","1-pers.-HH","vocational + Abi","35","0.232907413051802","0.170103165668342","0.295711660435262"
"1 Strongly disagree","2005","1-pers.-HH","higher vocational","41","0.206978186753547","0.150403802792138","0.263552570714957"
"1 Strongly disagree","2005","1-pers.-HH","higher education","133","0.262963752047664","0.226501251803066","0.299426252292263"
"1 Strongly disagree","2005","(Married) couple without C. ","in school","","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","inadequately","20","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","general elemantary","187","0.28947581761393","0.255661187302678","0.323290447925182"
"1 Strongly disagree","2005","(Married) couple without C. ","middle vocational","798","0.241148757013343","0.227257570446794","0.255039943579891"
"1 Strongly disagree","2005","(Married) couple without C. ","vocational + Abi","62","0.19735468870968","0.1557768107477","0.23893256667166"
"1 Strongly disagree","2005","(Married) couple without C. ","higher vocational","134","0.243589845721772","0.208132831715266","0.279046859728278"
"1 Strongly disagree","2005","(Married) couple without C. ","higher education","326","0.194075352486857","0.175038802712634","0.21311190226108"
"1 Strongly disagree","2005","Single parent ","in school","16","","",""
"1 Strongly disagree","2005","Single parent ","inadequately","5","","",""
"1 Strongly disagree","2005","Single parent ","general elemantary","48","0.21491444173841","0.158685170510638","0.271143712966182"
"1 Strongly disagree","2005","Single parent ","middle vocational","106","0.198156653665152","0.164188702716112","0.232124604614192"
"1 Strongly disagree","2005","Single parent ","vocational + Abi","10","","",""
"1 Strongly disagree","2005","Single parent ","higher vocational","10","","",""
"1 Strongly disagree","2005","Single parent ","higher education","27","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","in school","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","inadequately","9","","",""
