"plh0206i02","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","West Germany","72","0.146814471122486","0.115823484619146","0.177805457625827"
"1 Strongly disagree","2005","in school","East Germany","","","",""
"1 Strongly disagree","2005","inadequately","West Germany","64","0.27741264006212","0.217566359544304","0.337258920579937"
"1 Strongly disagree","2005","inadequately","East Germany","","","",""
"1 Strongly disagree","2005","general elemantary","West Germany","502","0.25255659520737","0.233753308203329","0.27135988221141"
"1 Strongly disagree","2005","general elemantary","East Germany","68","0.229750193183195","0.185100894350203","0.274399492016186"
"1 Strongly disagree","2005","middle vocational","West Germany","1564","0.21845391226234","0.209163669152224","0.227744155372456"
"1 Strongly disagree","2005","middle vocational","East Germany","464","0.185690024320374","0.170834283542424","0.200545765098323"
"1 Strongly disagree","2005","vocational + Abi","West Germany","186","0.213476509728831","0.18767666464766","0.239276354810002"
"1 Strongly disagree","2005","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2005","higher vocational","West Germany","220","0.209331115006432","0.185673381087914","0.232988848924951"
"1 Strongly disagree","2005","higher vocational","East Germany","92","0.224008617994042","0.18418251105941","0.263834724928674"
"1 Strongly disagree","2005","higher education","West Germany","570","0.220481832739375","0.205414013010502","0.235549652468248"
"1 Strongly disagree","2005","higher education","East Germany","237","0.189282802713012","0.16760128925147","0.210964316174554"
"2 on scale 1-7 ","2005","in school","West Germany","85","0.152277695823403","0.120816575666689","0.183738815980118"
"2 on scale 1-7 ","2005","in school","East Germany","32","0.193525474769941","0.129661812264065","0.257389137275817"
"2 on scale 1-7 ","2005","inadequately","West Germany","","","",""
"2 on scale 1-7 ","2005","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2005","general elemantary","West Germany","331","0.154192219198682","0.138563178274682","0.169821260122683"
"2 on scale 1-7 ","2005","general elemantary","East Germany","60","0.170499307480205","0.130583898115679","0.210414716844732"
"2 on scale 1-7 ","2005","middle vocational","West Germany","1505","0.190330004168931","0.181503727835723","0.19915628050214"
"2 on scale 1-7 ","2005","middle vocational","East Germany","501","0.184356013714169","0.169541611821033","0.199170415607305"
"2 on scale 1-7 ","2005","vocational + Abi","West Germany","221","0.21568633403702","0.189789754347799","0.241582913726242"
"2 on scale 1-7 ","2005","vocational + Abi","East Germany","42","0.252006050178721","0.185149323437225","0.318862776920217"
"2 on scale 1-7 ","2005","higher vocational","West Germany","250","0.206948042601134","0.183389934649964","0.230506150552304"
"2 on scale 1-7 ","2005","higher vocational","East Germany","74","0.172988374031311","0.136858095563448","0.209118652499175"
"2 on scale 1-7 ","2005","higher education","West Germany","670","0.22402738512334","0.208873477268044","0.239181292978637"
"2 on scale 1-7 ","2005","higher education","East Germany","314","0.255050769774705","0.230925288823071","0.27917625072634"
"3 on scale 1-7 ","2005","in school","West Germany","105","0.229569354144274","0.192743488943772","0.266395219344776"
"3 on scale 1-7 ","2005","in school","East Germany","32","0.183022897365437","0.120513245652757","0.245532549078117"
"3 on scale 1-7 ","2005","inadequately","West Germany","47","0.217660974903078","0.162501941973474","0.272820007832681"
"3 on scale 1-7 ","2005","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2005","general elemantary","West Germany","336","0.162647271979699","0.146675876183093","0.178618667776305"
"3 on scale 1-7 ","2005","general elemantary","East Germany","55","0.167214482508087","0.127607256360501","0.206821708655673"
"3 on scale 1-7 ","2005","middle vocational","West Germany","1354","0.173222372756391","0.164713613846958","0.181731131665824"
"3 on scale 1-7 ","2005","middle vocational","East Germany","448","0.163558327511064","0.149427769579152","0.177688885442977"
"3 on scale 1-7 ","2005","vocational + Abi","West Germany","168","0.179874945191984","0.155691867022139","0.204058023361829"
"3 on scale 1-7 ","2005","vocational + Abi","East Germany","38","0.26594173507075","0.197904117294238","0.333979352847263"
"3 on scale 1-7 ","2005","higher vocational","West Germany","203","0.186841514395629","0.164175079674851","0.209507949116407"
"3 on scale 1-7 ","2005","higher vocational","East Germany","82","0.18574684392348","0.148597812925255","0.222895874921704"
"3 on scale 1-7 ","2005","higher education","West Germany","609","0.189615748567455","0.175368415122087","0.203863082012824"
"3 on scale 1-7 ","2005","higher education","East Germany","242","0.202059263500415","0.179835171602285","0.224283355398545"
"4 on scale 1-7","2005","in school","West Germany","109","0.193048093757257","0.158487132530141","0.227609054984374"
"4 on scale 1-7","2005","in school","East Germany","","","",""
"4 on scale 1-7","2005","inadequately","West Germany","30","0.141901625964343","0.0952581307703669","0.188545121158319"
"4 on scale 1-7","2005","inadequately","East Germany","","","",""
"4 on scale 1-7","2005","general elemantary","West Germany","371","0.177271935682853","0.16074419804401","0.193799673321696"
"4 on scale 1-7","2005","general elemantary","East Germany","68","0.208535594572545","0.165415799036052","0.251655390109037"
"4 on scale 1-7","2005","middle vocational","West Germany","1422","0.182754054143407","0.174064854690983","0.191443253595832"
"4 on scale 1-7","2005","middle vocational","East Germany","549","0.214078736989968","0.198408288188217","0.229749185791719"
"4 on scale 1-7","2005","vocational + Abi","West Germany","187","0.193250627290011","0.168389777082531","0.21811147749749"
"4 on scale 1-7","2005","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2005","higher vocational","West Germany","222","0.193217286888996","0.170257904191464","0.216176669586528"
"4 on scale 1-7","2005","higher vocational","East Germany","92","0.215730495295875","0.176439278587123","0.255021712004627"
"4 on scale 1-7","2005","higher education","West Germany","552","0.189253053798298","0.175016168086682","0.203489939509914"
"4 on scale 1-7","2005","higher education","East Germany","226","0.174519634873054","0.153512112031943","0.195527157714165"
