"plh0206i02","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","1-pers.-HH","88","0.133720154753264","0.108380014510617","0.159060294995911","1"
"1 Strongly disagree","2005","16-34 y.","(Married) couple without C. ","130","0.137155075512176","0.115233344776642","0.15907680624771","1"
"1 Strongly disagree","2005","16-34 y.","Single parent ","70","0.140228812094575","0.108566897405411","0.171890726783739","1"
"1 Strongly disagree","2005","16-34 y.","Couple + C. LE 16 ","165","0.160943022917284","0.139157408455553","0.182728637379015","1"
"1 Strongly disagree","2005","16-34 y.","Couple + C. GT 16 ","167","0.131426465607519","0.11332963534477","0.149523295870267","1"
"1 Strongly disagree","2005","16-34 y.","Couple + C. LE and GT 16","82","0.141551903164322","0.114396196205319","0.168707610123325","1"
"1 Strongly disagree","2005","35-65 y.","1-pers.-HH","248","0.215707021015769","0.192298334231738","0.2391157077998","1"
"1 Strongly disagree","2005","35-65 y.","(Married) couple without C. ","776","0.221524676708527","0.208185314849644","0.234864038567409","1"
"1 Strongly disagree","2005","35-65 y.","Single parent ","135","0.250911423395882","0.215382922684264","0.286439924107501","1"
"1 Strongly disagree","2005","35-65 y.","Couple + C. LE 16 ","458","0.171895015344261","0.157415012790864","0.186375017897659","1"
"1 Strongly disagree","2005","35-65 y.","Couple + C. GT 16 ","383","0.19336339024899","0.17660320734744","0.210123573150541","1"
"1 Strongly disagree","2005","35-65 y.","Couple + C. LE and GT 16","221","0.202285057150077","0.178136720388553","0.226433393911601","1"
"1 Strongly disagree","2005","66 and older","1-pers.-HH","385","0.37033028575872","0.341463736120439","0.399196835397002","1"
"1 Strongly disagree","2005","66 and older","(Married) couple without C. ","633","0.296542239313671","0.278044573048122","0.31503990557922","1"
"1 Strongly disagree","2005","66 and older","Single parent ","20","","","","1"
"1 Strongly disagree","2005","66 and older","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2005","66 and older","Couple + C. GT 16 ","36","0.264246955091686","0.196763517574124","0.331730392609248","1"
"1 Strongly disagree","2005","66 and older","Couple + C. LE and GT 16","2","","","","1"
"2 on scale 1-7 ","2005","66 and older","Single parent ","10","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","1-pers.-HH","154","0.219437620978005","0.188624135628488","0.250251106327521","2"
"2 on scale 1-7 ","2005","16-34 y.","Couple + C. LE and GT 16","97","0.128177825711426","0.102136287007232","0.154219364415621","2"
"2 on scale 1-7 ","2005","16-34 y.","(Married) couple without C. ","188","0.242132992074376","0.214835295135703","0.269430689013048","2"
"2 on scale 1-7 ","2005","16-34 y.","Single parent ","70","0.130632530464944","0.0999031032119252","0.161361957717963","2"
"2 on scale 1-7 ","2005","16-34 y.","Couple + C. LE 16 ","215","0.185717373495195","0.162663077702859","0.20877166928753","2"
"2 on scale 1-7 ","2005","16-34 y.","Couple + C. GT 16 ","266","0.161611947810508","0.141896026547553","0.181327869073463","2"
"2 on scale 1-7 ","2005","35-65 y.","1-pers.-HH","260","0.208849293591101","0.185715233361768","0.231983353820434","2"
"2 on scale 1-7 ","2005","35-65 y.","(Married) couple without C. ","751","0.183789393812952","0.171348175455102","0.196230612170801","2"
"2 on scale 1-7 ","2005","35-65 y.","Single parent ","112","0.185084950112105","0.153258236298765","0.216911663925445","2"
"2 on scale 1-7 ","2005","35-65 y.","Couple + C. LE 16 ","552","0.203909539148401","0.18844652052113","0.219372557775672","2"
"2 on scale 1-7 ","2005","66 and older","Couple + C. LE 16 ","1","","","","2"
"2 on scale 1-7 ","2005","66 and older","Couple + C. GT 16 ","24","","","","2"
"2 on scale 1-7 ","2005","66 and older","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2005","35-65 y.","Couple + C. GT 16 ","444","0.183396435349296","0.166973388036549","0.199819482662043","2"
"2 on scale 1-7 ","2005","35-65 y.","Couple + C. LE and GT 16","232","0.208325713252042","0.183912431282003","0.232738995222081","2"
"2 on scale 1-7 ","2005","66 and older","1-pers.-HH","213","0.188429633690385","0.165053022624071","0.211806244756699","2"
"2 on scale 1-7 ","2005","66 and older","(Married) couple without C. ","470","0.199463792113608","0.183280116263868","0.215647467963347","2"
"3 on scale 1-7 ","2005","16-34 y.","1-pers.-HH","149","0.196147685437203","0.166583821088101","0.225711549786305","3"
"3 on scale 1-7 ","2005","16-34 y.","(Married) couple without C. ","198","0.173581233437602","0.149445861649234","0.197716605225969","3"
"3 on scale 1-7 ","2005","16-34 y.","Couple + C. LE and GT 16","123","0.197612758125169","0.166592476722211","0.228633039528128","3"
"3 on scale 1-7 ","2005","66 and older","Couple + C. LE 16 ","2","","","","3"
"3 on scale 1-7 ","2005","66 and older","Couple + C. GT 16 ","29","","","","3"
"3 on scale 1-7 ","2005","66 and older","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2005","16-34 y.","Single parent ","84","0.201589380412616","0.165006821498145","0.238171939327088","3"
