"plh0206i02","year","education","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","Male","604","0.188944971320836","0.175876635717209","0.202013306924462"
"1 Strongly disagree","2005","lower secondary degree","Female","980","0.281275991536066","0.266623170511597","0.295928812560535"
"1 Strongly disagree","2005","secondary school degree","Male","350","0.139053173106425","0.125663097692932","0.152443248519919"
"1 Strongly disagree","2005","secondary school degree","Female","719","0.223201744641972","0.209293174248864","0.237110315035081"
"1 Strongly disagree","2005","college entrance qualification","Male","405","0.157570746366031","0.143871149496124","0.171270343235939"
"1 Strongly disagree","2005","college entrance qualification","Female","507","0.237661421396971","0.220864998123822","0.25445784467012"
"1 Strongly disagree","2005","Other degree","Male","140","0.254106253224586","0.217111644844668","0.291100861604504"
"1 Strongly disagree","2005","Other degree","Female","190","0.333903052524993","0.295654008610584","0.372152096439402"
"1 Strongly disagree","2005","no degree/no degree yet","Male","61","0.17235233231889","0.136188669636409","0.20851599500137"
"1 Strongly disagree","2005","no degree/no degree yet","Female","105","0.248994025307054","0.210228086859922","0.287759963754186"
"2 on scale 1-7 ","2005","lower secondary degree","Male","568","0.158282956312656","0.146097898712651","0.17046801391266"
"2 on scale 1-7 ","2005","lower secondary degree","Female","701","0.18020314454925","0.167677267534041","0.192729021564458"
"2 on scale 1-7 ","2005","secondary school degree","Male","485","0.186549426605994","0.171474092346719","0.201624760865268"
"2 on scale 1-7 ","2005","secondary school degree","Female","744","0.211176087795956","0.197543070576241","0.224809105015671"
"2 on scale 1-7 ","2005","college entrance qualification","Male","610","0.223428114526745","0.20776554492658","0.239090684126909"
"2 on scale 1-7 ","2005","college entrance qualification","Female","627","0.251504624503284","0.234383548132835","0.268625700873733"
"2 on scale 1-7 ","2005","Other degree","Male","93","0.163077699918707","0.131684749540524","0.19447065029689"
"2 on scale 1-7 ","2005","Other degree","Female","117","0.190580105688265","0.158725855523541","0.22243435585299"
"2 on scale 1-7 ","2005","no degree/no degree yet","Male","69","0.128502627806636","0.0964598524613317","0.16054540315194"
"2 on scale 1-7 ","2005","no degree/no degree yet","Female","83","0.166979629994552","0.133545217162713","0.200414042826391"
"3 on scale 1-7 ","2005","lower secondary degree","Male","632","0.172229942963977","0.159625123362357","0.184834762565597"
"3 on scale 1-7 ","2005","lower secondary degree","Female","574","0.165610913746969","0.153496493901745","0.177725333592193"
