"plh0206i02","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","1-pers.-HH","453","0.328248618612946","0.303876456067483","0.35262078115841","1"
"1 Strongly disagree","2005","Not Employed","(Married) couple without C. ","903","0.27886557331013","0.263977028041196","0.293754118579063","1"
"1 Strongly disagree","2005","Not Employed","Single parent ","85","0.208179662534636","0.167781212357468","0.248578112711805","1"
"1 Strongly disagree","2005","Not Employed","Couple + C. LE 16 ","140","0.205208818086152","0.174606130997044","0.235811505175261","1"
"1 Strongly disagree","2005","Not Employed","Couple + C. GT 16 ","170","0.179633658905855","0.156664451744597","0.202602866067114","1"
"1 Strongly disagree","2005","Not Employed","Couple + C. LE and GT 16","91","0.166748708843595","0.135396552672978","0.198100865014212","1"
"1 Strongly disagree","2005","Employed","1-pers.-HH","268","0.187761252491328","0.168180415477961","0.207342089504695","1"
"1 Strongly disagree","2005","Employed","(Married) couple without C. ","636","0.193735637781506","0.180690447225245","0.206780828337767","1"
"1 Strongly disagree","2005","Employed","Single parent ","140","0.199245491950252","0.169802473420667","0.228688510479837","1"
"1 Strongly disagree","2005","Employed","Couple + C. LE 16 ","483","0.159750431178106","0.146718091948465","0.172782770407748","1"
"1 Strongly disagree","2005","Employed","Couple + C. GT 16 ","416","0.170776156498661","0.156207372776778","0.185344940220544","1"
"1 Strongly disagree","2005","Employed","Couple + C. LE and GT 16","214","0.18473870675062","0.162367133040955","0.207110280460284","1"
"2 on scale 1-7 ","2005","Not Employed","Single parent ","58","0.152207969909985","0.116464592257051","0.187951347562919","2"
"2 on scale 1-7 ","2005","Employed","1-pers.-HH","346","0.219086853616566","0.198347465449574","0.239826241783557","2"
"2 on scale 1-7 ","2005","Employed","Couple + C. GT 16 ","530","0.181262844766905","0.16634862859783","0.196177060935979","2"
"2 on scale 1-7 ","2005","Not Employed","(Married) couple without C. ","675","0.187187226411913","0.174236919395076","0.20013753342875","2"
"2 on scale 1-7 ","2005","Not Employed","Couple + C. LE and GT 16","89","0.157900527144632","0.12722997009161","0.188571084197655","2"
