"plh0206i02","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","(0) in school","","","",""
"1 Strongly disagree","2005","1-pers.-HH","(1a) inadequately completed","11","","",""
"1 Strongly disagree","2005","1-pers.-HH","(1b) general elementary school","113","0.306476961925989","0.260000661081864","0.352953262770113"
"1 Strongly disagree","2005","1-pers.-HH","(1c) basic vocational qualification","240","0.277171129838518","0.247547379733683","0.306794879943353"
"1 Strongly disagree","2005","1-pers.-HH","(2b) intermediate general qualification","10","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2a) intermediate vocational","141","0.227695266245619","0.195358009014121","0.260032523477117"
"1 Strongly disagree","2005","1-pers.-HH","(2c_gen) general maturity certificate","22","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","43","0.214362407676073","0.160859262513241","0.267865552838905"
"1 Strongly disagree","2005","1-pers.-HH","(3a) lower tertiary education","60","0.281445627922422","0.223453482944692","0.339437772900151"
"1 Strongly disagree","2005","1-pers.-HH","(3b) higher tertiary education","73","0.248736821517385","0.202026136756282","0.295447506278487"
"1 Strongly disagree","2005","(Married) couple without C. ","(0) in school","","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(1a) inadequately completed","27","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(1b) general elementary school","173","0.30904727521813","0.272041346649936","0.346053203786323"
"1 Strongly disagree","2005","(Married) couple without C. ","(1c) basic vocational qualification","613","0.264366584258856","0.247069503064932","0.281663665452779"
"1 Strongly disagree","2005","(Married) couple without C. ","(2b) intermediate general qualification","15","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(2a) intermediate vocational","257","0.190278845983383","0.169884553750437","0.210673138216328"
"1 Strongly disagree","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","16","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","99","0.21238542336554","0.17560467918208","0.249166167549"
"1 Strongly disagree","2005","(Married) couple without C. ","(3a) lower tertiary education","134","0.18188576842276","0.153165545463055","0.210605991382465"
"1 Strongly disagree","2005","(Married) couple without C. ","(3b) higher tertiary education","192","0.202992873137459","0.177614958509174","0.228370787765745"
"1 Strongly disagree","2005","Single parent ","(0) in school","16","","",""
"1 Strongly disagree","2005","Single parent ","(1a) inadequately completed","3","","",""
"1 Strongly disagree","2005","Single parent ","(1b) general elementary school","35","0.216839202530668","0.1499946479355","0.283683757125836"
"1 Strongly disagree","2005","Single parent ","(1c) basic vocational qualification","55","0.251663068732887","0.196296141337631","0.307029996128143"
"1 Strongly disagree","2005","Single parent ","(2b) intermediate general qualification","15","","",""
"1 Strongly disagree","2005","Single parent ","(2a) intermediate vocational","48","0.181372273440311","0.134714273448217","0.228030273432405"
"1 Strongly disagree","2005","Single parent ","(2c_gen) general maturity certificate","9","","",""
"1 Strongly disagree","2005","Single parent ","(2c_voc) vocational maturity certificate","12","","",""
"1 Strongly disagree","2005","Single parent ","(3a) lower tertiary education","6","","",""
"1 Strongly disagree","2005","Single parent ","(3b) higher tertiary education","21","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(0) in school","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1a) inadequately completed","9","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1b) general elementary school","41","0.188500589064171","0.136221342335408","0.240779835792933"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","120","0.148020598257501","0.123519421200467","0.172521775314536"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","12","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2a) intermediate vocational","202","0.162286586162812","0.141630576446019","0.182942595879604"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","13","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","74","0.189833088474098","0.153106190925378","0.226559986022818"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(3a) lower tertiary education","58","0.214135162765682","0.167083542017316","0.261186783514049"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(3b) higher tertiary education","93","0.173358966760671","0.141341086014367","0.205376847506975"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(0) in school","36","0.147218308315126","0.104797343730587","0.189639272899666"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1a) inadequately completed","12","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1b) general elementary school","62","0.255357339818049","0.203344048248424","0.307370631387674"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","164","0.179206772916408","0.152892152889108","0.205521392943709"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","22","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2a) intermediate vocational","132","0.164141239275518","0.138664409825953","0.189618068725083"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","31","0.134402520086948","0.0943796999619273","0.174425340211968"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","26","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(3a) lower tertiary education","35","0.167701047805037","0.119934734612127","0.215467360997947"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(3b) higher tertiary education","52","0.154188882693471","0.118575537561917","0.189802227825025"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(0) in school","35","0.15636104045969","0.111870190987529","0.20085188993185"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1a) inadequately completed","6","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1b) general elementary school","23","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","50","0.161498104591242","0.120534045565654","0.202462163616829"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","21","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","61","0.1906757287086","0.148097929991901","0.233253527425299"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","9","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","25","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","27","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","38","0.201789445203966","0.141459686740744","0.262119203667188"
"2 on scale 1-7 ","2005","1-pers.-HH","(0) in school","2","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(1a) inadequately completed","6","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(1b) general elementary school","68","0.164361522747043","0.127001125643778","0.201721919850308"
"2 on scale 1-7 ","2005","1-pers.-HH","(1c) basic vocational qualification","157","0.177788519064281","0.152484359418996","0.203092678709567"
"2 on scale 1-7 ","2005","1-pers.-HH","(2b) intermediate general qualification","9","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(2a) intermediate vocational","144","0.208107638425217","0.176802983603926","0.239412293246507"
"2 on scale 1-7 ","2005","1-pers.-HH","(2c_gen) general maturity certificate","42","0.331692565778567","0.253979409188381","0.409405722368754"
"2 on scale 1-7 ","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","59","0.242964840194973","0.187050447530281","0.298879232859665"
"2 on scale 1-7 ","2005","1-pers.-HH","(3a) lower tertiary education","59","0.260264462458621","0.203681226799528","0.316847698117715"
