"plh0206i02","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","West Germany","554","0.265511860685567","0.247154395369853","0.283869326001282"
"1 Strongly disagree","2005","1-pers.-HH","East Germany","167","0.223163862222444","0.192980609001087","0.2533471154438"
"1 Strongly disagree","2005","(Married) couple without C. ","West Germany","1197","0.247158901175858","0.235490583966135","0.25882721838558"
"1 Strongly disagree","2005","(Married) couple without C. ","East Germany","342","0.199185226139223","0.180531610969955","0.217838841308492"
"1 Strongly disagree","2005","Single parent ","West Germany","163","0.201392112596638","0.173408897172503","0.229375328020773"
"1 Strongly disagree","2005","Single parent ","East Germany","62","0.205806692004614","0.160508565999337","0.25110481800989"
"1 Strongly disagree","2005","Couple + C. LE 16 ","West Germany","538","0.178155053314199","0.164489896349748","0.191820210278649"
"1 Strongly disagree","2005","Couple + C. LE 16 ","East Germany","85","0.111124290712575","0.0877247952234265","0.134523786201724"
"1 Strongly disagree","2005","Couple + C. GT 16 ","West Germany","432","0.174218106946218","0.159596431477146","0.188839782415289"
"1 Strongly disagree","2005","Couple + C. GT 16 ","East Germany","154","0.170463696041648","0.147729459099524","0.193197932983771"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","West Germany","240","0.179454635891382","0.158800598064004","0.200108673718759"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","East Germany","65","0.177154586188538","0.138408396392817","0.21590077598426"
"2 on scale 1-7 ","2005","1-pers.-HH","West Germany","484","0.208873290869906","0.191974997804869","0.225771583934944"
"2 on scale 1-7 ","2005","1-pers.-HH","East Germany","143","0.180343057639201","0.152471889088695","0.208214226189707"
"2 on scale 1-7 ","2005","(Married) couple without C. ","West Germany","1042","0.193692441744612","0.183002504842708","0.204382378646516"
"2 on scale 1-7 ","2005","(Married) couple without C. ","East Germany","367","0.211291503206484","0.192225147580599","0.230357858832369"
"2 on scale 1-7 ","2005","Single parent ","West Germany","143","0.162160590909654","0.136441083849192","0.187880097970117"
"2 on scale 1-7 ","2005","Single parent ","East Germany","49","0.156069697949836","0.115406646765806","0.196732749133866"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","West Germany","623","0.192031495914742","0.177964412731592","0.206098579097892"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","East Germany","145","0.231685496719169","0.200273147750952","0.263097845687385"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","West Germany","515","0.167921860984626","0.153512208980286","0.182331512988966"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","East Germany","219","0.187881703214039","0.16426612275132","0.211497283676758"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","West Germany","247","0.173587967639932","0.153201853375018","0.193974081904846"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","East Germany","82","0.193741744672876","0.153632695611969","0.233850793733784"
"3 on scale 1-7 ","2005","1-pers.-HH","West Germany","392","0.174234827246112","0.158466917503074","0.19000273698915"
"3 on scale 1-7 ","2005","1-pers.-HH","East Germany","129","0.181373659020894","0.153440544157737","0.209306773884051"
"3 on scale 1-7 ","2005","(Married) couple without C. ","West Germany","951","0.161052854686963","0.151109797134593","0.170995912239332"
"3 on scale 1-7 ","2005","(Married) couple without C. ","East Germany","316","0.176576318943205","0.158767040710458","0.194385597175953"
"3 on scale 1-7 ","2005","Single parent ","West Germany","124","0.166294680940745","0.14031372929186","0.192275632589631"
"3 on scale 1-7 ","2005","Single parent ","East Germany","67","0.204284427995076","0.159110907479022","0.249457948511131"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","West Germany","564","0.198734043585861","0.18448305187794","0.212985035293782"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","East Germany","121","0.164071267321572","0.136498372345152","0.191644162297993"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","West Germany","482","0.182081166710854","0.167204506788813","0.196957826632894"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","East Germany","194","0.191559306239239","0.167767772294925","0.215350840183552"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","West Germany","275","0.20549555623479","0.183747236373443","0.227243876096137"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","East Germany","63","0.154308321974244","0.117648160133642","0.190968483814846"
"4 on scale 1-7","2005","1-pers.-HH","West Germany","360","0.162047992568928","0.146729721154566","0.17736626398329"
"4 on scale 1-7","2005","1-pers.-HH","East Germany","133","0.199245801354002","0.170290132317293","0.22820147039071"
"4 on scale 1-7","2005","(Married) couple without C. ","West Germany","922","0.170394954374503","0.160224684040388","0.180565224708619"
"4 on scale 1-7","2005","(Married) couple without C. ","East Germany","340","0.192555516795542","0.174139201919829","0.210971831671255"
"4 on scale 1-7","2005","Single parent ","West Germany","152","0.193995464412057","0.166404040074437","0.221586888749677"
"4 on scale 1-7","2005","Single parent ","East Germany","53","0.185764739566572","0.142189079727652","0.229340399405492"
"4 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","628","0.219171593368688","0.204397850295135","0.23394533644224"
"4 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","150","0.209364384821528","0.179072865035927","0.239655904607129"
"4 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","571","0.22387869028342","0.20780968476003","0.239947695806809"
"4 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","248","0.252562484434096","0.226294992978901","0.27882997588929"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","225","0.166135796341593","0.146102352953599","0.186169239729586"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","71","0.196856268204656","0.156504280162102","0.23720825624721"
"5 on scale 1-7","2005","1-pers.-HH","West Germany","203","0.0822870617142116","0.0708636043678778","0.0937105190605454"
"5 on scale 1-7","2005","1-pers.-HH","East Germany","67","0.0914031890545206","0.0705123597333263","0.112294018375715"
"5 on scale 1-7","2005","(Married) couple without C. ","West Germany","571","0.114379554509279","0.105770281960748","0.12298882705781"
"5 on scale 1-7","2005","(Married) couple without C. ","East Germany","186","0.09405344819565","0.0804199576170293","0.107686938774271"
"5 on scale 1-7","2005","Single parent ","West Germany","95","0.122666024344961","0.0997755807784912","0.145556467911431"
"5 on scale 1-7","2005","Single parent ","East Germany","29","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","354","0.1140608218261","0.102708340158791","0.125413303493409"
"5 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","101","0.141213287067884","0.115285711237337","0.167140862898431"
"5 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","291","0.118912978230414","0.106435068266534","0.131390888194294"
"5 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","130","0.11840230668234","0.0988696175939293","0.13793499577075"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","170","0.126123104904523","0.108254165162198","0.143992044646848"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","48","0.118064076393428","0.0853171096621954","0.150811043124661"
"6 on scale 1-7","2005","1-pers.-HH","West Germany","113","0.0507149984542985","0.0415939475911648","0.0598360493174322"
"6 on scale 1-7","2005","1-pers.-HH","East Germany","46","0.0639640047311541","0.0462260516897453","0.0817019577725629"
"6 on scale 1-7","2005","(Married) couple without C. ","West Germany","286","0.0573034893396298","0.0510164681646634","0.0635905105145962"
"6 on scale 1-7","2005","(Married) couple without C. ","East Germany","120","0.0643186861299638","0.0528608930901976","0.0757764791697301"
"6 on scale 1-7","2005","Single parent ","West Germany","48","0.0524538078129825","0.0368977948954158","0.0680098207305492"
"6 on scale 1-7","2005","Single parent ","East Germany","23","","",""
"6 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","153","0.0488905374678438","0.0411895172370452","0.0565915576986425"
"6 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","45","0.0578197774987669","0.0404423024511565","0.0751972525463774"
"6 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","153","0.0713289369687781","0.0614073384351639","0.0812505355023924"
"6 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","64","0.0471339090539419","0.0343215412074418","0.059946276900442"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","66","0.0557465897317481","0.0433976474039082","0.068095532059588"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","21","","",""
"7 Strongly agree","2005","1-pers.-HH","West Germany","117","0.0563299684609762","0.0467457170973623","0.0659142198245901"
"7 Strongly agree","2005","1-pers.-HH","East Germany","46","0.0605064259777845","0.0432227124340372","0.0777901395215318"
"7 Strongly agree","2005","(Married) couple without C. ","West Germany","281","0.0560178041691556","0.0497974747989746","0.0622381335393366"
"7 Strongly agree","2005","(Married) couple without C. ","East Germany","90","0.0620193005899313","0.0507543628383197","0.0732842383415429"
"7 Strongly agree","2005","Single parent ","West Germany","64","0.101037318982962","0.0800081879159061","0.122066450050017"
"7 Strongly agree","2005","Single parent ","East Germany","23","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","West Germany","152","0.0489564545225666","0.0412505116054075","0.0566623974397256"
"7 Strongly agree","2005","Couple + C. LE 16 ","East Germany","46","0.084721495858505","0.0639888412503875","0.105454150466622"
"7 Strongly agree","2005","Couple + C. GT 16 ","West Germany","141","0.0616582598756905","0.0523858212599271","0.0709306984914539"
"7 Strongly agree","2005","Couple + C. GT 16 ","East Germany","42","0.0319965943346971","0.0213567064127342","0.0426364822566601"
"7 Strongly agree","2005","Couple + C. LE and GT 16","West Germany","103","0.0934563492560317","0.0777897369890559","0.109122961523007"
"7 Strongly agree","2005","Couple + C. LE and GT 16","East Germany","23","","",""
"1 Strongly disagree","2006","1-pers.-HH","West Germany","","","",""
"1 Strongly disagree","2006","1-pers.-HH","East Germany","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","West Germany","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","East Germany","","","",""
"1 Strongly disagree","2006","Single parent ","West Germany","","","",""
"1 Strongly disagree","2006","Single parent ","East Germany","","","",""
