"plh0206i02","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","West Germany","577","0.147488239776936","0.136444163851303","0.158532315702568"
"1 Strongly disagree","2005","16-34 y.","East Germany","146","0.113057810362393","0.0961721379959694","0.129943482728816"
"1 Strongly disagree","2005","35-65 y.","West Germany","1788","0.211695363207827","0.203181985815665","0.220208740599988"
"1 Strongly disagree","2005","35-65 y.","East Germany","501","0.179181872337696","0.164795964546382","0.19356778012901"
"1 Strongly disagree","2005","66 and older","West Germany","851","0.330424460468022","0.313005291923009","0.347843629013035"
"1 Strongly disagree","2005","66 and older","East Germany","255","0.289043319139832","0.260471500048264","0.317615138231401"
"2 on scale 1-7 ","2005","16-34 y.","West Germany","776","0.186517255578495","0.174385205930033","0.198649305226958"
"2 on scale 1-7 ","2005","16-34 y.","East Germany","236","0.169261352922694","0.149265887016144","0.189256818829243"
"2 on scale 1-7 ","2005","35-65 y.","West Germany","1820","0.192221159882164","0.184009215384355","0.200433104379972"
"2 on scale 1-7 ","2005","35-65 y.","East Germany","579","0.202472028351705","0.187398245790503","0.217545810912906"
"2 on scale 1-7 ","2005","66 and older","West Germany","533","0.188274170352557","0.173796736452939","0.202751604252175"
"2 on scale 1-7 ","2005","66 and older","East Germany","216","0.218325963258715","0.192288396886237","0.244363529631193"
"3 on scale 1-7 ","2005","16-34 y.","West Germany","773","0.199304578214966","0.186862503407402","0.21174665302253"
"3 on scale 1-7 ","2005","16-34 y.","East Germany","269","0.193980410179003","0.172895480750099","0.215065339607907"
"3 on scale 1-7 ","2005","35-65 y.","West Germany","1608","0.174414366591259","0.166506280959119","0.182322452223398"
"3 on scale 1-7 ","2005","35-65 y.","East Germany","493","0.18523600558718","0.170663125695697","0.199808885478663"
"3 on scale 1-7 ","2005","66 and older","West Germany","484","0.163311507726503","0.149622189206908","0.177000826246098"
"3 on scale 1-7 ","2005","66 and older","East Germany","152","0.14850968040067","0.126096571918168","0.170922788883172"
"4 on scale 1-7","2005","16-34 y.","West Germany","816","0.203487699899369","0.190948615579126","0.216026784219612"
"4 on scale 1-7","2005","16-34 y.","East Germany","315","0.258985942033189","0.235626001357105","0.282345882709274"
"4 on scale 1-7","2005","35-65 y.","West Germany","1678","0.188118921225278","0.179974473835583","0.196263368614973"
"4 on scale 1-7","2005","35-65 y.","East Germany","543","0.191600312820602","0.176837199859802","0.206363425781402"
"4 on scale 1-7","2005","66 and older","West Germany","440","0.151396190368661","0.138122199985418","0.164670180751905"
"4 on scale 1-7","2005","66 and older","East Germany","158","0.172698966652085","0.14887514074239","0.19652279256178"
"5 on scale 1-7","2005","16-34 y.","West Germany","538","0.136043375189607","0.125365491973421","0.146721258405794"
"5 on scale 1-7","2005","16-34 y.","East Germany","193","0.125284855835502","0.107632485580169","0.142937226090834"
"5 on scale 1-7","2005","35-65 y.","West Germany","978","0.112816027614022","0.106222900970995","0.119409154257049"
"5 on scale 1-7","2005","35-65 y.","East Germany","301","0.109893372412622","0.0981613324001576","0.121625412425086"
"5 on scale 1-7","2005","66 and older","West Germany","216","0.0710731090934444","0.061557535745612","0.0805886824412767"
"5 on scale 1-7","2005","66 and older","East Germany","89","0.0772493811184522","0.0604216900296984","0.0940770722072061"
"6 on scale 1-7","2005","16-34 y.","West Germany","229","0.0581750034936932","0.0508845622629575","0.0654654447244288"
"6 on scale 1-7","2005","16-34 y.","East Germany","115","0.0763080186559485","0.0621510884215314","0.0904649488903656"
"6 on scale 1-7","2005","35-65 y.","West Germany","486","0.0585750718307278","0.0536812468413282","0.0634688968201274"
"6 on scale 1-7","2005","35-65 y.","East Germany","157","0.0567046512623333","0.0480290425559156","0.065380259968751"
"6 on scale 1-7","2005","66 and older","West Germany","130","0.0445096293156728","0.0368724729490258","0.0521467856823198"
"6 on scale 1-7","2005","66 and older","East Germany","54","0.0553191416449196","0.04091076249772","0.0697275207921191"
"7 Strongly agree","2005","16-34 y.","West Germany","251","0.0689838478469334","0.0610906531858909","0.0768770425079759"
"7 Strongly agree","2005","16-34 y.","East Germany","77","0.0631216100112712","0.050154265141563","0.0760889548809795"
"7 Strongly agree","2005","35-65 y.","West Germany","487","0.0621590896487228","0.0571273740986327","0.0671908051988129"
"7 Strongly agree","2005","35-65 y.","East Germany","156","0.0749117572278617","0.0650368428090931","0.0847866716466302"
"7 Strongly agree","2005","66 and older","West Germany","147","0.05101093267514","0.0428628810249796","0.0591589843253005"
