"plh0206i02","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","in school","","","",""
"1 Strongly disagree","2005","lower secondary degree","inadequately","","","",""
"1 Strongly disagree","2005","lower secondary degree","general elemantary","361","0.250256968853959","0.228270343402087","0.27224359430583"
"1 Strongly disagree","2005","lower secondary degree","middle vocational","1077","0.231866879236032","0.220068457007696","0.243665301464369"
"1 Strongly disagree","2005","lower secondary degree","vocational + Abi","4","","",""
"1 Strongly disagree","2005","lower secondary degree","higher vocational","103","0.246482807269188","0.206796664647377","0.286168949890998"
"1 Strongly disagree","2005","lower secondary degree","higher education","39","0.237213681502153","0.175414359383091","0.299013003621216"
"1 Strongly disagree","2005","secondary school degree","in school","","","",""
"1 Strongly disagree","2005","secondary school degree","inadequately","","","",""
"1 Strongly disagree","2005","secondary school degree","general elemantary","99","0.175928871110796","0.144779946881176","0.207077795340416"
"1 Strongly disagree","2005","secondary school degree","middle vocational","731","0.185446665234255","0.173523793609013","0.197369536859496"
"1 Strongly disagree","2005","secondary school degree","vocational + Abi","10","","",""
"1 Strongly disagree","2005","secondary school degree","higher vocational","122","0.193471342402609","0.164103373412704","0.222839311392514"
"1 Strongly disagree","2005","secondary school degree","higher education","107","0.172368107756523","0.142661753439322","0.202074462073724"
"1 Strongly disagree","2005","college entrance qualification","in school","","","",""
"1 Strongly disagree","2005","college entrance qualification","inadequately","","","",""
"1 Strongly disagree","2005","college entrance qualification","general elemantary","","","",""
"1 Strongly disagree","2005","college entrance qualification","middle vocational","84","0.131313129465868","0.106846268444027","0.155779990487709"
"1 Strongly disagree","2005","college entrance qualification","vocational + Abi","150","0.178553908652204","0.154200458134351","0.202907359170057"
"1 Strongly disagree","2005","college entrance qualification","higher vocational","71","0.211160778779172","0.168094294584949","0.254227262973395"
"1 Strongly disagree","2005","college entrance qualification","higher education","607","0.215074269083258","0.200741856191608","0.229406681974908"
"1 Strongly disagree","2005","Other degree","in school","","","",""
"1 Strongly disagree","2005","Other degree","inadequately","9","","",""
"1 Strongly disagree","2005","Other degree","general elemantary","110","0.373414636103113","0.32098703264786","0.425842239558366"
"1 Strongly disagree","2005","Other degree","middle vocational","111","0.2764966480467","0.232107072058297","0.320886224035102"
"1 Strongly disagree","2005","Other degree","vocational + Abi","36","0.31874645111393","0.236057926395186","0.401434975832674"
"1 Strongly disagree","2005","Other degree","higher vocational","13","","",""
"1 Strongly disagree","2005","Other degree","higher education","51","0.252255839861835","0.189840872399412","0.314670807324258"
