"plh0206i02","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","Male","33","0.10113670303726","0.0675188425187798","0.134754563555741"
"1 Strongly disagree","2005","in school","Female","56","0.190607331706207","0.148795646129321","0.232419017283093"
"1 Strongly disagree","2005","inadequately","Male","","","",""
"1 Strongly disagree","2005","inadequately","Female","44","0.320901285335812","0.240961196648706","0.400841374022917"
"1 Strongly disagree","2005","general elemantary","Male","122","0.164993867407266","0.138912099480511","0.191075635334022"
"1 Strongly disagree","2005","general elemantary","Female","448","0.290532137321936","0.268382848862698","0.312681425781175"
"1 Strongly disagree","2005","middle vocational","Male","790","0.172209234949609","0.161600818850881","0.182817651048337"
"1 Strongly disagree","2005","middle vocational","Female","1238","0.249974778094529","0.238388358351709","0.261561197837349"
"1 Strongly disagree","2005","vocational + Abi","Male","60","0.130643777704228","0.100045401417366","0.161242153991091"
"1 Strongly disagree","2005","vocational + Abi","Female","140","0.254587369341932","0.221477759065995","0.287696979617869"
"1 Strongly disagree","2005","higher vocational","Male","144","0.183238589693734","0.157865203069565","0.208611976317903"
"1 Strongly disagree","2005","higher vocational","Female","168","0.255979304105924","0.222785350209241","0.289173258002608"
"1 Strongly disagree","2005","higher education","Male","390","0.183859610465953","0.168056019081754","0.199663201850151"
"1 Strongly disagree","2005","higher education","Female","417","0.250583307567448","0.230857673329732","0.270308941805164"
"2 on scale 1-7 ","2005","in school","Male","54","0.131763987505335","0.0940514188663306","0.169476556144339"
"2 on scale 1-7 ","2005","in school","Female","63","0.186656851237513","0.145179872317193","0.228133830157834"
"2 on scale 1-7 ","2005","inadequately","Male","","","",""
"2 on scale 1-7 ","2005","inadequately","Female","","","",""
"2 on scale 1-7 ","2005","general elemantary","Male","110","0.117992654805533","0.0953242019639693","0.140661107647096"
"2 on scale 1-7 ","2005","general elemantary","Female","281","0.173982159773762","0.155487625547588","0.192476693999937"
"2 on scale 1-7 ","2005","middle vocational","Male","868","0.174951520482256","0.164276698691918","0.185626342272593"
"2 on scale 1-7 ","2005","middle vocational","Female","1138","0.202732313562226","0.191974431042641","0.21349019608181"
"2 on scale 1-7 ","2005","vocational + Abi","Male","107","0.230197724428867","0.191977323272022","0.268418125585712"
"2 on scale 1-7 ","2005","vocational + Abi","Female","156","0.210947470546781","0.179939211206942","0.24195572988662"
"2 on scale 1-7 ","2005","higher vocational","Male","171","0.187687242641155","0.162077726357294","0.213296758925017"
"2 on scale 1-7 ","2005","higher vocational","Female","153","0.21778305043307","0.186389553055689","0.249176547810451"
"2 on scale 1-7 ","2005","higher education","Male","513","0.223516428005454","0.206520258689067","0.240512597321842"
"2 on scale 1-7 ","2005","higher education","Female","471","0.242143173049866","0.222643697798023","0.261642648301709"
"3 on scale 1-7 ","2005","in school","Male","66","0.211302777481562","0.165785465194035","0.25682008976909"
"3 on scale 1-7 ","2005","in school","Female","71","0.230169434897268","0.185359981862865","0.274978887931671"
"3 on scale 1-7 ","2005","inadequately","Male","","","",""
"3 on scale 1-7 ","2005","inadequately","Female","","","",""
"3 on scale 1-7 ","2005","general elemantary","Male","140","0.171245647703137","0.144773999972505","0.197717295433769"
"3 on scale 1-7 ","2005","general elemantary","Female","251","0.159288156606897","0.141435138241098","0.177141174972695"
"3 on scale 1-7 ","2005","middle vocational","Male","862","0.172499055323284","0.161883575031715","0.183114535614853"
"3 on scale 1-7 ","2005","middle vocational","Female","940","0.170144823043219","0.160090015751585","0.180199630334854"
"3 on scale 1-7 ","2005","vocational + Abi","Male","91","0.201028805584418","0.164641504884836","0.237416106284"
"3 on scale 1-7 ","2005","vocational + Abi","Female","115","0.178906638074499","0.149776216732745","0.208037059416253"
"3 on scale 1-7 ","2005","higher vocational","Male","173","0.192862231127473","0.166984881722227","0.218739580532719"
"3 on scale 1-7 ","2005","higher vocational","Female","112","0.17728524975353","0.148236663893584","0.206333835613475"
"3 on scale 1-7 ","2005","higher education","Male","500","0.208738524760081","0.192158258353216","0.225318791166946"
"3 on scale 1-7 ","2005","higher education","Female","351","0.171733627700523","0.154566172893335","0.188901082507711"
"4 on scale 1-7","2005","in school","Male","69","0.202087569828953","0.157314562380628","0.246860577277277"
"4 on scale 1-7","2005","in school","Female","69","0.187047259565236","0.14553689319528","0.228557625935192"
"4 on scale 1-7","2005","inadequately","Male","","","",""
"4 on scale 1-7","2005","inadequately","Female","","","",""
"4 on scale 1-7","2005","general elemantary","Male","167","0.216886319535956","0.187927105052858","0.245845534019055"
"4 on scale 1-7","2005","general elemantary","Female","272","0.163420447455301","0.145381834252489","0.181459060658113"
