"plh0206i02","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","Male","33","0.100464363231152","0.0671074389845387","0.133821287477766"
"1 Strongly disagree","2005","(0) in school","Female","56","0.190078735045188","0.148372902038711","0.231784568051665"
"1 Strongly disagree","2005","(1a) inadequately completed","Male","28","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","Female","49","0.341929797212876","0.262498364678165","0.421361229747588"
"1 Strongly disagree","2005","(1b) general elementary school","Male","97","0.184840293258603","0.153057617547474","0.216622968969732"
"1 Strongly disagree","2005","(1b) general elementary school","Female","383","0.30750951239929","0.282209609901205","0.332809414897375"
"1 Strongly disagree","2005","(1c) basic vocational qualification","Male","572","0.197493573561728","0.183422531069329","0.211564616054128"
"1 Strongly disagree","2005","(1c) basic vocational qualification","Female","704","0.28036906590363","0.26318589156797","0.29755224023929"
"1 Strongly disagree","2005","(2b) intermediate general qualification","Male","30","0.119925995719666","0.0775704643611069","0.162281527078225"
"1 Strongly disagree","2005","(2b) intermediate general qualification","Female","69","0.21244264584886","0.169651247446304","0.255234044251415"
"1 Strongly disagree","2005","(2a) intermediate vocational","Male","278","0.138519393100806","0.123583877472339","0.153454908729272"
"1 Strongly disagree","2005","(2a) intermediate vocational","Female","577","0.226582931113506","0.210894124952459","0.242271737274553"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","Male","39","0.126211686611587","0.0920962997592889","0.160327073463885"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","Female","61","0.152597431694483","0.118726850964513","0.186468012424454"
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","Male","94","0.141092229040317","0.11471313685959","0.167471321221045"
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","Female","187","0.255492826918273","0.226033973173173","0.284951680663373"
"1 Strongly disagree","2005","(3a) lower tertiary education","Male","151","0.201001679537138","0.174539055104016","0.22746430397026"
"1 Strongly disagree","2005","(3a) lower tertiary education","Female","174","0.24214768194633","0.211830916851626","0.272464447041034"
"1 Strongly disagree","2005","(3b) higher tertiary education","Male","239","0.171509854698403","0.151951860298413","0.191067849098393"
