"plh0206i02","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","89","0.146304353118934","0.119177185511017","0.173431520726851"
"1 Strongly disagree","2005","(1a) inadequately completed","77","0.314825320953301","0.256429679396183","0.373220962510418"
"1 Strongly disagree","2005","(1b) general elementary school","480","0.270013188387504","0.249787892811174","0.290238483963834"
"1 Strongly disagree","2005","(1c) basic vocational qualification","1276","0.235778899851283","0.224759126967498","0.246798672735068"
"1 Strongly disagree","2005","(2b) intermediate general qualification","99","0.174278873928321","0.143326122852377","0.205231625004266"
"1 Strongly disagree","2005","(2a) intermediate vocational","855","0.186737783580871","0.175701782557258","0.197773784604484"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","100","0.139810027430899","0.115733975102778","0.163886079759021"
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","281","0.202228641644346","0.181976245614032","0.22248103767466"
"1 Strongly disagree","2005","(3a) lower tertiary education","325","0.218800309211079","0.198839668181505","0.238760950240654"
"1 Strongly disagree","2005","(3b) higher tertiary education","482","0.20859816777984","0.192715654585952","0.224480680973728"
"2 on scale 1-7 ","2005","(0) in school","117","0.159150395084818","0.131071027906338","0.187229762263298"
"2 on scale 1-7 ","2005","(1a) inadequately completed","35","0.131308494028123","0.0888441761760143","0.173772811880231"
"2 on scale 1-7 ","2005","(1b) general elementary school","295","0.154091098396259","0.13764376656136","0.170538430231158"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","1052","0.175105719487365","0.165239290936506","0.184972148038224"
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","100","0.158333985022061","0.128547644412934","0.188120325631188"
"2 on scale 1-7 ","2005","(2a) intermediate vocational","962","0.199673369182508","0.188352649377445","0.210994088987571"
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","198","0.243225676843801","0.213440043796236","0.273011309891366"
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","359","0.227527171967134","0.206388675231046","0.248665668703221"
"2 on scale 1-7 ","2005","(3a) lower tertiary education","384","0.229359211400172","0.209061196052685","0.249657226747659"
"2 on scale 1-7 ","2005","(3b) higher tertiary education","600","0.233223400600915","0.216692902450089","0.249753898751741"
"3 on scale 1-7 ","2005","(0) in school","140","0.222812921642063","0.190871277606086","0.25475456567804"
"3 on scale 1-7 ","2005","(1a) inadequately completed","50","0.210516281688104","0.159258549406418","0.26177401396979"
"3 on scale 1-7 ","2005","(1b) general elementary school","297","0.157484520625746","0.140890456560197","0.174078584691295"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","978","0.169333226902658","0.159596899376973","0.179069554428343"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","100","0.185091979968655","0.15340299846383","0.216780961473481"
"3 on scale 1-7 ","2005","(2a) intermediate vocational","866","0.173469093265934","0.162745978910967","0.184192207620901"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","158","0.190372816714252","0.163116702604867","0.217628930823636"
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","268","0.19122203479565","0.171393095567292","0.211050974024008"
"3 on scale 1-7 ","2005","(3a) lower tertiary education","308","0.179024298967601","0.160514971892819","0.197533626042384"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","543","0.202420220125757","0.186713718326996","0.218126721924518"
"4 on scale 1-7","2005","(0) in school","139","0.195266315863622","0.164838971516132","0.225693660211113"
"4 on scale 1-7","2005","(1a) inadequately completed","38","0.145562537011149","0.101221085733783","0.189903988288515"
"4 on scale 1-7","2005","(1b) general elementary school","323","0.170256061562873","0.153133520464551","0.187378602661195"
"4 on scale 1-7","2005","(1c) basic vocational qualification","1050","0.180687332899079","0.17069885411332","0.190675811684839"
"4 on scale 1-7","2005","(2b) intermediate general qualification","119","0.214472188488704","0.180981316208223","0.247963060769185"
"4 on scale 1-7","2005","(2a) intermediate vocational","969","0.204098741168252","0.192684945507976","0.215512536828528"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","170","0.197559144494893","0.169916854752499","0.225201434237287"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","288","0.192425129156498","0.172548709821554","0.212301548491442"
"4 on scale 1-7","2005","(3a) lower tertiary education","318","0.185360873095492","0.166599649767212","0.204122096423771"
"4 on scale 1-7","2005","(3b) higher tertiary education","460","0.185859652215827","0.17065390894878","0.201065395482874"
"5 on scale 1-7","2005","(0) in school","79","0.118301505217843","0.0935113367542223","0.143091673681463"
"5 on scale 1-7","2005","(1a) inadequately completed","21","","",""
"5 on scale 1-7","2005","(1b) general elementary school","194","0.0970851958358417","0.0835972822760677","0.110573109395616"
"5 on scale 1-7","2005","(1c) basic vocational qualification","605","0.107837475529512","0.0997852207517989","0.115889730307226"
