"plh0206i02","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","(0) in school","89","0.146304353118934","0.119177185511017","0.173431520726851"
"1 Strongly disagree","2005","16-34 y.","(1a) inadequately completed","9","","",""
"1 Strongly disagree","2005","16-34 y.","(1b) general elementary school","70","0.159374934114365","0.124243875192323","0.194505993036407"
"1 Strongly disagree","2005","16-34 y.","(1c) basic vocational qualification","96","0.1496742214267","0.121293729296792","0.178054713556609"
"1 Strongly disagree","2005","16-34 y.","(2b) intermediate general qualification","65","0.148346115681322","0.115209617437375","0.18148261392527"
"1 Strongly disagree","2005","16-34 y.","(2a) intermediate vocational","146","0.114346632930672","0.0959139341059174","0.132779331755426"
"1 Strongly disagree","2005","16-34 y.","(2c_gen) general maturity certificate","75","0.132301268722594","0.106413082146506","0.158189455298681"
"1 Strongly disagree","2005","16-34 y.","(2c_voc) vocational maturity certificate","66","0.165942662209139","0.133430857405382","0.198454467012896"
"1 Strongly disagree","2005","16-34 y.","(3a) lower tertiary education","22","","",""
"1 Strongly disagree","2005","16-34 y.","(3b) higher tertiary education","43","0.155369332056539","0.115863346343069","0.19487531777001"
"1 Strongly disagree","2005","35-65 y.","(0) in school","","","",""
"1 Strongly disagree","2005","35-65 y.","(1a) inadequately completed","42","0.275122274038469","0.20114823589235","0.349096312184589"
"1 Strongly disagree","2005","35-65 y.","(1b) general elementary school","180","0.248065106829995","0.216713681771872","0.279416531888117"
"1 Strongly disagree","2005","35-65 y.","(1c) basic vocational qualification","687","0.209079900088656","0.195352409236244","0.222807390941068"
"1 Strongly disagree","2005","35-65 y.","(2b) intermediate general qualification","27","","",""
"1 Strongly disagree","2005","35-65 y.","(2a) intermediate vocational","594","0.189364945493263","0.175878296039732","0.202851594946794"
"1 Strongly disagree","2005","35-65 y.","(2c_gen) general maturity certificate","22","","",""
"1 Strongly disagree","2005","35-65 y.","(2c_voc) vocational maturity certificate","167","0.187848930427289","0.161728863661213","0.213968997193366"
"1 Strongly disagree","2005","35-65 y.","(3a) lower tertiary education","228","0.218781318340682","0.194949312228465","0.242613324452899"
"1 Strongly disagree","2005","35-65 y.","(3b) higher tertiary education","334","0.196355923780423","0.178100764806958","0.214611082753887"
"1 Strongly disagree","2005","66 and older","(0) in school","","","",""
"1 Strongly disagree","2005","66 and older","(1a) inadequately completed","26","","",""
"1 Strongly disagree","2005","66 and older","(1b) general elementary school","230","0.351389117704716","0.316148801081281","0.38662943432815"
"1 Strongly disagree","2005","66 and older","(1c) basic vocational qualification","493","0.312623454075618","0.290728721212249","0.334518186938987"
"1 Strongly disagree","2005","66 and older","(2b) intermediate general qualification","7","","",""
"1 Strongly disagree","2005","66 and older","(2a) intermediate vocational","115","0.330237720849844","0.2843211708453","0.376154270854389"
"1 Strongly disagree","2005","66 and older","(2c_gen) general maturity certificate","3","","",""
"1 Strongly disagree","2005","66 and older","(2c_voc) vocational maturity certificate","48","0.352961875446401","0.276228590381701","0.429695160511102"
"1 Strongly disagree","2005","66 and older","(3a) lower tertiary education","75","0.263848006593007","0.21347068418293","0.314225329003083"
"1 Strongly disagree","2005","66 and older","(3b) higher tertiary education","105","0.307402414968746","0.260513439327437","0.354291390610055"
"2 on scale 1-7 ","2005","16-34 y.","(0) in school","117","0.159150395084818","0.131071027906338","0.187229762263298"
"2 on scale 1-7 ","2005","16-34 y.","(1a) inadequately completed","4","","",""
"2 on scale 1-7 ","2005","16-34 y.","(1b) general elementary school","46","0.0821223960761234","0.0557710225987095","0.108473769553537"
"2 on scale 1-7 ","2005","16-34 y.","(1c) basic vocational qualification","96","0.151689708512733","0.123152652231083","0.180226764794383"
"2 on scale 1-7 ","2005","16-34 y.","(2b) intermediate general qualification","75","0.162217999185576","0.127850178846404","0.196585819524748"
"2 on scale 1-7 ","2005","16-34 y.","(2a) intermediate vocational","209","0.190456906097757","0.167713071080213","0.213200741115301"
"2 on scale 1-7 ","2005","16-34 y.","(2c_gen) general maturity certificate","159","0.227393747600619","0.195367687596599","0.259419807604639"
"2 on scale 1-7 ","2005","16-34 y.","(2c_voc) vocational maturity certificate","119","0.255510166841258","0.217395021783086","0.293625311899429"
"2 on scale 1-7 ","2005","16-34 y.","(3a) lower tertiary education","42","0.18730209408982","0.132958121477926","0.241646066701713"
"2 on scale 1-7 ","2005","16-34 y.","(3b) higher tertiary education","95","0.316961043711561","0.266218467705543","0.367703619717578"
"2 on scale 1-7 ","2005","35-65 y.","(0) in school","","","",""
"2 on scale 1-7 ","2005","35-65 y.","(1a) inadequately completed","24","","",""
"2 on scale 1-7 ","2005","35-65 y.","(1b) general elementary school","109","0.159628294535767","0.133040949321849","0.186215639749684"
"2 on scale 1-7 ","2005","35-65 y.","(1c) basic vocational qualification","646","0.18140491418069","0.168396396690458","0.194413431670922"
"2 on scale 1-7 ","2005","35-65 y.","(2b) intermediate general qualification","18","","",""
"2 on scale 1-7 ","2005","35-65 y.","(2a) intermediate vocational","658","0.196111351109496","0.182443793919028","0.209778908299965"
"2 on scale 1-7 ","2005","35-65 y.","(2c_gen) general maturity certificate","31","0.223710629849944","0.150064375205776","0.297356884494112"
"2 on scale 1-7 ","2005","35-65 y.","(2c_voc) vocational maturity certificate","209","0.208074894476257","0.180929046900054","0.23522074205246"
"2 on scale 1-7 ","2005","35-65 y.","(3a) lower tertiary education","285","0.244455028143758","0.219680874815775","0.269229181471741"
"2 on scale 1-7 ","2005","35-65 y.","(3b) higher tertiary education","413","0.213300523058818","0.194475646701564","0.232125399416072"
"2 on scale 1-7 ","2005","66 and older","(0) in school","","","",""
"2 on scale 1-7 ","2005","66 and older","(1a) inadequately completed","7","","",""
"2 on scale 1-7 ","2005","66 and older","(1b) general elementary school","140","0.18966470016192","0.160725990277226","0.218603410046614"
