"plh0206i02","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","(0) in school","71","0.146670758704493","0.115845770728712","0.177495746680274"
"1 Strongly disagree","2005","no migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","no migration background","(1b) general elementary school","307","0.265237962140057","0.240496460274641","0.289979464005472"
"1 Strongly disagree","2005","no migration background","(1c) basic vocational qualification","1071","0.232202472806956","0.220364326686839","0.244040618927073"
"1 Strongly disagree","2005","no migration background","(2b) intermediate general qualification","75","0.186649217177815","0.151004614413395","0.222293819942235"
"1 Strongly disagree","2005","no migration background","(2a) intermediate vocational","791","0.184774122806356","0.1734532798292","0.196094965783512"
"1 Strongly disagree","2005","no migration background","(2c_gen) general maturity certificate","62","0.119354384909585","0.0934561823463073","0.145252587472862"
"1 Strongly disagree","2005","no migration background","(2c_voc) vocational maturity certificate","196","0.176269609351917","0.154574083476103","0.19796513522773"
"1 Strongly disagree","2005","no migration background","(3a) lower tertiary education","300","0.211011732470359","0.190718513697664","0.231304951243054"
"1 Strongly disagree","2005","no migration background","(3b) higher tertiary education","406","0.199202199557495","0.182520206571455","0.215884192543535"
"1 Strongly disagree","2005","direct migration background","(0) in school","","","",""
"1 Strongly disagree","2005","direct migration background","(1a) inadequately completed","61","0.401654938660604","0.325930238208108","0.477379639113101"
"1 Strongly disagree","2005","direct migration background","(1b) general elementary school","155","0.310661585176101","0.270616481166193","0.350706689186009"
"1 Strongly disagree","2005","direct migration background","(1c) basic vocational qualification","178","0.266591329072892","0.233084674985847","0.300097983159938"
"1 Strongly disagree","2005","direct migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","direct migration background","(2a) intermediate vocational","43","0.260885259802558","0.190139903858842","0.331630615746273"
"1 Strongly disagree","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","direct migration background","(2c_voc) vocational maturity certificate","77","0.288184527850279","0.234060389795203","0.342308665905355"
"1 Strongly disagree","2005","direct migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","direct migration background","(3b) higher tertiary education","70","0.266597068507663","0.21325803609667","0.319936100918655"
"1 Strongly disagree","2005","indirect migration background","(0) in school","","","",""
"1 Strongly disagree","2005","indirect migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","indirect migration background","(1b) general elementary school","","","",""
"1 Strongly disagree","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","indirect migration background","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","indirect migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","indirect migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","no migration background","(0) in school","90","0.155055736331357","0.123517980797738","0.186593491864976"
"2 on scale 1-7 ","2005","no migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","no migration background","(1b) general elementary school","193","0.148291070679343","0.128373426796934","0.168208714561753"
"2 on scale 1-7 ","2005","no migration background","(1c) basic vocational qualification","896","0.1722660250988","0.16167904422093","0.182853005976671"
"2 on scale 1-7 ","2005","no migration background","(2b) intermediate general qualification","82","0.178846875696669","0.143788281137954","0.213905470255384"
"2 on scale 1-7 ","2005","no migration background","(2a) intermediate vocational","909","0.202728991449182","0.191002174944201","0.214455807954163"
"2 on scale 1-7 ","2005","no migration background","(2c_gen) general maturity certificate","147","0.248947918922954","0.214406583634318","0.28348925421159"
"2 on scale 1-7 ","2005","no migration background","(2c_voc) vocational maturity certificate","287","0.247701916253727","0.223123800977642","0.272280031529811"
"2 on scale 1-7 ","2005","no migration background","(3a) lower tertiary education","370","0.237492049630512","0.216327497187229","0.258656602073795"
"2 on scale 1-7 ","2005","no migration background","(3b) higher tertiary education","540","0.243997712596229","0.226058892851362","0.261936532341096"
"2 on scale 1-7 ","2005","direct migration background","(0) in school","","","",""
"2 on scale 1-7 ","2005","direct migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","direct migration background","(1b) general elementary school","88","0.173622409599795","0.140844476549138","0.206400342650451"
"2 on scale 1-7 ","2005","direct migration background","(1c) basic vocational qualification","131","0.195364305108173","0.165320337302219","0.225408272914127"
"2 on scale 1-7 ","2005","direct migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","direct migration background","(2a) intermediate vocational","30","0.159381840995881","0.100411174467603","0.218352507524159"
"2 on scale 1-7 ","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","direct migration background","(2c_voc) vocational maturity certificate","56","0.156795229750725","0.113343716954282","0.200246742547169"
"2 on scale 1-7 ","2005","direct migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","direct migration background","(3b) higher tertiary education","49","0.17036506433424","0.125014790447554","0.215715338220925"
"2 on scale 1-7 ","2005","indirect migration background","(0) in school","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","no migration background","(0) in school","112","0.21976370104514","0.183683920408457","0.255843481681823"
"3 on scale 1-7 ","2005","no migration background","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","no migration background","(1b) general elementary school","201","0.158890985036379","0.138402462815819","0.179379507256939"
"3 on scale 1-7 ","2005","no migration background","(1c) basic vocational qualification","849","0.170578989291773","0.160033245736541","0.181124732847005"
"3 on scale 1-7 ","2005","no migration background","(2b) intermediate general qualification","74","0.153012811611375","0.120078843053404","0.185946780169347"
"3 on scale 1-7 ","2005","no migration background","(2a) intermediate vocational","809","0.171301093450658","0.160311094165381","0.182291092735935"
"3 on scale 1-7 ","2005","no migration background","(2c_gen) general maturity certificate","121","0.189852921169854","0.158524361945283","0.221181480394425"
"3 on scale 1-7 ","2005","no migration background","(2c_voc) vocational maturity certificate","225","0.199839221218513","0.177071586759113","0.222606855677913"
"3 on scale 1-7 ","2005","no migration background","(3a) lower tertiary education","289","0.179476838106485","0.16039096682534","0.19856270938763"
"3 on scale 1-7 ","2005","no migration background","(3b) higher tertiary education","487","0.213669624490061","0.196549246326608","0.230790002653515"
"3 on scale 1-7 ","2005","direct migration background","(0) in school","","","",""
"3 on scale 1-7 ","2005","direct migration background","(1a) inadequately completed","35","0.209546704215656","0.146681015526624","0.272412392904688"
"3 on scale 1-7 ","2005","direct migration background","(1b) general elementary school","73","0.146546785800169","0.115943545220316","0.177150026380022"
"3 on scale 1-7 ","2005","direct migration background","(1c) basic vocational qualification","106","0.159198663780585","0.131474948001965","0.186922379559205"
"3 on scale 1-7 ","2005","direct migration background","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","direct migration background","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","direct migration background","(2c_voc) vocational maturity certificate","34","0.16979613945445","0.124929015537643","0.214663263371257"
"3 on scale 1-7 ","2005","direct migration background","(3a) lower tertiary education","","","",""
