"plh0206i02","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","West Germany","72","0.145975147909603","0.115180367019558","0.176769928799648"
"1 Strongly disagree","2005","(0) in school","East Germany","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","West Germany","73","0.321995945538935","0.260671023242157","0.383320867835713"
"1 Strongly disagree","2005","(1a) inadequately completed","East Germany","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","West Germany","429","0.27072036623904","0.24922875273644","0.292211979741641"
"1 Strongly disagree","2005","(1b) general elementary school","East Germany","51","0.263085302313177","0.203391141619816","0.322779463006538"
"1 Strongly disagree","2005","(1c) basic vocational qualification","West Germany","1011","0.232916578592519","0.220717558657403","0.245115598527635"
"1 Strongly disagree","2005","(1c) basic vocational qualification","East Germany","265","0.253142341398649","0.227305765341066","0.278978917456233"
"1 Strongly disagree","2005","(2b) intermediate general qualification","West Germany","79","0.176465977266697","0.140683029693422","0.212248924839972"
"1 Strongly disagree","2005","(2b) intermediate general qualification","East Germany","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","West Germany","602","0.199844346522112","0.18573576660263","0.213952926441593"
"1 Strongly disagree","2005","(2a) intermediate vocational","East Germany","253","0.155887382090384","0.138663978682626","0.173110785498142"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","West Germany","80","0.146646185442096","0.118596535976529","0.174695834907662"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","West Germany","255","0.211933908908612","0.189709763997612","0.234158053819611"
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","West Germany","199","0.236797236378811","0.210289179082414","0.263305293675207"
"1 Strongly disagree","2005","(3a) lower tertiary education","East Germany","126","0.181068757401073","0.151690799520682","0.210446715281463"
"1 Strongly disagree","2005","(3b) higher tertiary education","West Germany","371","0.210737146286899","0.192494877278197","0.228979415295601"
"1 Strongly disagree","2005","(3b) higher tertiary education","East Germany","111","0.199373987900546","0.167244488096301","0.231503487704791"
"2 on scale 1-7 ","2005","(0) in school","West Germany","85","0.151407139917492","0.120144527494919","0.182669752340064"
"2 on scale 1-7 ","2005","(0) in school","East Germany","32","0.193525474769941","0.129661812264065","0.257389137275817"
"2 on scale 1-7 ","2005","(1a) inadequately completed","West Germany","31","0.125488158760068","0.0820091253907533","0.168967192129383"
"2 on scale 1-7 ","2005","(1a) inadequately completed","East Germany","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","West Germany","258","0.152599572399433","0.13520625138818","0.169992893410687"
"2 on scale 1-7 ","2005","(1b) general elementary school","East Germany","37","0.168702871319376","0.117932034064642","0.219473708574109"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","West Germany","854","0.174817183168909","0.163855668011515","0.185778698326302"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","East Germany","198","0.176856041357933","0.154184476847727","0.199527605868138"
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","West Germany","76","0.157162378429523","0.122999764020356","0.191324992838689"
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","East Germany","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","West Germany","637","0.206910253535953","0.192617947594802","0.221202559477104"
"2 on scale 1-7 ","2005","(2a) intermediate vocational","East Germany","325","0.18263909491511","0.164294120956504","0.200984068873716"
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","West Germany","159","0.248433671606896","0.214171382753575","0.282695960460217"
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","East Germany","39","0.218565775334089","0.15917364381113","0.277957906857048"
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","West Germany","309","0.226069152252944","0.203322617386133","0.248815687119754"
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","East Germany","50","0.240295781338927","0.182781525789747","0.297810036888108"
"2 on scale 1-7 ","2005","(3a) lower tertiary education","West Germany","228","0.228178445360319","0.202010755817552","0.254346134903086"
"2 on scale 1-7 ","2005","(3a) lower tertiary education","East Germany","156","0.231834752618568","0.19963943454288","0.264030070694257"
"2 on scale 1-7 ","2005","(3b) higher tertiary education","West Germany","442","0.22154808511038","0.20297229169096","0.240123878529801"
"2 on scale 1-7 ","2005","(3b) higher tertiary education","East Germany","158","0.283572298393375","0.247325224331985","0.319819372454764"
"3 on scale 1-7 ","2005","(0) in school","West Germany","108","0.231775935369166","0.194973163734744","0.268578707003587"
"3 on scale 1-7 ","2005","(0) in school","East Germany","32","0.183022897365437","0.120513245652757","0.245532549078117"
"3 on scale 1-7 ","2005","(1a) inadequately completed","West Germany","47","0.211601884924523","0.157994056597583","0.265209713251463"
"3 on scale 1-7 ","2005","(1a) inadequately completed","East Germany","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","West Germany","263","0.155781653255065","0.138240947555976","0.173322358954154"
"3 on scale 1-7 ","2005","(1b) general elementary school","East Germany","34","0.174166704772402","0.122750062764343","0.225583346780462"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","West Germany","794","0.172526539765252","0.161621972533348","0.183431106997156"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","East Germany","184","0.149961920812424","0.128746906395808","0.17117693522904"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","West Germany","77","0.186811608200498","0.150226667013467","0.223396549387529"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","East Germany","","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","West Germany","569","0.173081353120363","0.159733646152394","0.186429060088331"
"3 on scale 1-7 ","2005","(2a) intermediate vocational","East Germany","297","0.17438176115747","0.156365964773462","0.192397557541477"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","West Germany","120","0.188792525368157","0.157762233849455","0.219822816886859"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","East Germany","38","0.197855510289039","0.140603334497082","0.255107686080996"
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","West Germany","223","0.186628431035726","0.165441067815382","0.207815794256069"
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","East Germany","45","0.231450525157218","0.174677091533825","0.288223958780611"
"3 on scale 1-7 ","2005","(3a) lower tertiary education","West Germany","199","0.169524564769479","0.146128148851483","0.192920980687475"
"3 on scale 1-7 ","2005","(3a) lower tertiary education","East Germany","109","0.198941016401478","0.168485179567502","0.229396853235454"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","West Germany","410","0.201615591838089","0.183669678853287","0.219561504822892"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","East Germany","133","0.205890117573028","0.173372934232137","0.238407300913918"
"4 on scale 1-7","2005","(0) in school","West Germany","110","0.194142349125551","0.159644524596048","0.228640173655053"
"4 on scale 1-7","2005","(0) in school","East Germany","","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","West Germany","32","0.137796618214084","0.0925569094836698","0.183036326944499"
"4 on scale 1-7","2005","(1a) inadequately completed","East Germany","","","",""
"4 on scale 1-7","2005","(1b) general elementary school","West Germany","284","0.165031065721354","0.147076308980428","0.182985822462281"
"4 on scale 1-7","2005","(1b) general elementary school","East Germany","39","0.22144286817769","0.165150302839412","0.277735433515968"
"4 on scale 1-7","2005","(1c) basic vocational qualification","West Germany","851","0.179277227369733","0.168206803563708","0.190347651175758"
"4 on scale 1-7","2005","(1c) basic vocational qualification","East Germany","199","0.189241329016551","0.165966449630373","0.212516208402728"
"4 on scale 1-7","2005","(2b) intermediate general qualification","West Germany","90","0.224311847365089","0.185157992052819","0.26346570267736"
"4 on scale 1-7","2005","(2b) intermediate general qualification","East Germany","","","",""
"4 on scale 1-7","2005","(2a) intermediate vocational","West Germany","592","0.193269820380085","0.179338370921302","0.207201269838868"
"4 on scale 1-7","2005","(2a) intermediate vocational","East Germany","377","0.229587998383997","0.209619316126372","0.249556680641622"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","West Germany","127","0.196116603594251","0.164633234780791","0.227599972407711"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","East Germany","43","0.204389588485666","0.14643721434929","0.262341962622043"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","West Germany","244","0.189091218168074","0.167796828491896","0.210385607844253"
