"plh0206i02","year","e11102","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","1906","0.265285631707608","0.255514366455395","0.275056896959822"
"1 Strongly disagree","2005","Employed","2212","0.180714163632098","0.174051414742979","0.187376912521217"
"2 on scale 1-7 ","2005","Not Employed","1482","0.18180410087525","0.173267889534938","0.190340312215562"
"2 on scale 1-7 ","2005","Employed","2678","0.197808543933549","0.190910893751101","0.204706194115997"
"3 on scale 1-7 ","2005","Not Employed","1385","0.170555976166431","0.162231408574705","0.178880543758157"
"3 on scale 1-7 ","2005","Employed","2394","0.183728236013622","0.177022522956908","0.190433949070335"
"4 on scale 1-7","2005","Not Employed","1380","0.171046121081802","0.162712063994208","0.179380178169396"
"4 on scale 1-7","2005","Employed","2570","0.199351403961513","0.192433568176773","0.206269239746252"
"5 on scale 1-7","2005","Not Employed","800","0.09960594306717","0.0929777735393442","0.106234112594996"
"5 on scale 1-7","2005","Employed","1515","0.115462674547353","0.10992893754981","0.120996411544896"
"6 on scale 1-7","2005","Not Employed","437","0.0524221807655785","0.0474893109165291","0.0573550506146279"
"6 on scale 1-7","2005","Employed","734","0.0593787543303311","0.0552865005436451","0.0634710081170171"
"7 Strongly agree","2005","Not Employed","452","0.0592800463361592","0.0540534481038479","0.0645066445684706"
"7 Strongly agree","2005","Employed","709","0.0635562235815344","0.0593318771966909","0.067780569966378"
"1 Strongly disagree","2006","Not Employed","","","",""
"1 Strongly disagree","2006","Employed","","","",""
"2 on scale 1-7 ","2006","Not Employed","","","",""
"2 on scale 1-7 ","2006","Employed","","","",""
"3 on scale 1-7 ","2006","Not Employed","","","",""
"3 on scale 1-7 ","2006","Employed","","","",""
"4 on scale 1-7","2006","Not Employed","","","",""
"4 on scale 1-7","2006","Employed","","","",""
"5 on scale 1-7","2006","Not Employed","","","",""
"5 on scale 1-7","2006","Employed","","","",""
"6 on scale 1-7","2006","Not Employed","","","",""
"6 on scale 1-7","2006","Employed","","","",""
"7 Strongly agree","2006","Not Employed","","","",""
"7 Strongly agree","2006","Employed","","","",""
"1 Strongly disagree","2007","Not Employed","","","",""
"1 Strongly disagree","2007","Employed","","","",""
