"plh0206i02","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Schleswig-Holstein","no migration background","149","0.253517869400303","0.217292968603925","0.289742770196681"
"1 Strongly disagree","2005","Schleswig-Holstein","direct migration background","11","","",""
"1 Strongly disagree","2005","Schleswig-Holstein","indirect migration background","3","","",""
"1 Strongly disagree","2005","Hamburg","no migration background","59","0.205074295538576","0.155997036273322","0.254151554803829"
"1 Strongly disagree","2005","Hamburg","direct migration background","7","","",""
"1 Strongly disagree","2005","Hamburg","indirect migration background","2","","",""
"1 Strongly disagree","2005","Lower Saxony","no migration background","325","0.252122842257836","0.230392996539221","0.27385268797645"
"1 Strongly disagree","2005","Lower Saxony","direct migration background","74","0.31083649508015","0.246368727269718","0.375304262890581"
"1 Strongly disagree","2005","Lower Saxony","indirect migration background","10","","",""
"1 Strongly disagree","2005","Bremen","no migration background","38","0.342485286777325","0.259953750805382","0.425016822749269"
"1 Strongly disagree","2005","Bremen","direct migration background","1","","",""
"1 Strongly disagree","2005","Bremen","indirect migration background","","","",""
"1 Strongly disagree","2005","North Rhine-Westphalia","no migration background","625","0.199454170356736","0.186128115865427","0.212780224848045"
"1 Strongly disagree","2005","North Rhine-Westphalia","direct migration background","182","0.305389226884917","0.269817678411029","0.340960775358804"
"1 Strongly disagree","2005","North Rhine-Westphalia","indirect migration background","41","0.240079219114255","0.186040640703055","0.294117797525454"
"1 Strongly disagree","2005","Hesse","no migration background","199","0.201653794105746","0.177735286647337","0.225572301564154"
"1 Strongly disagree","2005","Hesse","direct migration background","66","0.29344615690291","0.232722480112534","0.354169833693285"
"1 Strongly disagree","2005","Hesse","indirect migration background","9","","",""
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","no migration background","220","0.226326021450871","0.200442254896323","0.252209788005419"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","direct migration background","50","0.231307046614915","0.169534933617187","0.293079159612643"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","indirect migration background","11","","",""
"1 Strongly disagree","2005","Baden-Württemberg","no migration background","315","0.182433853943829","0.164447092416693","0.200420615470966"
"1 Strongly disagree","2005","Baden-Württemberg","direct migration background","153","0.292356358045827","0.25399316147084","0.330719554620815"
"1 Strongly disagree","2005","Baden-Württemberg","indirect migration background","29","","",""
"1 Strongly disagree","2005","Bavaria","no migration background","467","0.209599609361444","0.19341976203945","0.225779456683438"
"1 Strongly disagree","2005","Bavaria","direct migration background","90","0.289789124816715","0.241424876576271","0.338153373057159"
"1 Strongly disagree","2005","Bavaria","indirect migration background","13","","",""
"1 Strongly disagree","2005","Berlin","no migration background","113","0.170446489725526","0.141931311310068","0.198961668140983"
"1 Strongly disagree","2005","Berlin","direct migration background","12","","",""
"1 Strongly disagree","2005","Berlin","indirect migration background","3","","",""
"1 Strongly disagree","2005","Brandenburg","no migration background","154","0.178153616326265","0.15272743673456","0.20357979591797"
"1 Strongly disagree","2005","Brandenburg","direct migration background","2","","",""
"1 Strongly disagree","2005","Brandenburg","indirect migration background","","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","no migration background","71","0.167763420564289","0.134577364167716","0.200949476960862"
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"1 Strongly disagree","2005","Saxony","no migration background","301","0.215859623733654","0.194983671442288","0.23673557602502"
"1 Strongly disagree","2005","Saxony","direct migration background","5","","",""
"1 Strongly disagree","2005","Saxony","indirect migration background","2","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","no migration background","174","0.197435344774694","0.170938692381827","0.223931997167562"
"1 Strongly disagree","2005","Saxony-Anhalt","direct migration background","5","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","indirect migration background","","","",""
"1 Strongly disagree","2005","Thuringia","no migration background","122","0.173857804239736","0.148645489159002","0.199070119320471"
"1 Strongly disagree","2005","Thuringia","direct migration background","3","","",""
"1 Strongly disagree","2005","Thuringia","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","no migration background","107","0.163400777087992","0.132612953042684","0.1941886011333"
"2 on scale 1-7 ","2005","Schleswig-Holstein","direct migration background","10","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","indirect migration background","2","","",""
"2 on scale 1-7 ","2005","Hamburg","no migration background","67","0.240431766654851","0.188487127042851","0.29237640626685"
"2 on scale 1-7 ","2005","Hamburg","direct migration background","6","","",""
"2 on scale 1-7 ","2005","Hamburg","indirect migration background","2","","",""
"2 on scale 1-7 ","2005","Lower Saxony","no migration background","299","0.17685256395645","0.157759311879177","0.195945816033722"
"2 on scale 1-7 ","2005","Lower Saxony","direct migration background","35","0.190514701725142","0.135815092183544","0.245214311266739"
"2 on scale 1-7 ","2005","Lower Saxony","indirect migration background","9","","",""
"2 on scale 1-7 ","2005","Bremen","no migration background","22","","",""
"2 on scale 1-7 ","2005","Bremen","direct migration background","3","","",""
"2 on scale 1-7 ","2005","Bremen","indirect migration background","","","",""
"2 on scale 1-7 ","2005","North Rhine-Westphalia","no migration background","699","0.199570606932055","0.186241632724242","0.212899581139867"
"2 on scale 1-7 ","2005","North Rhine-Westphalia","direct migration background","113","0.150559127907248","0.122939025815154","0.178179229999342"
"2 on scale 1-7 ","2005","North Rhine-Westphalia","indirect migration background","41","0.167844712100401","0.120562423388896","0.215127000811906"
"2 on scale 1-7 ","2005","Hesse","no migration background","200","0.164928072275067","0.142805048926844","0.187051095623291"
"2 on scale 1-7 ","2005","Hesse","direct migration background","41","0.188329445893628","0.136189542137043","0.240469349650213"
"2 on scale 1-7 ","2005","Hesse","indirect migration background","14","","",""
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","no migration background","232","0.234950237047902","0.208725326177866","0.261175147917938"
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","direct migration background","33","0.223864911949229","0.162801193249179","0.284928630649279"
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","indirect migration background","8","","",""
"2 on scale 1-7 ","2005","Baden-Württemberg","no migration background","414","0.228210780114288","0.208664854470577","0.247756705758"
"2 on scale 1-7 ","2005","Baden-Württemberg","direct migration background","111","0.1632846980543","0.132109242340246","0.194460153768354"
"2 on scale 1-7 ","2005","Baden-Württemberg","indirect migration background","50","0.23479834321735","0.177740463985539","0.291856222449161"
"2 on scale 1-7 ","2005","Bavaria","no migration background","445","0.175137701824623","0.160028686496369","0.190246717152878"
"2 on scale 1-7 ","2005","Bavaria","direct migration background","51","0.141247703756031","0.10411860610455","0.178376801407512"
"2 on scale 1-7 ","2005","Bavaria","indirect migration background","20","","",""
"2 on scale 1-7 ","2005","Berlin","no migration background","169","0.2531011641873","0.220129731215724","0.286072597158877"
"2 on scale 1-7 ","2005","Berlin","direct migration background","12","","",""
"2 on scale 1-7 ","2005","Berlin","indirect migration background","10","","",""
"2 on scale 1-7 ","2005","Brandenburg","no migration background","184","0.196048788697388","0.169668144694251","0.222429432700525"
"2 on scale 1-7 ","2005","Brandenburg","direct migration background","2","","",""
"2 on scale 1-7 ","2005","Brandenburg","indirect migration background","1","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","no migration background","84","0.152621808323225","0.120682129164719","0.184561487481731"
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","direct migration background","","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Saxony","no migration background","300","0.18562491451734","0.165896415156272","0.205353413878408"
"2 on scale 1-7 ","2005","Saxony","direct migration background","8","","",""
"2 on scale 1-7 ","2005","Saxony","indirect migration background","1","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","no migration background","173","0.202949843307292","0.176178156962189","0.229721529652396"
"2 on scale 1-7 ","2005","Saxony-Anhalt","direct migration background","3","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","indirect migration background","2","","",""
"2 on scale 1-7 ","2005","Thuringia","no migration background","171","0.184448495032153","0.158646607182858","0.210250382881448"
"2 on scale 1-7 ","2005","Thuringia","direct migration background","6","","",""
"2 on scale 1-7 ","2005","Thuringia","indirect migration background","","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","no migration background","107","0.181381020057011","0.149293952143514","0.213468087970509"
"3 on scale 1-7 ","2005","Schleswig-Holstein","direct migration background","10","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","indirect migration background","3","","",""
"3 on scale 1-7 ","2005","Hamburg","no migration background","52","0.204742238637159","0.155694487568484","0.253789989705833"
"3 on scale 1-7 ","2005","Hamburg","direct migration background","4","","",""
"3 on scale 1-7 ","2005","Hamburg","indirect migration background","3","","",""
"3 on scale 1-7 ","2005","Lower Saxony","no migration background","277","0.16641993513832","0.147781401348152","0.185058468928488"
"3 on scale 1-7 ","2005","Lower Saxony","direct migration background","34","0.185495706011075","0.131354351677626","0.239637060344523"
"3 on scale 1-7 ","2005","Lower Saxony","indirect migration background","12","","",""
"3 on scale 1-7 ","2005","Bremen","no migration background","17","","",""
"3 on scale 1-7 ","2005","Bremen","direct migration background","3","","",""
"3 on scale 1-7 ","2005","Bremen","indirect migration background","3","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","no migration background","628","0.174640112166612","0.161978744958724","0.187301479374499"
"3 on scale 1-7 ","2005","North Rhine-Westphalia","direct migration background","98","0.14012479674858","0.113315811994732","0.166933781502429"
"3 on scale 1-7 ","2005","North Rhine-Westphalia","indirect migration background","49","0.184029431988513","0.135003782031641","0.233055081945385"
"3 on scale 1-7 ","2005","Hesse","no migration background","187","0.16264646413684","0.140647005871721","0.184645922401959"
"3 on scale 1-7 ","2005","Hesse","direct migration background","29","","",""
"3 on scale 1-7 ","2005","Hesse","indirect migration background","9","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","no migration background","174","0.175785578310944","0.152240889198962","0.199330267422925"
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","direct migration background","33","0.156202560522893","0.103018100840793","0.209387020204992"
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","indirect migration background","12","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","no migration background","402","0.237977707835042","0.218144599361619","0.257810816308465"
"3 on scale 1-7 ","2005","Baden-Württemberg","direct migration background","89","0.177764776200996","0.145519054227327","0.210010498174664"
"3 on scale 1-7 ","2005","Baden-Württemberg","indirect migration background","37","0.199924469065435","0.146087744382558","0.253761193748312"
