"plh0206i02","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","Male","207","0.169917367870951","0.149089422907826","0.190745312834077","1"
"1 Strongly disagree","2005","1-pers.-HH","Female","514","0.325311716707273","0.303074146296053","0.347549287118493","1"
"1 Strongly disagree","2005","(Married) couple without C. ","Male","670","0.2101823943363","0.196631833446901","0.223732955225698","1"
"1 Strongly disagree","2005","(Married) couple without C. ","Female","869","0.266584125680562","0.252014061257952","0.281154190103172","1"
"1 Strongly disagree","2005","Single parent ","Male","50","0.122147450183002","0.0871862662846914","0.157108634081313","1"
"1 Strongly disagree","2005","Single parent ","Female","175","0.24074765236776","0.210311651322713","0.271183653412807","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","Male","241","0.140924188373775","0.124908053933168","0.156940322814381","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","Female","382","0.196787530399451","0.17887316064622","0.214701900152682","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","Male","261","0.152237227373513","0.136134414328235","0.16834004041879","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","Female","325","0.198672812078075","0.179838332751844","0.217507291404305","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Male","113","0.130322271471948","0.107782673018475","0.152861869925422","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Female","192","0.232582259575904","0.204046052011134","0.261118467140674","1"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Male","634","0.186805501716389","0.173843032244055","0.199767971188724","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Male","362","0.179318080002887","0.161659789309999","0.196976370695774","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Male","156","0.165011382917008","0.140159751170022","0.189863014663994","2"
"2 on scale 1-7 ","2005","1-pers.-HH","Female","374","0.206890686825756","0.187663183512429","0.226118190139082","2"
