"plh0206i02","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","no migration background","643","0.258076550879204","0.241410107841106","0.274742993917301","1"
"1 Strongly disagree","2005","1-pers.-HH","direct migration background","64","0.28265008200592","0.222036458796699","0.343263705215142","1"
"1 Strongly disagree","2005","1-pers.-HH","indirect migration background","14","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","no migration background","1301","0.223287685895744","0.212921601795457","0.233653769996032","1"
"1 Strongly disagree","2005","(Married) couple without C. ","direct migration background","219","0.345989903889184","0.31064983346537","0.381329974312998","1"
"1 Strongly disagree","2005","(Married) couple without C. ","indirect migration background","19","","","","1"
"1 Strongly disagree","2005","Single parent ","no migration background","172","0.194766188212448","0.168806640875061","0.220725735549834","1"
"1 Strongly disagree","2005","Single parent ","direct migration background","38","0.292182835442284","0.211814785631095","0.372550885253474","1"
"1 Strongly disagree","2005","Single parent ","indirect migration background","15","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","no migration background","458","0.148105750708139","0.135390905396216","0.160820596020062","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","direct migration background","135","0.255925384360255","0.218808992009607","0.293041776710902","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","indirect migration background","30","0.187736358015113","0.130044508979288","0.245428207050938","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","no migration background","462","0.163833876252662","0.150655105166105","0.177012647339218","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","direct migration background","100","0.252975092013609","0.210479734520771","0.295470449506447","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","indirect migration background","24","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","no migration background","218","0.177612035086815","0.156748101067744","0.198475969105885","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","direct migration background","72","0.208019521003771","0.160813411928064","0.255225630079477","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","indirect migration background","15","","","","1"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","indirect migration background","41","0.180448804791307","0.127677472804763","0.233220136777851","2"
"2 on scale 1-7 ","2005","1-pers.-HH","no migration background","563","0.202227795714493","0.186929291340206","0.217526300088779","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","indirect migration background","23","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","direct migration background","42","0.207395362082063","0.152818572490616","0.261972151673509","2"
"2 on scale 1-7 ","2005","1-pers.-HH","indirect migration background","22","","","","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","no migration background","1268","0.201838867557909","0.191848075167298","0.21182965994852","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","direct migration background","118","0.158569225056774","0.131432207280224","0.185706242833324","2"
"2 on scale 1-7 ","2005","Single parent ","no migration background","164","0.17110562197022","0.146419034014898","0.195792209925542","2"
"2 on scale 1-7 ","2005","Single parent ","direct migration background","20","","","","2"
"2 on scale 1-7 ","2005","Single parent ","indirect migration background","8","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","no migration background","620","0.200157768383956","0.185835207816489","0.214480328951424","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","no migration background","259","0.176434273462148","0.155624744899971","0.197243802024325","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","direct migration background","47","0.186792215653729","0.14146395324073","0.232120478066727","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","indirect migration background","23","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","direct migration background","110","0.182755478452642","0.149884544649058","0.215626412256226","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","indirect migration background","38","0.214967235565173","0.154276586185262","0.275657884945084","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","no migration background","614","0.178490690395658","0.164856140481953","0.192125240309363","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","direct migration background","79","0.135433860341503","0.101983730756702","0.168883989926305","2"
"3 on scale 1-7 ","2005","1-pers.-HH","no migration background","469","0.177585921802554","0.163030036136628","0.192141807468481","3"
"3 on scale 1-7 ","2005","1-pers.-HH","direct migration background","30","0.106273664981119","0.0647882663836793","0.14775906357856","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","indirect migration background","30","0.183328605777515","0.112609304596874","0.254047906958156","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","no migration background","251","0.185522622104556","0.164301928130683","0.206743316078429","3"
