"plh0206i02","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","in school","71","0.147254426898721","0.116286793636636","0.178222060160806"
"1 Strongly disagree","2005","no migration background","inadequately","","","",""
"1 Strongly disagree","2005","no migration background","general elemantary","375","0.248611790733541","0.227750997811215","0.269472583655868"
"1 Strongly disagree","2005","no migration background","middle vocational","1737","0.207705795213696","0.199335511882112","0.21607607854528"
"1 Strongly disagree","2005","no migration background","vocational + Abi","137","0.175928191072441","0.150612577949019","0.201243804195863"
"1 Strongly disagree","2005","no migration background","higher vocational","262","0.198498653557159","0.177476949795208","0.21952035731911"
"1 Strongly disagree","2005","no migration background","higher education","706","0.20449211361687","0.191591699644485","0.217392527589255"
"1 Strongly disagree","2005","direct migration background","in school","","","",""
"1 Strongly disagree","2005","direct migration background","inadequately","51","0.354579419964222","0.27671442547865","0.432444414449795"
"1 Strongly disagree","2005","direct migration background","general elemantary","168","0.297974329723061","0.260160918698711","0.335787740747411"
"1 Strongly disagree","2005","direct migration background","middle vocational","235","0.267730884878683","0.238342586275084","0.297119183482282"
"1 Strongly disagree","2005","direct migration background","vocational + Abi","56","0.266902846762446","0.207912821120037","0.325892872404856"
"1 Strongly disagree","2005","direct migration background","higher vocational","42","0.339046216188621","0.258594137799428","0.419498294577813"
"1 Strongly disagree","2005","direct migration background","higher education","92","0.281242241830184","0.233310712157813","0.329173771502554"
"1 Strongly disagree","2005","indirect migration background","in school","","","",""
"1 Strongly disagree","2005","indirect migration background","inadequately","","","",""
"1 Strongly disagree","2005","indirect migration background","general elemantary","","","",""
"1 Strongly disagree","2005","indirect migration background","middle vocational","56","0.164149629509024","0.124543475180727","0.203755783837321"
"1 Strongly disagree","2005","indirect migration background","vocational + Abi","","","",""
"1 Strongly disagree","2005","indirect migration background","higher vocational","","","",""
"1 Strongly disagree","2005","indirect migration background","higher education","","","",""
"2 on scale 1-7 ","2005","no migration background","in school","90","0.155672772081554","0.123989806516442","0.187355737646665"
"2 on scale 1-7 ","2005","no migration background","inadequately","","","",""
"2 on scale 1-7 ","2005","no migration background","general elemantary","271","0.15597419676435","0.138461944523436","0.173486449005265"
"2 on scale 1-7 ","2005","no migration background","middle vocational","1761","0.188564668068137","0.180493623790675","0.196635712345598"
"2 on scale 1-7 ","2005","no migration background","vocational + Abi","204","0.236744759442975","0.208482082952714","0.265007435933236"
"2 on scale 1-7 ","2005","no migration background","higher vocational","291","0.207467464247779","0.186096675536968","0.22883825295859"
"2 on scale 1-7 ","2005","no migration background","higher education","910","0.241083592432305","0.227402401034512","0.254764783830098"
"2 on scale 1-7 ","2005","direct migration background","in school","","","",""
"2 on scale 1-7 ","2005","direct migration background","inadequately","","","",""
"2 on scale 1-7 ","2005","direct migration background","general elemantary","93","0.159698379843966","0.129411970436738","0.189984789251194"
"2 on scale 1-7 ","2005","direct migration background","middle vocational","177","0.195072392354954","0.16877176153004","0.221373023179869"
"2 on scale 1-7 ","2005","direct migration background","vocational + Abi","46","0.165148951248835","0.115630890984211","0.214667011513459"
"2 on scale 1-7 ","2005","direct migration background","higher vocational","","","",""
"2 on scale 1-7 ","2005","direct migration background","higher education","57","0.159980189242129","0.120899014636551","0.199061363847706"
"2 on scale 1-7 ","2005","indirect migration background","in school","","","",""
"2 on scale 1-7 ","2005","indirect migration background","inadequately","","","",""
"2 on scale 1-7 ","2005","indirect migration background","general elemantary","","","",""
"2 on scale 1-7 ","2005","indirect migration background","middle vocational","68","0.187708094952424","0.145956216840777","0.229459973064072"
"2 on scale 1-7 ","2005","indirect migration background","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","indirect migration background","higher vocational","","","",""
"2 on scale 1-7 ","2005","indirect migration background","higher education","","","",""
"3 on scale 1-7 ","2005","no migration background","in school","109","0.216658793729569","0.180656701086452","0.252660886372687"
"3 on scale 1-7 ","2005","no migration background","inadequately","","","",""
"3 on scale 1-7 ","2005","no migration background","general elemantary","269","0.157426009382966","0.139847581528512","0.17500443723742"
"3 on scale 1-7 ","2005","no migration background","middle vocational","1597","0.171213475372942","0.163440936113326","0.178986014632559"
"3 on scale 1-7 ","2005","no migration background","vocational + Abi","170","0.19819469275743","0.171690250082686","0.224699135432175"
"3 on scale 1-7 ","2005","no migration background","higher vocational","257","0.188350880604686","0.167744344736031","0.208957416473341"
"3 on scale 1-7 ","2005","no migration background","higher education","776","0.198353447063377","0.185599210698581","0.211107683428172"
"3 on scale 1-7 ","2005","direct migration background","in school","","","",""
"3 on scale 1-7 ","2005","direct migration background","inadequately","35","0.246913057622677","0.176725734777372","0.317100380467983"
"3 on scale 1-7 ","2005","direct migration background","general elemantary","85","0.164840891782591","0.134165012371457","0.195516771193724"
"3 on scale 1-7 ","2005","direct migration background","middle vocational","135","0.155451378797342","0.13140224345879","0.179500514135894"
"3 on scale 1-7 ","2005","direct migration background","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","direct migration background","higher vocational","","","",""
"3 on scale 1-7 ","2005","direct migration background","higher education","55","0.149355892827227","0.11135665630069","0.187355129353764"
"3 on scale 1-7 ","2005","indirect migration background","in school","","","",""
"3 on scale 1-7 ","2005","indirect migration background","inadequately","","","",""
"3 on scale 1-7 ","2005","indirect migration background","general elemantary","37","0.217571371667407","0.157463403920181","0.277679339414633"
"3 on scale 1-7 ","2005","indirect migration background","middle vocational","70","0.221847663286993","0.177421562797113","0.266273763776872"
"3 on scale 1-7 ","2005","indirect migration background","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","indirect migration background","higher vocational","","","",""
"3 on scale 1-7 ","2005","indirect migration background","higher education","","","",""
"4 on scale 1-7","2005","no migration background","in school","106","0.207710199252928","0.172258664413486","0.24316173409237"
"4 on scale 1-7","2005","no migration background","inadequately","","","",""
"4 on scale 1-7","2005","no migration background","general elemantary","302","0.170712975516525","0.152552656876183","0.188873294156867"
"4 on scale 1-7","2005","no migration background","middle vocational","1751","0.190097902591052","0.182001771403198","0.198194033778907"
"4 on scale 1-7","2005","no migration background","vocational + Abi","172","0.214031169505183","0.186761531255827","0.241300807754539"
"4 on scale 1-7","2005","no migration background","higher vocational","290","0.206358072386454","0.185029586111048","0.227686558661861"
"4 on scale 1-7","2005","no migration background","higher education","705","0.189144097622908","0.176618127882505","0.201670067363311"
"4 on scale 1-7","2005","direct migration background","in school","","","",""
"4 on scale 1-7","2005","direct migration background","inadequately","","","",""
"4 on scale 1-7","2005","direct migration background","general elemantary","105","0.204242963613725","0.170912317788698","0.237573609438751"
"4 on scale 1-7","2005","direct migration background","middle vocational","157","0.179543294636182","0.154068993518992","0.205017595753372"
"4 on scale 1-7","2005","direct migration background","vocational + Abi","34","0.125194362626837","0.0810607591525181","0.169327966101156"
"4 on scale 1-7","2005","direct migration background","higher vocational","","","",""
"4 on scale 1-7","2005","direct migration background","higher education","60","0.154855847686054","0.116288573866283","0.193423121505825"
"4 on scale 1-7","2005","indirect migration background","in school","","","",""
"4 on scale 1-7","2005","indirect migration background","inadequately","","","",""
"4 on scale 1-7","2005","indirect migration background","general elemantary","32","0.206581772359422","0.14760162002529","0.265561924693555"
