"plh0212","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","20","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","33","0.00489152641960068","0.00325771685124661","0.00652533598795475","1"
"1 Strongly disagree","2005","Single parent ","6","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","7","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","19","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","3","","","","1"
"2 on scale 1-7 ","2005","Single parent ","3","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","13","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","10","","","","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","32","0.00365749019034638","0.00224384657408874","0.00507113380660401","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","13","","","","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","16","","","","2"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","56","0.0188773075362488","0.0144574343774556","0.023297180695042","3"
"3 on scale 1-7 ","2005","1-pers.-HH","52","0.0205022637958601","0.0153902438305783","0.025614283761142","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","51","0.0143894640072927","0.010557886711683","0.0182210413029024","3"
"3 on scale 1-7 ","2005","Single parent ","18","","","","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","66","0.00879863193635883","0.00661171371587708","0.0109855501568406","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","34","0.0181971684000088","0.0118451758297355","0.024549160970282","3"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","103","0.0709445021834427","0.0587440441371984","0.083144960229687","4"
"4 on scale 1-7","2005","(Married) couple without C. ","240","0.0336756152885627","0.0294512325400191","0.0378999980371063","4"
"4 on scale 1-7","2005","Single parent ","62","0.0548480642341969","0.0414052944820143","0.0682908339863795","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","183","0.0535087719702575","0.0461999243257783","0.0608176196147368","4"
"4 on scale 1-7","2005","1-pers.-HH","139","0.0499057188324869","0.0420506784121277","0.0577607592528461","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","105","0.0295779610438582","0.0241270755907543","0.0350288464969622","4"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","272","0.154460912512538","0.137286888065664","0.171634936959412","5"
"5 on scale 1-7","2005","Couple + C. LE 16 ","468","0.12221547362814","0.111677437774852","0.132753509481429","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","530","0.14128557353688","0.129973260635058","0.152597886438701","5"
"5 on scale 1-7","2005","1-pers.-HH","397","0.140998323693867","0.128443983443071","0.153552663944663","5"
"5 on scale 1-7","2005","(Married) couple without C. ","831","0.112017113685036","0.104631467336469","0.119402760033602","5"
"5 on scale 1-7","2005","Single parent ","160","0.1549015262782","0.133539679242032","0.176263373314369","5"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","576","0.335253361649648","0.312819162038471","0.357687561260825","6"
"6 on scale 1-7","2005","Single parent ","358","0.307186488883684","0.279949034050529","0.33442394371684","6"
"6 on scale 1-7","2005","Couple + C. GT 16 ","1252","0.325522856838784","0.310305035438037","0.340740678239531","6"
"6 on scale 1-7","2005","1-pers.-HH","915","0.301674782542229","0.2851175296845","0.318232035399958","6"
"6 on scale 1-7","2005","Couple + C. LE 16 ","1311","0.352149279405235","0.336781769951938","0.367516788858532","6"
"6 on scale 1-7","2005","(Married) couple without C. ","2184","0.304493661560277","0.293717013609268","0.315270309511286","6"
"7 Strongly agree","2005","Couple + C. LE and GT 16","703","0.410861000080611","0.387480581597633","0.434241418563589","7"
"7 Strongly agree","2005","Couple + C. GT 16 ","1586","0.451938135747437","0.435774747420776","0.468101524074098","7"
"7 Strongly agree","2005","Single parent ","495","0.461739845597721","0.432305655779499","0.491174035415943","7"
"7 Strongly agree","2005","Couple + C. LE 16 ","1756","0.473426845628312","0.457362671190016","0.489491020066608","7"
"7 Strongly agree","2005","1-pers.-HH","1416","0.472224185932072","0.454215220274554","0.49023315158959","7"
"7 Strongly agree","2005","(Married) couple without C. ","3619","0.532465960919819","0.52078182598528","0.544150095854357","7"
"1 Strongly disagree","2006","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2006","Single parent ","","","","","1"
"1 Strongly disagree","2006","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2006","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2006","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2006","1-pers.-HH","","","","","1"
"2 on scale 1-7 ","2006","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2006","Single parent ","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2006","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","","","","","2"
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2006","Single parent ","","","","","3"
"3 on scale 1-7 ","2006","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2006","1-pers.-HH","","","","","3"
"4 on scale 1-7","2006","(Married) couple without C. ","","","","","4"
